alderman,n_rezonings,n_downzones_lt0,n_downzones_le0_1,n_upzones_gt0,n_upzones_ge0_1,mean_far_change,n_total_t0,n_down_t0,n_up_t0,raw_down_share_t0,eb_down_share_t0,raw_far_down_share_t0,eb_far_down_share_t0,eb_net_restrictive_t0,comp_adj_down_t0,n_total_t01,n_down_t01,n_up_t01,raw_down_share_t01,eb_down_share_t01,raw_far_down_share_t01,eb_far_down_share_t01,eb_net_restrictive_t01,comp_adj_down_t01,imputed_zero_rezonings
Patrick Levar,5,1,1,2,2,0.21000000000000002,5,1,2,0.2,0.18344684939774272,0.16129032258064516,0.22198158506375365,0.3366804254755747,0.2736452488895893,5,1,2,0.2,0.18344684939774272,0.16129032258064516,0.22198158506375365,0.3366804254755747,0.2736452488895893,0
Patrick O'Connor,54,9,9,35,35,0.4074074074074074,54,9,35,0.16666666666666666,0.1670078653234438,0.22772277227722776,0.2294740139398839,0.26395860555395706,0.38496565221463425,54,9,35,0.16666666666666666,0.1670078653234438,0.22772277227722776,0.2294740139398839,0.26395860555395706,0.38496565221463425,0
Percy Z. Giles,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Peter Chico,13,1,1,6,6,0.2692307692307692,13,1,6,0.07692307692307693,0.0970441251466039,0.18181818181818185,0.21210646085815094,0.2935589364493384,0.2981952374170014,13,1,6,0.07692307692307693,0.0970441251466039,0.18181818181818185,0.21210646085815094,0.2935589364493384,0.2981952374170014,0
Proco Joe Moreno,322,37,37,248,248,0.6083850931677018,322,37,248,0.11490683229813664,0.11560524772136402,0.13231981981981922,0.13535994197418988,0.17463356801225388,0.3083220314511234,322,37,248,0.11490683229813664,0.11560524772136402,0.13231981981981922,0.13535994197418988,0.17463356801225388,0.3083220314511234,0
Ray Frias,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Ray Suarez,13,3,3,5,5,0.2076923076923076,13,3,5,0.23076923076923078,0.20959380168171748,0.34482758620689663,0.26249334136359753,0.3737978042589129,0.5087987594832372,13,3,5,0.23076923076923078,0.20959380168171748,0.34482758620689663,0.26249334136359753,0.3737978042589129,0.5087987594832372,0
Raymond Lopez,45,9,9,23,23,0.29666666666666663,45,9,23,0.2,0.1962753356944383,0.19727891156462574,0.20895241439925819,0.3365498280248709,0.36379034111223385,45,9,23,0.2,0.1962753356944383,0.19727891156462574,0.20895241439925819,0.3365498280248709,0.36379034111223385,0
Rey Colon,37,4,4,26,26,0.5405405405405405,37,4,26,0.10810810810810811,0.11429248632550937,0.1350364963503649,0.15767350466293964,0.21632333062930553,0.2731563878276026,37,4,26,0.10810810810810811,0.11429248632550937,0.1350364963503649,0.15767350466293964,0.21632333062930553,0.2731563878276026,0
Ricardo Munoz,34,3,3,17,17,0.361764705882353,34,3,17,0.08823529411764706,0.09592315525858384,0.16393442622950824,0.18715036431711324,0.2892501722180098,0.25785647850927595,34,3,17,0.08823529411764706,0.09592315525858384,0.16393442622950824,0.18715036431711324,0.2892501722180098,0.25785647850927595,0
Robert Fioretti,38,11,11,13,13,0.10657894736842108,38,11,13,0.2894736842105263,0.2684308590136565,0.43478260869565216,0.3539199204298964,0.4415443244591267,0.43627267006394604,38,11,13,0.2894736842105263,0.2684308590136565,0.43478260869565216,0.3539199204298964,0.4415443244591267,0.43627267006394604,0
Robert Shaw,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Roberto Maldonado,213,39,39,153,153,0.44741784037558685,213,39,153,0.18309859154929578,0.18274586843470567,0.17607070020394283,0.1797244027468247,0.234588218125248,0.3550154100170646,213,39,153,0.18309859154929578,0.18274586843470567,0.17607070020394283,0.1797244027468247,0.234588218125248,0.3550154100170646,0
Roderick Sawyer,32,7,7,14,14,0.20937499999999998,32,7,14,0.21875,0.21020491275865022,0.320855614973262,0.28680188408218793,0.3704385646908573,0.4291011675582451,32,7,14,0.21875,0.21020491275865022,0.320855614973262,0.28680188408218793,0.3704385646908573,0.4291011675582451,0
Ronnie Mosley,36,5,5,23,23,0.38888888888888895,36,5,23,0.1388888888888889,0.14268353116167828,0.19957081545064376,0.209268317149479,0.2573861607936662,0.30865904150163315,36,5,23,0.1388888888888889,0.14268353116167828,0.19957081545064376,0.209268317149479,0.2573861607936662,0.30865904150163315,0
Rossana Rodriguez-Sanchez,42,2,2,32,32,0.7452380952380953,42,2,32,0.047619047619047616,0.05359396217550484,0.07588075880758809,0.09784483991010838,0.15846131579941658,0.18372732908410405,42,2,32,0.047619047619047616,0.05359396217550484,0.07588075880758809,0.09784483991010838,0.15846131579941658,0.18372732908410405,0
Ruth Cruz,14,2,2,8,8,0.7607142857142857,14,2,8,0.14285714285714285,0.1502955610908215,0.16403785488958986,0.199859026806739,0.28746320231324535,0.35530742992172143,14,2,8,0.14285714285714285,0.1502955610908215,0.16403785488958986,0.199859026806739,0.28746320231324535,0.35530742992172143,0
Sam Burrell,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Samantha Nugent,21,0,0,11,11,0.5785714285714286,21,0,11,0,0.006642814571359991,0,0.04250602739546125,0.23270729881373142,0.10890880991201217,21,0,11,0,0.006642814571359991,0,0.04250602739546125,0.23270729881373142,0.10890880991201217,0
Sandi Jackson,3,0,0,1,1,1.0666666666666669,3,0,1,0,0.08917262217705804,0,0.19695547282135104,0.29226141704779396,0.08249804950023325,3,0,1,0,0.08917262217705804,0,0.19695547282135104,0.29226141704779396,0.08249804950023325,0
Scott Waguespack,219,52,52,90,90,0.1689497716894977,219,52,90,0.2374429223744292,0.23528401814996314,0.3849502487562187,0.36883764425293786,0.4087402215153728,0.3662576587081409,219,52,90,0.2374429223744292,0.23528401814996314,0.3849502487562187,0.36883764425293786,0.4087402215153728,0.3662576587081409,0
Sharon Denise Dixon,4,0,0,3,3,0.34999999999999987,4,0,3,0,0.07149565250346637,0,0.1819768109855465,0.21244679340995237,0.2437963039624534,4,0,3,0,0.07149565250346637,0,0.1819768109855465,0.21244679340995237,0.2437963039624534,0
Shirley Coleman,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Shirley Newsome,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Silvana Tabares,13,2,2,6,6,0.13461538461538464,13,2,6,0.15384615384615385,0.15871569737110663,0.2784810126582279,0.2504524770418054,0.32439472256158974,0.38523592604097606,13,2,6,0.15384615384615385,0.15871569737110663,0.2784810126582279,0.2504524770418054,0.32439472256158974,0.38523592604097606,0
Sophia King,17,7,7,10,10,-0.47058823529411764,17,7,10,0.4117647058823529,0.32678384257837995,0.6290322580645161,0.3366370373742995,0.3703788819434095,0.6277533219392645,17,7,10,0.4117647058823529,0.32678384257837995,0.6290322580645161,0.3366370373742995,0.3703788819434095,0.6277533219392645,0
Stephanie Coleman,31,3,3,20,20,0.27903225806451604,31,3,20,0.0967741935483871,0.10478993402330408,0.20477815699658705,0.21399464555269535,0.2366168144381517,0.2889060967077155,31,3,20,0.0967741935483871,0.10478993402330408,0.20477815699658705,0.21399464555269535,0.2366168144381517,0.2889060967077155,0
Susan Sadlowski Garza,16,1,1,8,8,0.18124999999999997,16,1,8,0.0625,0.07972986352678374,0.0857142857142857,0.158991221640847,0.27523298895313475,0.2354634116290659,16,1,8,0.0625,0.07972986352678374,0.0857142857142857,0.158991221640847,0.27523298895313475,0.2354634116290659,0
Ted Thomas,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Terry Gabinski,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Terry Peterson,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Theodore Matlak,3,0,0,3,3,1.4333333333333333,3,0,3,0,0.08917262217705804,0,0.15922310002233764,0.151078433482348,0.08249804950023325,3,0,3,0,0.08917262217705804,0,0.15922310002233764,0.151078433482348,0.08249804950023325,0
Thomas Allen,6,1,1,1,1,0.04166666666666667,6,1,1,0.16666666666666666,0.1684401653693039,0.40740740740740744,0.2571869573816198,0.4018694720701709,0.333025116651802,6,1,1,0.16666666666666666,0.1684401653693039,0.40740740740740744,0.2571869573816198,0.4018694720701709,0.333025116651802,0
Thomas Murphy,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Timmy Knudsen,22,0,0,14,14,0.9454545454545454,22,0,14,0,0.006103917611433106,0,0.022160358167062046,0.19245627205606158,0,22,0,14,0,0.006103917611433106,0,0.022160358167062046,0.19245627205606158,0,0
Timothy Cullerton,22,5,5,11,11,0.16818181818181818,22,5,11,0.22727272727272727,0.21351707197674769,0.3495934959349593,0.28452538459071586,0.3448291241543364,0.43822592978824443,22,5,11,0.22727272727272727,0.21351707197674769,0.3495934959349593,0.28452538459071586,0.3448291241543364,0.43822592978824443,0
Todd Stroger,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Tom Tunney,116,17,17,76,76,0.5241379310344828,116,17,76,0.14655172413793102,0.1475453444928067,0.1752136752136754,0.18140378514667327,0.24869782668214202,0.2167114084736538,116,17,76,0.14655172413793102,0.1475453444928067,0.1752136752136754,0.18140378514667327,0.24869782668214202,0.2167114084736538,0
Toni Foulkes,19,2,2,11,11,0.4052631578947369,19,2,11,0.10526315789473684,0.1169822256753193,0.1262135922330097,0.17043110814936047,0.2685793076469608,0.4045889520113308,19,2,11,0.10526315789473684,0.1169822256753193,0.1262135922330097,0.17043110814936047,0.2685793076469608,0.4045889520113308,0
Toni Preckwinkle,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Vi Daley,14,3,3,10,10,0.75,14,3,10,0.21428571428571427,0.2000205472167193,0.20338983050847462,0.21931988594088112,0.2658620078439914,0.3514644495054644,14,3,10,0.21428571428571427,0.2000205472167193,0.20338983050847462,0.21931988594088112,0.2658620078439914,0.3514644495054644,0
Vilma Colom,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
Virgil E. Jones,2,0,0,1,1,0.5000000000000001,2,0,1,0,0.1107713544531586,0,0.21172696186886894,0.2743462394099839,0.14838006771494908,2,0,1,0,0.1107713544531586,0,0.21172696186886894,0.2743462394099839,0.14838006771494908,0
Virginia Rugai,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
"Walter Burnett, Jr.",298,35,35,180,180,0.8585570469798657,298,35,180,0.1174496644295302,0.11818266728098788,0.1100442005791797,0.11405461821090936,0.2574066255782973,0.1714669955519872,298,35,180,0.1174496644295302,0.11818266728098788,0.1100442005791797,0.11405461821090936,0.2574066255782973,0.1714669955519872,0
William Banks,2,0,0,1,1,1.4,2,0,1,0,0.1107713544531586,0,0.19955188650094635,0.2743462394099839,0.14838006771494908,2,0,1,0,0.1107713544531586,0,0.19955188650094635,0.2743462394099839,0.14838006771494908,0
William Beavers,0,NA,NA,NA,NA,NA,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,NA,NA,NA,0.17957709731699936,0.15951856442985446,0.24076237112802001,0.22395526786302844,0.3024891964583614,0.3452881136642819,1
William D. Burns,13,2,2,7,7,0.22307692307692306,13,2,7,0.15384615384615385,0.15871569737110663,0.2898550724637681,0.25724965028926294,0.30141946600084724,0.2871979524796232,13,2,7,0.15384615384615385,0.15871569737110663,0.2898550724637681,0.25724965028926294,0.30141946600084724,0.2871979524796232,0
William Hall,7,1,1,5,5,0.49999999999999994,7,1,5,0.14285714285714285,0.1547468053426659,0.11956521739130434,0.20306448554721007,0.2536837008316436,0.3366325665864583,7,1,5,0.14285714285714285,0.1547468053426659,0.11956521739130434,0.20306448554721007,0.2536837008316436,0.3366325665864583,0
Willie Cochran,27,3,3,15,15,0.3962962962962963,27,3,15,0.1111111111111111,0.11914254278895996,0.1456953642384106,0.175849652174491,0.2785124930833161,0.3097754228915081,27,3,15,0.1111111111111111,0.11914254278895996,0.1456953642384106,0.175849652174491,0.2785124930833161,0.3097754228915081,0
