source_family,project_id,construction_year,allow_far,allow_dupac,location_resolved,construction_date,boundary_year,era,ward,neighbor_ward,ward_pair,distance_to_boundary_ft,within_1500ft,within_500ft
residential,residential_14072230340000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,40,48,40_48,1062.8342347389348,TRUE,FALSE
residential,residential_14072250060000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,40,47,40_47,234.45604851758208,TRUE,TRUE
residential,residential_14072270150000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,40,47,40_47,234.19523115870948,TRUE,TRUE
residential,residential_14072290130000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,1230.9282849400824,TRUE,FALSE
residential,residential_14073000150000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,151.32615668433863,TRUE,TRUE
residential,residential_14073000230000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,40,47,40_47,1682.9542854286326,FALSE,FALSE
residential,residential_14073010070000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,40,47,40_47,1896.9327532403843,FALSE,FALSE
residential,residential_14073020030000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,40,47,40_47,1894.6126326421504,FALSE,FALSE
residential,residential_14073020210000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,40,47,40_47,1804.1407605740117,FALSE,FALSE
residential,residential_14073040030000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,1511.033160529613,FALSE,FALSE
residential,residential_14073040070000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,40,40_47,425.9960743951286,TRUE,TRUE
residential,residential_14073040110000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,40,47,40_47,1292.0795011125251,TRUE,FALSE
residential,residential_14073040310000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,40,40_47,568.775061682879,TRUE,FALSE
residential,residential_14073040330000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,40,40_47,568.8864122572501,TRUE,FALSE
residential,residential_14073040420000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,1043.2786165268762,TRUE,FALSE
residential,residential_14073050150000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,40,47,40_47,1533.939601477548,FALSE,FALSE
residential,residential_14073050240000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,40,47,40_47,1381.4119487193345,TRUE,FALSE
residential,residential_14073080030000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,40,40_47,780.7515816628674,TRUE,FALSE
residential,residential_14073080170000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,758.2087606569987,TRUE,FALSE
residential,residential_14073110020000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,40,47,40_47,583.993058515969,TRUE,FALSE
residential,residential_14073110120000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,823.1282172908249,TRUE,FALSE
residential,residential_14073110260000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,423.4561009888266,TRUE,TRUE
residential,residential_14073110270000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,455.18543297962975,TRUE,TRUE
residential,residential_14073110280000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,486.92483423490773,TRUE,TRUE
residential,residential_14073110290000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,518.6619305334578,TRUE,FALSE
residential,residential_14073120060000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,40,47,40_47,406.73226908464034,TRUE,TRUE
residential,residential_14073120380000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,40,47,40_47,94.76272450253478,TRUE,TRUE
residential,residential_14073130040000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,40,47,40_47,435.8939625009275,TRUE,TRUE
residential,residential_14073130260000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,40,47,40_47,94.86561102720019,TRUE,TRUE
residential,residential_14073140250000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,40,40_47,1524.6582967192385,FALSE,FALSE
residential,residential_14073140280000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,47,40,40_47,1614.8220699571646,FALSE,FALSE
residential,residential_14073150110000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,40,40_47,1675.1185038624872,FALSE,FALSE
residential,residential_14073150180000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,47,40,40_47,1885.0262094427521,FALSE,FALSE
residential,residential_14073150220000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,558.5352945121266,TRUE,FALSE
residential,residential_14073150230000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,533.2823382347733,TRUE,FALSE
residential,residential_14073150310000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,40,40_47,1672.9355238999015,FALSE,FALSE
residential,residential_14073160020000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,1335.2912017466833,TRUE,FALSE
residential,residential_14073160060000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,40,47,40_47,489.33111356348394,TRUE,TRUE
residential,residential_14073160370000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,40,47,40_47,227.1017574574524,TRUE,TRUE
residential,residential_14073160390000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,40,40_47,1572.0644621231233,FALSE,FALSE
residential,residential_14073160420000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,40,47,40_47,95.74781820710315,TRUE,TRUE
residential,residential_14073160470000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,1378.8414013988565,TRUE,FALSE
residential,residential_14073180030000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,40,40_47,91.6902623099212,TRUE,TRUE
residential,residential_14073190210000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,47,40,40_47,176.29788703608108,TRUE,TRUE
residential,residential_14073190230000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,40,40_47,1311.9980467684918,TRUE,FALSE
residential,residential_14073190420000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,40,40_47,425.5126914647552,TRUE,TRUE
residential,residential_14073190430000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,47,40,40_47,425.4553577308031,TRUE,TRUE
residential,residential_14073200070000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,47,40,40_47,220.38113598022602,TRUE,TRUE
residential,residential_14073210380000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,47,40,40_47,304.0466403191668,TRUE,TRUE
residential,residential_14073220050000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,47,40,40_47,168.20953681723978,TRUE,TRUE
residential,residential_14073230050000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,40,40_47,2081.160602040362,FALSE,FALSE
residential,residential_14073230140000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,40,40_47,2240.605763505515,FALSE,FALSE
residential,residential_14073250130000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,47,40,40_47,377.93192259291413,TRUE,TRUE
residential,residential_14073250160000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,40,40_47,2064.872018472047,FALSE,FALSE
residential,residential_14073250190000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,2136.1605927583328,FALSE,FALSE
residential,residential_14073250200000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,47,40,40_47,555.4296448814994,TRUE,FALSE
residential,residential_14073250300000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,1825.843526034882,FALSE,FALSE
residential,residential_14074010040000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,40,47,40_47,113.76704977535829,TRUE,TRUE
residential,residential_14074020090000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,610.7875230403702,TRUE,FALSE
residential,residential_14074020230000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,114.49135439964395,TRUE,TRUE
residential,residential_14074020240000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,114.50893933622748,TRUE,TRUE
residential,residential_14074030430000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,236.3119253311855,TRUE,TRUE
residential,residential_14074040200000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,40,40_47,239.33969868797215,TRUE,TRUE
residential,residential_14074070300000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,40,40_47,324.47013582756995,TRUE,TRUE
residential,residential_14074070310000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,40,40_47,337.05244069718685,TRUE,TRUE
residential,residential_14074070320000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,40,47,40_47,268.3875199213047,TRUE,TRUE
residential,residential_14074070330000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,40,47,40_47,243.24579283392575,TRUE,TRUE
residential,residential_14074080160000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,40,40_47,430.43188162207645,TRUE,TRUE
residential,residential_14074080170000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,40,40_47,430.5426640944442,TRUE,TRUE
residential,residential_14074080380000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,40,47,40_47,392.04384656213506,TRUE,TRUE
residential,residential_14074080600000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,40,47,40_47,425.0105685993682,TRUE,TRUE
residential,residential_14074080860000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,40,47,40_47,429.17040390183564,TRUE,TRUE
residential,residential_14074080910000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,47,40,40_47,570.4439909346845,TRUE,FALSE
residential,residential_14074080920000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,40,40_47,570.5486763745278,TRUE,FALSE
residential,residential_14074090260000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,46,46_47,544.3393245725734,TRUE,FALSE
residential,residential_14074090330000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,46,46_47,312.70086300358196,TRUE,TRUE
residential,residential_14074090340000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,40,47,40_47,235.0136883309476,TRUE,TRUE
residential,residential_14074130290000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,46,46_47,982.0508001992,TRUE,FALSE
residential,residential_14074130720000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,47,46,46_47,982.1499328823376,TRUE,FALSE
residential,residential_14074130730000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,47,46,46_47,982.092330737628,TRUE,FALSE
residential,residential_14074210010000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,46,46_47,1225.9428555196628,TRUE,FALSE
residential,residential_14074210100000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,46,46_47,1168.7300313853566,TRUE,FALSE
residential,residential_14074210470000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,46,46_47,981.8098349867049,TRUE,FALSE
residential,residential_14074210480000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,46,46_47,981.7530405261319,TRUE,FALSE
residential,residential_14074220040000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,47,40,40_47,772.8751290577272,TRUE,FALSE
residential,residential_14074220400000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,46,46_47,551.3945370380515,TRUE,FALSE
residential,residential_14074220590000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,47,46,46_47,551.7564629762129,TRUE,FALSE
residential,residential_14074230450000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,46,46_47,126.62734355704613,TRUE,TRUE
residential,residential_14081020230000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,48,40,40_48,702.4687443949572,TRUE,FALSE
residential,residential_14081020470000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,48,40,40_48,779.2578826951022,TRUE,FALSE
residential,residential_14081080580000,2020,TRUE,TRUE,TRUE,2020-06-15,2015,2015_2023,48,40,40_48,702.1193978360058,TRUE,FALSE
residential,residential_14081170160000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,48,40,40_48,492.7023910474181,TRUE,TRUE
residential,residential_14081200200000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,48,46,46_48,1098.3133983888074,TRUE,FALSE
residential,residential_14083080210000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,46,48,46_48,253.39797404436524,TRUE,TRUE
residential,residential_14083100120000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,46,48,46_48,360.3527565981522,TRUE,TRUE
residential,residential_14083100130000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,46,48,46_48,335.3534766743083,TRUE,TRUE
residential,residential_14083100340000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,46,48,46_48,275.9088061056045,TRUE,TRUE
residential,residential_14083130050000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,48,46_48,518.6003472684529,TRUE,FALSE
residential,residential_14083150160000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,46,47,46_47,125.86940298530295,TRUE,TRUE
residential,residential_14083150640000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,201.6422124851313,TRUE,TRUE
residential,residential_14083150650000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,224.88620958687898,TRUE,TRUE
residential,residential_14083150660000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,241.79190573647534,TRUE,TRUE
residential,residential_14083150670000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,250.70626772669576,TRUE,TRUE
residential,residential_14083150680000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.8324602580502,TRUE,TRUE
residential,residential_14083150690000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.78894427005554,TRUE,TRUE
residential,residential_14083150700000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.745999735719,TRUE,TRUE
residential,residential_14083150710000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.70427563572554,TRUE,TRUE
residential,residential_14083150720000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.66682648293167,TRUE,TRUE
residential,residential_14083150730000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.631137156075,TRUE,TRUE
residential,residential_14083150740000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.5919237980413,TRUE,TRUE
residential,residential_14083150750000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.5504957750832,TRUE,TRUE
residential,residential_14083150760000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.50878000444106,TRUE,TRUE
residential,residential_14083150770000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,46,47,46_47,254.46746180856226,TRUE,TRUE
residential,residential_14083150780000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,47,46_47,250.33100863965555,TRUE,TRUE
residential,residential_14083150790000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,47,46_47,249.14049228196797,TRUE,TRUE
residential,residential_14083150800000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,47,46_47,249.10726388283737,TRUE,TRUE
residential,residential_14083150810000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,47,46_47,249.06654123913353,TRUE,TRUE
residential,residential_14083150820000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,47,46_47,257.3320258212554,TRUE,TRUE
residential,residential_14083150830000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,47,46_47,266.2018077285176,TRUE,TRUE
residential,residential_14083150860000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,47,46_47,266.16259761792395,TRUE,TRUE
residential,residential_14083150870000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,47,46,46_47,659.0307063266412,TRUE,FALSE
residential,residential_14084000080000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,48,47,47_48,270.08708874776283,TRUE,TRUE
residential,residential_14084150640000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,46,48,46_48,64.78864228047115,TRUE,TRUE
residential,residential_14084150650000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,46,48,46_48,64.80967485149581,TRUE,TRUE
residential,residential_14084150660000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,46,48,46_48,64.82470168652229,TRUE,TRUE
residential,residential_14084150670000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,46,48,46_48,64.83972530135493,TRUE,TRUE
residential,residential_14084150680000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,46,48,46_48,64.85500043304359,TRUE,TRUE
residential,residential_14084150690000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,46,48,46_48,64.8702635040439,TRUE,TRUE
residential,residential_14084150700000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,46,48,46_48,64.88208571263586,TRUE,TRUE
residential,residential_14163040510000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,46,44,44_46,2164.191009303598,FALSE,FALSE
residential,residential_14163040520000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,46,44,44_46,2150.007335149116,FALSE,FALSE
residential,residential_14171010180000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,46,47,46_47,244.10668510180855,TRUE,TRUE
residential,residential_14171020020000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,47,46_47,129.50805290671116,TRUE,TRUE
residential,residential_14171130060000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,46,46_47,188.01458280208007,TRUE,TRUE
residential,residential_14173010240000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,46,46_47,87.03492469117052,TRUE,TRUE
residential,residential_14173020060000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,47,46,46_47,506.15973635875105,TRUE,FALSE
residential,residential_14173020240000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,46,46_47,437.3287302199235,TRUE,TRUE
residential,residential_14173030180000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,46,46_47,788.5964085800573,TRUE,FALSE
residential,residential_14173030210000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,47,46,46_47,820.637055912666,TRUE,FALSE
residential,residential_14173040090000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,46,46_47,432.73786575745544,TRUE,TRUE
residential,residential_14173040250000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,47,46,46_47,410.41773099023874,TRUE,TRUE
residential,residential_14173040280000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,46,46_47,324.3588337170936,TRUE,TRUE
residential,residential_14173040390000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,47,46,46_47,516.6103480478528,TRUE,FALSE
residential,residential_14173040430000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,47,46,46_47,113.46796541789108,TRUE,TRUE
residential,residential_14173040440000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,46,46_47,142.27245711242404,TRUE,TRUE
residential,residential_14173050040000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,46,46_47,671.0111190999772,TRUE,FALSE
residential,residential_14173050260000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,47,46,46_47,403.01334051090026,TRUE,TRUE
residential,residential_14173050300000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,46,46_47,266.57194711224395,TRUE,TRUE
residential,residential_14173050340000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,46,46_47,150.9696666693351,TRUE,TRUE
residential,residential_14173080190000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,46,46_47,953.5190328845134,TRUE,FALSE
residential,residential_14173080230000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,46,46_47,998.1485596317389,TRUE,FALSE
residential,residential_14173080330000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,46,46_47,1072.6361400068847,TRUE,FALSE
residential,residential_14173080350000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,46,46_47,1082.6572664401276,TRUE,FALSE
residential,residential_14173080370000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,46,46_47,1045.7069989425765,TRUE,FALSE
residential,residential_14173080380000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,47,46,46_47,1059.9521814980153,TRUE,FALSE
residential,residential_14173080450000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,46,46_47,1125.163820003824,TRUE,FALSE
residential,residential_14173090150000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,46,46_47,374.95972847729354,TRUE,TRUE
residential,residential_14173090270000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,46,46_47,616.8713283091379,TRUE,FALSE
residential,residential_14173100210000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,46,46_47,372.609364417353,TRUE,TRUE
residential,residential_14173100560000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,47,46,46_47,669.3544606714386,TRUE,FALSE
residential,residential_14173100570000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,47,46,46_47,646.495228648451,TRUE,FALSE
residential,residential_14173100580000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,46,46_47,361.17820297992154,TRUE,TRUE
residential,residential_14173100590000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,47,46,46_47,384.0331702211306,TRUE,TRUE
residential,residential_14173130040000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,46,46_47,1010.6559163836815,TRUE,FALSE
residential,residential_14173130290000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,47,46,46_47,783.538847759347,TRUE,FALSE
residential,residential_14173130520000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,47,46,46_47,563.5134601959968,TRUE,FALSE
residential,residential_14173130530000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,47,46,46_47,540.5951837563503,TRUE,FALSE
residential,residential_14173140130000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,46,46_47,786.8738813842914,TRUE,FALSE
residential,residential_14173140140000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,47,46,46_47,763.9780983042899,TRUE,FALSE
residential,residential_14173140680000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,46,46_47,901.3338250928824,TRUE,FALSE
residential,residential_14173140700000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,44,44_47,844.5732956384536,TRUE,FALSE
residential,residential_14173140710000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,44,44_47,819.5726510499876,TRUE,FALSE
residential,residential_14174010400000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,46,44,44_46,509.4060719022611,TRUE,FALSE
residential,residential_14174040700000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,46,44,44_46,1160.2728957238544,TRUE,FALSE
residential,residential_14181030130000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,47,40,40_47,903.6246451968691,TRUE,FALSE
residential,residential_14181030170000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,47,40,40_47,2472.482625775826,FALSE,FALSE
residential,residential_14181040150000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,40,40_47,2642.728947222462,FALSE,FALSE
residential,residential_14181040190000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,47,40,40_47,2584.286255339725,FALSE,FALSE
residential,residential_14181050150000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,47,40,40_47,2494.4754820291164,FALSE,FALSE
residential,residential_14181070060000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,47,40,40_47,2593.5569420835177,FALSE,FALSE
residential,residential_14181070120000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,47,40,40_47,2617.8543288583533,FALSE,FALSE
residential,residential_14181080030000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,40,40_47,2783.3259409984203,FALSE,FALSE
residential,residential_14181080100000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,47,40,40_47,1092.1243140430927,TRUE,FALSE
residential,residential_14181080120000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,47,40,40_47,1231.633391758866,TRUE,FALSE
residential,residential_14181080160000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,2930.368881623962,FALSE,FALSE
residential,residential_14181080180000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,47,40,40_47,2904.4155139310774,FALSE,FALSE
residential,residential_14181080190000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,47,40,40_47,2892.080358414756,FALSE,FALSE
residential,residential_14181090030000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,47,40,40_47,1092.3379787507738,TRUE,FALSE
residential,residential_14181090040000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,47,40,40_47,1092.4631354609273,TRUE,FALSE
residential,residential_14181090050000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,40,40_47,2676.4914079669115,FALSE,FALSE
residential,residential_14181090060000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,47,40,40_47,2667.5695831885682,FALSE,FALSE
residential,residential_14181090120000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,47,40,40_47,2811.7219364401867,FALSE,FALSE
