upload_row_number,address,matched_address,status,latitude,longitude,lat_long_coordinates
174,"1243 W Henderson Ave, Chicago, IL","1243 W HENDERSON ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.94243858588899,-87.6609141460705,41.94243858588899;-87.6609141460705
175,"1615-1627 N Burling Ave, Chicago, IL","1615-1627 N BURLING ST, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.911571501262884,-87.64693260655199,41.911571501262884;-87.64693260655199
176,"1858 N Spaulding Ave, Chicago, IL","1858 N SPAULDING AVE, CHICAGO, IL",nan,41.915449339104654,-87.71038198186343,41.915449339104654;-87.71038198186343
177,"1858 N Spaulding Ave, Chicago, IL","1858 N SPAULDING AVE, CHICAGO, IL",nan,41.915449339104654,-87.71038198186343,41.915449339104654;-87.71038198186343
178,"1929 N Drake Ave, Chicago, IL","1929 N DRAKE AVE, CHICAGO, IL",nan,41.916328420071245,-87.71497751292361,41.916328420071245;-87.71497751292361
179,"1929 N Drake Ave, Chicago, IL","1929 N DRAKE AVE, CHICAGO, IL",nan,41.916328420071245,-87.71497751292361,41.916328420071245;-87.71497751292361
180,"712-716 W Diversey Pkwy, Chicago, IL","712-716 W DIVERSEY PKWY, CHICAGO, IL", -transid is calculated using low address only,41.93286518580667,-87.64717123094941,41.93286518580667;-87.64717123094941
181,"2047 W Cuyler St, Chicago, IL","2047 W CUYLER AVE, CHICAGO, IL",STREET_TYPE CORRECTION,41.954960198469394,-87.68078309213382,41.954960198469394;-87.68078309213382
182,"2901 W Belden St, Chicago, IL","2901 W BELDEN AVE, CHICAGO, IL",STREET_TYPE CORRECTION,41.92316384958663,-87.70017632063833,41.92316384958663;-87.70017632063833
183,"1012 N Larrabee St, Chicago, IL","1012 N LARRABEE ST, CHICAGO, IL",nan,41.900848587506395,-87.64325553650413,41.900848587506395;-87.64325553650413
184,"4223 S Wabash Ave, Chicago, IL","4223 S WABASH AVE, CHICAGO, IL",nan,41.81761728045085,-87.62453586982848,41.81761728045085;-87.62453586982848
185,"2424 N Janssen Ave, Chicago, IL","2424 N JANSSEN AVE, CHICAGO, IL",nan,41.92596372049605,-87.66474931260437,41.92596372049605;-87.66474931260437
186,"3525 S Dr Martin L King Jr Dr, Chicago, IL","3525 S DR MARTIN LUTHER KING JR DR, CHICAGO, IL",MINOR CORRECTION,41.830277535126726,-87.61687869746224,41.830277535126726;-87.61687869746224
187,"2221 N Leavitt Ave, Chicago, IL","2221 N LEAVITT ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.92205670668539,-87.68252169488048,41.92205670668539;-87.68252169488048
188,"2143 N Western Ave, Chicago, IL","2143 N WESTERN AVE, CHICAGO, IL",nan,41.92110145866562,-87.68737714806196,41.92110145866562;-87.68737714806196
189,"529 N Claremont Ave, Chicago, IL","529 N CLAREMONT AVE, CHICAGO, IL",nan,41.89158404253134,-87.68535143043941,41.89158404253134;-87.68535143043941
190,"8053 S Dr Martin L King Jr Dr, Chicago, IL","8053 S DR MARTIN LUTHER KING JR DR, CHICAGO, IL",MINOR CORRECTION,41.74772692104569,-87.61473162806021,41.74772692104569;-87.61473162806021
191,"1754 N Whipple Ave, Chicago, IL","1754 N WHIPPLE ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.913549186864856,-87.70362629697638,41.913549186864856;-87.70362629697638
192,"3037 N Sheffield Ave, Chicago, IL","3037 N SHEFFIELD AVE, CHICAGO, IL",nan,41.93740227446218,-87.65387455650291,41.93740227446218;-87.65387455650291
193,"1154 W Ohio St, Chicago, IL","1154 W OHIO ST, CHICAGO, IL",nan,41.892292034436714,-87.65682808293754,41.892292034436714;-87.65682808293754
194,"462 N May St, Chicago, IL","462 N MAY ST, CHICAGO, IL",nan,41.89077878231693,-87.65592993937928,41.89077878231693;-87.65592993937928
195,"4910-4960 S Kedzie Ave, Chicago, IL","4910-4960 S KEDZIE AVE, CHICAGO, IL", -transid is calculated using low address only,41.80406694844944,-87.70400529894414,41.80406694844944;-87.70400529894414
196,"2440 W Division St, Chicago, IL","2440 W DIVISION ST, CHICAGO, IL",nan,41.90311067100929,-87.6885768059171,41.90311067100929;-87.6885768059171
197,"506-514 W Diversey Ave, Chicago, IL","506-514 W DIVERSEY PKWY, CHICAGO, IL",COMMON STREET ALIAS -transid is calculated using low address only,41.93297221225597,-87.64171516501513,41.93297221225597;-87.64171516501513
198,"3224 N Elston Ave, Chicago, IL","3224 N ELSTON AVE, CHICAGO, IL",nan,41.93988806326987,-87.69925915490143,41.93988806326987;-87.69925915490143
199,"600-602 N St Louis Ave, Chicago, IL","600-602 N ST LOUIS AVE, CHICAGO, IL", -transid is calculated using low address only,41.891909672814414,-87.71391581717316,41.891909672814414;-87.71391581717316
200,"6110-6136 S LaSalle St, Chicago, IL","6110-6136 S LA SALLE ST, CHICAGO, IL",ALIAS -transid is calculated using low address only,41.78276381248173,-87.6291052996016,41.78276381248173;-87.6291052996016
201,"3211 W Carroll Ave, Chicago, IL","3211 W CARROLL AVE, CHICAGO, IL",nan,41.887405736417996,-87.70679847872366,41.887405736417996;-87.70679847872366
202,"1551 W North Ave, Chicago, IL","1551 W NORTH AVE, CHICAGO, IL",nan,41.91052635223628,-87.66729841079488,41.91052635223628;-87.66729841079488
203,"1745 W LeMoyne Ave, Chicago, IL","1745 W LE MOYNE ST, CHICAGO, IL",ALIAS STREET_TYPE CORRECTION,41.908948595802435,-87.67187721649057,41.908948595802435;-87.67187721649057
204,"2106-2108 N Menard Ave, Chicago, IL","2106-2108 N MENARD AVE, CHICAGO, IL", -transid is calculated using low address only,41.91823506184365,-87.77079520647142,41.91823506184365;-87.77079520647142
205,"4300 S Drexel Blvd, Chicago, IL","4300 S DREXEL BLVD, CHICAGO, IL",nan,41.8167447651024,-87.6046799953305,41.8167447651024;-87.6046799953305
206,"351 W Huron St, Chicago, IL","351 W HURON ST, CHICAGO, IL",nan,41.89463674584331,-87.63761849646316,41.89463674584331;-87.63761849646316
207,"W Dickens Ave and N Clark St, Chicago, IL",nan,BADSTREET,,,---
208,"1217 N Bosworth Ave, Chicago, IL","1217 N BOSWORTH AVE, CHICAGO, IL",nan,41.903898125801966,-87.6660339615258,41.903898125801966;-87.6660339615258
209,"2817 N Oakley Ave, Chicago, IL","2817 N OAKLEY AVE, CHICAGO, IL",nan,41.93266407892456,-87.68532786988986,41.93266407892456;-87.68532786988986
210,"5833 W Irving Park Rd, Chicago, IL","5833 W IRVING PARK RD, CHICAGO, IL",nan,41.95299069975936,-87.773248741095,41.95299069975936;-87.773248741095
211,"1516-1518 N Rockwell Ave, Chicago, IL","1516-1518 N ROCKWELL ST, CHICAGO, IL",ALIAS -transid is calculated using low address only,41.90898417233684,-87.6922346409619,41.90898417233684;-87.6922346409619
212,"1455 N Oakely Blvd, Chicago, IL","1455 N OAKLEY BLVD, CHICAGO, IL",MINOR CORRECTION,41.90832489895366,-87.68458208279411,41.90832489895366;-87.68458208279411
213,"1920 N Milwuakee Ave, Chicago, IL","1920 N MILWAUKEE AVE, CHICAGO, IL",MINOR CORRECTION,41.91629912474653,-87.68682685996099,41.91629912474653;-87.68682685996099
214,"768 N Aberdeen Ave, Chicago, IL","766 N ABERDEEN ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.89581501562799,-87.65598930123734,41.89581501562799;-87.65598930123734
215,"800 S Michgian Ave, Chicago, IL",nan,BADSTREET,,,---
216,"1842 N Kedzie Ave, Chicago, IL","1842 N KEDZIE AVE, CHICAGO, IL",nan,41.91506635148796,-87.70704788821604,41.91506635148796;-87.70704788821604
217,"2915-2923 W Armitage Ave aka 1945-1951 N Richmond St, Chicago, IL",nan,BADSTREET,,,---
218,"6505 S Normal Blvd, Chicago, IL","6505 S NORMAL BLVD, CHICAGO, IL",nan,41.77604686240868,-87.63675960182108,41.77604686240868;-87.63675960182108
219,"2817 N Oakley Ave, Chicago, IL","2817 N OAKLEY AVE, CHICAGO, IL",nan,41.93266407892456,-87.68532786988986,41.93266407892456;-87.68532786988986
220,"634 N Rockwell Ave, Chicago, IL","634 N ROCKWELL ST, CHICAGO, IL",ALIAS,41.89307138449444,-87.69183774819504,41.89307138449444;-87.69183774819504
221,"1445 W Roscoe Ave, Chicago, IL","1445 W ROSCOE ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.94327888863139,-87.6657704082449,41.94327888863139;-87.6657704082449
222,"2039 S Prairie Ave, Chicago, IL","2039 S PRAIRIE AVE, CHICAGO, IL",nan,41.85438948049304,-87.62054828267293,41.85438948049304;-87.62054828267293
223,"6805 N Greenview Ave, Chicago, IL","6805 N GREENVIEW AVE, CHICAGO, IL",nan,42.00560380145648,-87.6676361762988,42.00560380145648;-87.6676361762988
224,"5436-5438 S Harper St, Chicago, IL","5436-5438 S HARPER AVE, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.79696131231898,-87.58918385375476,41.79696131231898;-87.58918385375476
225,"2430 W Cortez St, Chicago, IL","2430 W CORTEZ ST, CHICAGO, IL",nan,41.90038935153302,-87.68823038901253,41.90038935153302;-87.68823038901253
226,"3401-3453 S Dr Martin L King Dr, Chicago, IL",nan,BADSTREET,,,---
227,"1458 W Ohio St, Chicago, IL","1458 W OHIO ST, CHICAGO, IL",nan,41.89257731535429,-87.66458339090134,41.89257731535429;-87.66458339090134
228,"6413 N Glenwood Ave, Chicago, IL","6413 N GLENWOOD AVE, CHICAGO, IL",nan,41.99854895797884,-87.66537264329706,41.99854895797884;-87.66537264329706
229,"1870 N Dayton Ave, Chicago, IL","1870 N DAYTON ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.91574313474448,-87.6497908482736,41.91574313474448;-87.6497908482736
230,"1906 S Loomis St, Chicago, IL","1906 S LOOMIS ST, CHICAGO, IL",nan,41.85582514183068,-87.66140773996202,41.85582514183068;-87.66140773996202
231,"1551 W North Ave, Chicago, IL","1551 W NORTH AVE, CHICAGO, IL",nan,41.91052635223628,-87.66729841079488,41.91052635223628;-87.66729841079488
232,"1410 W Huron St, Chicago, IL","1410 W HURON ST, CHICAGO, IL",nan,41.89443074264349,-87.66284583071372,41.89443074264349;-87.66284583071372
233,"6731 S St Lawrence Ave, Chicago, IL","6731 S ST LAWRENCE AVE, CHICAGO, IL",nan,41.77212244127929,-87.6104414694932,41.77212244127929;-87.6104414694932
234,"100-110 W Huron St amd 700-710 N Clark St, Chicago, IL",nan,BADSTREET,,,---
235,"1911 W Cullerton Ave, Chicago, IL","1911 W CULLERTON ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.85484346866384,-87.67397084810598,41.85484346866384;-87.67397084810598
236,"4710-4714 S Dr Martin L King Jr Dr, Chicago, IL","4710-4714 S DR MARTIN LUTHER KING JR DR, CHICAGO, IL",MINOR CORRECTION -transid is calculated using low address only,41.80900816700374,-87.61672529316279,41.80900816700374;-87.61672529316279
237,"2120 N Natchez Ave, Chicago, IL","2120 N NATCHEZ AVE, CHICAGO, IL",nan,41.91885446556463,-87.78789231814339,41.91885446556463;-87.78789231814339
238,"2437 W Haddon Ave, Chicago, IL","2437 W HADDON AVE, CHICAGO, IL",nan,41.901962317966344,-87.68850077925407,41.901962317966344;-87.68850077925407
239,"1902 W Cullerton Ave, Chicago, IL","1902 W CULLERTON ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.85506664396277,-87.6736711678853,41.85506664396277;-87.6736711678853
240,"1706 S Clinton St, Chicago, IL","1706 S CLINTON ST, CHICAGO, IL",nan,41.858497265975046,-87.64104714247947,41.858497265975046;-87.64104714247947
241,"1418 W Fillmore Ave, Chicago, IL","1418 W FILLMORE ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.868644314557265,-87.66242276795981,41.868644314557265;-87.66242276795981
242,"3025-3027 S Lloyd St, Chicago, IL","3025-3027 S LLOYD AVE, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.83892215651225,-87.65872601076944,41.83892215651225;-87.65872601076944
243,"3110-3250 S St Louis Ave, Chicago, IL","3110-3250 S ST LOUIS AVE, CHICAGO, IL", -transid is calculated using low address only,41.83683242509019,-87.7122388437702,41.83683242509019;-87.7122388437702
244,"1542 W Augusta Blvd, Chicago, IL","1542 W AUGUSTA BLVD, CHICAGO, IL",nan,41.89983180009879,-87.66660813848497,41.89983180009879;-87.66660813848497
245,"1232 N Noble St, Chicago, IL","1232 N NOBLE ST, CHICAGO, IL",nan,41.90446844511677,-87.66279152145364,41.90446844511677;-87.66279152145364
246,"1430 W Fillmore Ave, Chicago, IL","1430 W FILLMORE ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.868636903681754,-87.66287630744215,41.868636903681754;-87.66287630744215
247,"1244 W Race St, Chicago, IL","1244 W RACE AVE, CHICAGO, IL",STREET_TYPE CORRECTION,41.8919124131639,-87.65924974982957,41.8919124131639;-87.65924974982957
248,"1700 S Clinton St, Chicago, IL","1700 S CLINTON ST, CHICAGO, IL",nan,41.85865967631545,-87.64105275338093,41.85865967631545;-87.64105275338093
249,"1811 N Callifornia Ave, Chicago, IL","1811 N CALIFORNIA AVE, CHICAGO, IL",MINOR CORRECTION,41.91430374317569,-87.69695793877042,41.91430374317569;-87.69695793877042
250,"1300 N Dearborn Pkwy, Chicago, IL","1300 N DEARBORN ST, CHICAGO, IL",COMMON STREET ALIAS,41.905898874391504,-87.63019276315075,41.905898874391504;-87.63019276315075
251,"7636-7638 N Sherdian Rd, Chicago, IL","7636-7638 N SHERIDAN RD, CHICAGO, IL",MINOR CORRECTION -transid is calculated using low address only,42.020289868800134,-87.66650085063819,42.020289868800134;-87.66650085063819
252,"4525 N Kenmore Ave, Chicago, IL","4525 N KENMORE AVE, CHICAGO, IL",nan,41.964346075873415,-87.65605252460469,41.964346075873415;-87.65605252460469
253,"3639 W Cortland Ave, Chicago, IL","3639 W CORTLAND ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.915331474512605,-87.71831267171885,41.915331474512605;-87.71831267171885
254,"16-1 at 2435-2437 W 65th St, Chicago, IL",nan,BADSTREET,,,---
255,"3425 W Belmont Ave, Chicago, IL","3425 W BELMONT AVE, CHICAGO, IL",nan,41.93915081822502,-87.7135625164207,41.93915081822502;-87.7135625164207
256,"1028 W Cullerton St, Chicago, IL","1028 W CULLERTON ST, CHICAGO, IL",nan,41.85536274029579,-87.65268370716761,41.85536274029579;-87.65268370716761
257,"3352 W Pierce St, Chicago, IL","3352 W PIERCE AVE, CHICAGO, IL",STREET_TYPE CORRECTION,41.90924659965429,-87.7115357062245,41.90924659965429;-87.7115357062245
258,"2722 S Dr Martin L King Dr, Chicago, IL",nan,BADSTREET,,,---
259,"670-678 N LaSalle St, Chicago, IL","670-678 N LA SALLE DR, CHICAGO, IL",ALIAS STREET_TYPE CORRECTION BY ADDRESS RANGE -transid is calculated using low address only,41.894481929395845,-87.63281681161918,41.894481929395845;-87.63281681161918
260,"3256 N Southport Ave, Chicago, IL","3256 N SOUTHPORT AVE, CHICAGO, IL",nan,41.94147594895247,-87.66401036405266,41.94147594895247;-87.66401036405266
261,"5338-5360 W Argyle Ave, Chicago, IL","5338-5360 W ARGYLE ST, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.97164551045219,-87.76176704106742,41.97164551045219;-87.76176704106742
262,"1542 W Augusta Blvd, Chicago, IL","1542 W AUGUSTA BLVD, CHICAGO, IL",nan,41.89983180009879,-87.66660813848497,41.89983180009879;-87.66660813848497
263,"2255 N Kimball Ave, Chicago, IL","2255 N KIMBALL AVE, CHICAGO, IL",nan,41.9226744413066,-87.71189857849303,41.9226744413066;-87.71189857849303
264,"7953 S Dr Martin Luther King Jr Dr, Chicago, IL","7953 S DR MARTIN LUTHER KING JR DR, CHICAGO, IL",nan,41.74955427027506,-87.61478128401741,41.74955427027506;-87.61478128401741
265,"1424 W Fillmore Ave, Chicago, IL","1424 W FILLMORE ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.8686406093435,-87.66264953771115,41.8686406093435;-87.66264953771115
266,"2514 W Harrison St, Chicago, IL","2514 W HARRISON ST, CHICAGO, IL",nan,41.87396794815109,-87.68928005474626,41.87396794815109;-87.68928005474626
267,"720 N Ada St, Chicago, IL","720 N ADA ST, CHICAGO, IL",nan,41.89505376175713,-87.66152342503293,41.89505376175713;-87.66152342503293
268,"1637 N Artesian Ave, Chicago, IL","1637 N ARTESIAN AVE, CHICAGO, IL",nan,41.91141370132482,-87.6883183534917,41.91141370132482;-87.6883183534917
269,"2424 W Lyndale Ave, Chicago, IL","2424 W LYNDALE ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.922572689350524,-87.68860354505364,41.922572689350524;-87.68860354505364
270,"2913 N Narragasett Ave, Chicago, IL",nan,BADSTREET,,,---
271,"1800 N Richmond Ave, Chicago, IL","1800 N RICHMOND ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.91401395533311,-87.70050206678671,41.91401395533311;-87.70050206678671
272,"3053 N Rockwell Ave, Chicago, IL","3053 N ROCKWELL ST, CHICAGO, IL",ALIAS,41.937297794646014,-87.69273528339185,41.937297794646014;-87.69273528339185
273,"3017 N Rockwell Ave, Chicago, IL","3017 N ROCKWELL ST, CHICAGO, IL",ALIAS,41.93629582859201,-87.69270936530725,41.93629582859201;-87.69270936530725
274,"3856 W Diversey Pkwy, Chicago, IL","3856 W DIVERSEY AVE, CHICAGO, IL",COMMON STREET ALIAS,41.93193290854475,-87.72439953586458,41.93193290854475;-87.72439953586458
275,"4015-4025 N Narragansette Ave, Chicago, IL","4015-4025 N NARRAGANSETT AVE, CHICAGO, IL",ALIAS MINOR CORRECTION -transid is calculated using low address only,41.953445620849706,-87.78643374673246,41.953445620849706;-87.78643374673246
276,"859-871 N Orleans St, Chicago, IL","859-871 N ORLEANS ST, CHICAGO, IL", -transid is calculated using low address only,41.89820520194349,-87.63708646726337,41.89820520194349;-87.63708646726337
277,"2335 W Montrose Ave, Chicago, IL","2335 W MONTROSE AVE, CHICAGO, IL",nan,41.9612179775438,-87.68761163321348,41.9612179775438;-87.68761163321348
278,"1811 N California Ave, Chicago, IL","1811 N CALIFORNIA AVE, CHICAGO, IL",nan,41.91430374317569,-87.69695793877042,41.91430374317569;-87.69695793877042
279,"1644 N Damen Ave, Chicago, IL","1644 N DAMEN AVE, CHICAGO, IL",nan,41.911846648306714,-87.67764281908491,41.911846648306714;-87.67764281908491
280,"1914 W Crystal Ave, Chicago, IL","1914 W CRYSTAL ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.90425938225385,-87.67551053617237,41.90425938225385;-87.67551053617237
281,"1811 N California Ave, Chicago, IL","1811 N CALIFORNIA AVE, CHICAGO, IL",nan,41.91430374317569,-87.69695793877042,41.91430374317569;-87.69695793877042
282,"1834 N Rockwell Ave, Chicago, IL","1834 N ROCKWELL ST, CHICAGO, IL",ALIAS,41.91497197979097,-87.69237427042486,41.91497197979097;-87.69237427042486
283,"1026 W Cullerton Ave, Chicago, IL","1026 W CULLERTON ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.85536405130947,-87.65260162560132,41.85536405130947;-87.65260162560132
284,"2022-2026 W Warner St, Chicago, IL","2022-2026 W WARNER AVE, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.95699006665411,-87.679750667653,41.95699006665411;-87.679750667653
285,"4850 N St Louis Ave, Chicago, IL","4850 N ST LOUIS AVE, CHICAGO, IL",nan,41.96987691914362,-87.71599786747714,41.96987691914362;-87.71599786747714
286,"1914-1918 N Milwaukee Ave, Chicago, IL","1914-1918 N MILWAUKEE AVE, CHICAGO, IL", -transid is calculated using low address only,41.91618650749045,-87.68665453607132,41.91618650749045;-87.68665453607132
287,"166 N Aberdeen Ave, Chicago, IL","166 N ABERDEEN ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.88502582436289,-87.65460592239103,41.88502582436289;-87.65460592239103
288,"2922 W Lyndale Ave, Chicago, IL","2922 W LYNDALE ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.92250653160063,-87.70089236773049,41.92250653160063;-87.70089236773049
289,"2413 W Cortland Ave, Chicago, IL","2413 W CORTLAND ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.915646835550504,-87.68793890712048,41.915646835550504;-87.68793890712048
290,"1819 N St Louis Ave, Chicago, IL","1819 N ST LOUIS AVE, CHICAGO, IL",nan,41.914315709333316,-87.71329341455711,41.914315709333316;-87.71329341455711
291,"3620-3624 W Cortland Ave, Chicago, IL","3620-3624 W CORTLAND ST, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.91555941483138,-87.7176265182082,41.91555941483138;-87.7176265182082
292,"3143 N Monticello Ave, Chicago, IL","3143 N MONTICELLO AVE, CHICAGO, IL",nan,41.93865763001713,-87.71840869199873,41.93865763001713;-87.71840869199873
293,"N Clarendon Ave and W Lakeside Pl, Chicago, IL",nan,BADSTREET,,,---
294,"1842-1858 W Webster Ave amd 2200-2242 N Lister Ave, Chicago, IL",nan,BADSTREET,,,---
295,"1521-1527 N Sedgwick Ave, Chicago, IL","1521-1527 N SEDGWICK ST, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.90988935913152,-87.63840703730952,41.90988935913152;-87.63840703730952
296,"2423 W Haddon Ave, Chicago, IL","2423 W HADDON AVE, CHICAGO, IL",nan,41.90196798069836,-87.68796633092725,41.90196798069836;-87.68796633092725
297,"W Bryn Mawr Ave and N Delphia Ave, Chicago, IL",nan,BADSTREET,,,---
298,"4845 N Keystone Ave, Chicago, IL","4845 N KEYSTONE AVE, CHICAGO, IL",nan,41.96952199692769,-87.72915337410969,41.96952199692769;-87.72915337410969
299,"1513 W Walton St, Chicago, IL","1513 W WALTON ST, CHICAGO, IL",nan,41.89872000987952,-87.66549480561798,41.89872000987952;-87.66549480561798
300,"1515 W Walton St, Chicago, IL","1515 W WALTON ST, CHICAGO, IL",nan,41.898718720390484,-87.66557074845973,41.898718720390484;-87.66557074845973
301,"2858 N Long St, Chicago, IL","2858 N LONG AVE, CHICAGO, IL",STREET_TYPE CORRECTION,41.93311509388793,-87.76154473217997,41.93311509388793;-87.76154473217997
302,"1357 N Rockwell Ave, Chicago, IL","1357 N ROCKWELL ST, CHICAGO, IL",ALIAS,41.90651950543594,-87.69189473447786,41.90651950543594;-87.69189473447786
303,"529 N Bishop Ave, Chicago, IL","529 N BISHOP ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.891936107493514,-87.6637668115644,41.891936107493514;-87.6637668115644
304,"1362 W Evergreen Ave, Chicago, IL","1362 W EVERGREEN AVE, CHICAGO, IL",nan,41.90628385325601,-87.66219434178454,41.90628385325601;-87.66219434178454
305,"3418 W McLean Ave, Chicago, IL","3418 W MCLEAN AVE, CHICAGO, IL",nan,41.91835474665747,-87.71272171697434,41.91835474665747;-87.71272171697434
306,"4700 W Harrison Ave, Chicago, IL","4700 W HARRISON ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.87330921934533,-87.74269055887379,41.87330921934533;-87.74269055887379
307,"1852 S Albany Ave, Chicago, IL","1852 S ALBANY AVE, CHICAGO, IL",nan,41.85570711701114,-87.70299144268263,41.85570711701114;-87.70299144268263
308,"1462 W Ohio St, Chicago, IL","1462 W OHIO ST, CHICAGO, IL",nan,41.89257482830589,-87.66474561577324,41.89257482830589;-87.66474561577324
309,"3830 W Lawrence Ave, Chicago, IL","3830 W LAWRENCE AVE, CHICAGO, IL",nan,41.968390431264375,-87.72444785924317,41.968390431264375;-87.72444785924317
310,"2447 N Clybourn Ave, Chicago, IL","2447 N CLYBOURN AVE, CHICAGO, IL",nan,41.92623654570951,-87.67062950632007,41.92623654570951;-87.67062950632007
311,"1838 S Morgan St, Chicago, IL","1838 S MORGAN ST, CHICAGO, IL",nan,41.85681948454315,-87.65168114967226,41.85681948454315;-87.65168114967226
312,"6455-6459 S LaCrosse Ave, Chicago, IL","6455-6459 S LA CROSSE AVE, CHICAGO, IL",ALIAS -transid is calculated using low address only,41.77495210594225,-87.74325023439938,41.77495210594225;-87.74325023439938
313,"339-355 N Morgan St, Chicago, IL","339-355 N MORGAN ST, CHICAGO, IL", -transid is calculated using low address only,41.88779952214244,-87.65205487578187,41.88779952214244;-87.65205487578187
314,"158-182 N Green St, Chicago, IL","158-182 N GREEN ST, CHICAGO, IL", -transid is calculated using low address only,41.88479683948683,-87.6487624115881,41.88479683948683;-87.6487624115881
315,"322-338 N Halsted St, Chicago, IL","322-338 N HALSTED ST, CHICAGO, IL", -transid is calculated using low address only,41.88749255109401,-87.64767535830244,41.88749255109401;-87.64767535830244
316,"310-328 N Sangamon St, Chicago, IL","310-328 N SANGAMON ST, CHICAGO, IL", -transid is calculated using low address only,41.88710986216882,-87.65116394801733,41.88710986216882;-87.65116394801733
317,"1702 N Washenaw Ave, Chicago, IL",nan,BADSTREET,,,---
318,"333 W Armitage Ave, Chicago, IL","333 W ARMITAGE AVE, CHICAGO, IL",nan,41.91823348130946,-87.63761129794115,41.91823348130946;-87.63761129794115
319,"1514 W Altgeld St, Chicago, IL","1514 W ALTGELD ST, CHICAGO, IL",nan,41.92709820162949,-87.66644577714314,41.92709820162949;-87.66644577714314
320,"1900 W Foster Ave, Chicago, IL","1900 W FOSTER AVE, CHICAGO, IL",nan,41.976184007881315,-87.67648413282181,41.976184007881315;-87.67648413282181
321,"1722 W Grand Ave, Chicago, IL","1722 W GRAND AVE, CHICAGO, IL",nan,41.89103867573601,-87.67055709234694,41.89103867573601;-87.67055709234694
322,"6900-6902 S Vernon Ave, Chicago, IL","6900-6902 S VERNON AVE, CHICAGO, IL", -transid is calculated using low address only,41.76926951825715,-87.6142881948049,41.76926951825715;-87.6142881948049
323,"3728 N Ashland Ave, Chicago, IL","3728 N ASHLAND AVE, CHICAGO, IL",nan,41.9496965042115,-87.6690757252199,41.9496965042115;-87.6690757252199
324,"1462 W Ohio St, Chicago, IL","1462 W OHIO ST, CHICAGO, IL",nan,41.89257482830589,-87.66474561577324,41.89257482830589;-87.66474561577324
325,"2221 S Lawndale Ave, Chicago, IL","2221 S LAWNDALE AVE, CHICAGO, IL",nan,41.85094816273819,-87.71726617783224,41.85094816273819;-87.71726617783224
326,"1512 N Rockwell St, Chicago, IL","1512 N ROCKWELL ST, CHICAGO, IL",nan,41.90887099201218,-87.69223218856548,41.90887099201218;-87.69223218856548
327,"1531 N Maplewood Ave, Chicago, IL","1531 N MAPLEWOOD AVE, CHICAGO, IL",nan,41.90939718137272,-87.69073738649134,41.90939718137272;-87.69073738649134
328,"2660 W Armitage Ave, Chicago, IL","2660 W ARMITAGE AVE, CHICAGO, IL",nan,41.91762401769971,-87.69465397658182,41.91762401769971;-87.69465397658182
329,"4942 N Monticelle Ave, Chicago, IL","4942 N MONTICELLO AVE, CHICAGO, IL",MINOR CORRECTION,41.97143111766488,-87.71970641968596,41.97143111766488;-87.71970641968596
330,"1811 S Laflin Ave, Chicago, IL","1811 S LAFLIN ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.857501235649174,-87.6636060887606,41.857501235649174;-87.6636060887606
331,"6455-6459 S LaCrosse Ave, Chicago, IL","6455-6459 S LA CROSSE AVE, CHICAGO, IL",ALIAS -transid is calculated using low address only,41.77495210594225,-87.74325023439938,41.77495210594225;-87.74325023439938
332,"3456 W Lake St, Chicago, IL","3456 W LAKE ST, CHICAGO, IL",nan,41.88487552383212,-87.71335146734211,41.88487552383212;-87.71335146734211
333,"1900 W Pershing Pl, Chicago, IL","1900 W PERSHING PL, CHICAGO, IL",nan,41.82253966205857,-87.67286022624171,41.82253966205857;-87.67286022624171
