alderman_id,full_name,panel_committee_definition,first_cycle_year,last_cycle_year,cycles_count,ward_numbers,committee_count_sum,candidate_committee_count_sum,review_committee_count_sum,total_receipts_amount,total_receipts_count,union_total_amount,union_total_count,union_share_total_receipts,construction_trades_amount,construction_trades_count,construction_trades_share_total_receipts,construction_trades_share_union_total,teacher_education_amount,teacher_education_count,teacher_education_share_total_receipts,teacher_education_share_union_total,public_sector_service_amount,public_sector_service_count,public_sector_service_share_total_receipts,public_sector_service_share_union_total,generic_labor_amount,generic_labor_count,generic_labor_share_total_receipts,generic_labor_share_union_total
tom_tunney,Tom Tunney,reviewed_named_recipient,2003,2019,5,44,5,5,0,3385899.53,4339,15100,20,0.00445967160756244,14000,17,0.00413479486793868,0.927152317880795,0,0,0,0,600,2,0.000177205494340229,0.0397350993377483,500,1,0.000147671245283524,0.033112582781457
lona_lane,Lona Lane,reviewed_named_recipient,2007,2011,2,18,2,2,0,227771.84,248,14350,12,0.0630016423452522,8800,7,0.0386351534939525,0.613240418118467,0,0,0,0,4050,4,0.0177809513239213,0.282229965156794,1500,1,0.00658553752737828,0.104529616724739
bill_conway,Bill Conway,reviewed_named_recipient,2023,2023,1,34,2,2,0,12589722.69,686,12528.21,9,0.000995114055208789,3700,5,0.000293890508242799,0.295333491376661,0,0,0,0,6000,2,0.000476579202555891,0.478919175205397,2828.21,2,0.000224644344410099,0.225747333417942
ted_thomas,Ted Thomas,reviewed_named_recipient,2003,2003,1,15,1,1,0,46515,69,12210,13,0.262495969042244,160,1,0.00343975061808019,0.0131040131040131,0,0,0,0,12050,12,0.259056218424164,0.986895986895987,0,0,0,0
ray_suarez,Ray Suarez,reviewed_named_recipient,2003,2011,3,31,3,3,0,1683045.72,2958,12010,29,0.0071358726963163,7110,20,0.00422448416909316,0.592006661115737,0,0,0,0,3200,6,0.00190131495655388,0.266444629475437,1700,3,0.00101007357066925,0.141548709408826
latasha_thomas,Latasha Thomas,reviewed_named_recipient,2003,2011,3,17,3,3,0,334301.61,406,11850,12,0.0354470323968826,4850,6,0.0145078571413401,0.409282700421941,2000,3,0.00598262150158356,0.168776371308017,1500,1,0.00448696612618767,0.126582278481013,3500,2,0.0104695876277712,0.29535864978903
willie_cochran,Willie Cochran,reviewed_named_recipient,2007,2015,3,20,3,3,0,603172.47,731,10500,15,0.0174079563014539,6750,10,0.0111908290509346,0.642857142857143,0,0,0,0,3750,5,0.00621712725051924,0.357142857142857,0,0,0,0
sharon_denise_dixon,Sharon Denise Dixon,reviewed_named_recipient,2007,2007,1,24,2,2,0,26860,32,10000,2,0.372300819061802,0,0,0,0,0,0,0,0,5000,1,0.186150409530901,0.5,5000,1,0.186150409530901,0.5
helen_shiller,Helen Shiller,reviewed_named_recipient,2003,2007,2,46,2,2,0,486810.31,1239,9570,25,0.019658581183295,2070,10,0.00425216959764061,0.216300940438871,0,0,0,0,6500,14,0.0133522233742338,0.679205851619645,1000,1,0.00205418821142058,0.104493207941484
daniel_solis,Daniel Solis,reviewed_named_recipient,2003,2015,4,25,4,4,0,714480.79,759,9385,15,0.0131354126399955,5135,9,0.00718703717702473,0.547149706979222,0,0,0,0,1450,3,0.00202944574619004,0.154501864677677,2800,3,0.00391892971678077,0.298348428343101
ed_smith,Ed Smith,reviewed_named_recipient,2003,2007,2,28,4,4,0,567252.88,870,8700,13,0.0153370750625365,5400,9,0.0095195638319192,0.620689655172414,0,0,0,0,2000,2,0.0035257643821923,0.229885057471264,1300,2,0.00229174684842499,0.149425287356322
william_beavers,William Beavers,reviewed_named_recipient,2003,2003,1,7,1,1,0,429340,629,8550,12,0.0199142870452322,7375,8,0.01717752829925,0.862573099415205,0,0,0,0,500,2,0.00116457818977966,0.0584795321637427,675,2,0.00157218055620254,0.0789473684210526
manuel_flores,Manuel Flores,reviewed_named_recipient,2003,2007,2,1,2,2,0,1072467.73,1626,7783,15,0.00725709481254042,2700,5,0.00251755826723103,0.346909931902865,0,0,0,0,3833,8,0.0035740003104802,0.492483618142105,1250,2,0.00116553623482918,0.16060644995503
michele_smith,Michele Smith,reviewed_named_recipient,2011,2019,3,43,5,5,0,2760130.84,2569,7000,5,0.0025361116576633,7000,5,0.0025361116576633,1,0,0,0,0,0,0,0,0,0,0,0,0
deb_mell,Deb Mell,reviewed_named_recipient,2015,2015,1,33,1,1,0,258265.24,377,6750,12,0.0261359213496946,3000,4,0.0116159650443087,0.444444444444444,1500,2,0.00580798252215436,0.222222222222222,1500,4,0.00580798252215436,0.222222222222222,750,2,0.00290399126107718,0.111111111111111
ameya_pawar,Ameya Pawar,reviewed_named_recipient,2011,2015,2,47,4,4,0,541976.06,964,6400,9,0.0118086396657446,2900,5,0.00535078984854054,0.453125,0,0,0,0,3000,3,0.0055352998433178,0.46875,500,1,0.000922549973886301,0.078125
peter_chico,Peter Chico,reviewed_named_recipient,2023,2023,1,10,1,1,0,176550,180,5500,2,0.0311526479750779,5500,2,0.0311526479750779,1,0,0,0,0,0,0,0,0,0,0,0,0
bennett_lawson,Bennett Lawson,reviewed_named_recipient,2023,2023,1,44,1,1,0,298766.67,333,5000,4,0.0167354678485388,5000,4,0.0167354678485388,1,0,0,0,0,0,0,0,0,0,0,0,0
mary_ann_smith,Mary Ann Smith,reviewed_named_recipient,2003,2007,2,48,2,2,0,637827.02,1636,2900,6,0.00454668728207845,450,2,0.000705520440322519,0.155172413793103,0,0,0,0,1000,2,0.00156782320071671,0.344827586206897,1450,2,0.00227334364103923,0.5
shirley_coleman,Shirley Coleman,reviewed_named_recipient,2003,2003,1,16,1,0,0,217026.54,513,2200,5,0.0101370090496766,1250,3,0.00575966423277079,0.568181818181818,0,0,0,0,950,2,0.0043773448169058,0.431818181818182,0,0,0,0
isaac_carothers,Isaac Carothers,reviewed_named_recipient,2003,2007,2,29,2,2,0,196034,346,1871,8,0.0095442627299346,870,5,0.00443800565208076,0.464991982896847,0,0,0,0,1001,3,0.00510625707785384,0.535008017103153,0,0,0,0
vi_daley,Vi Daley,reviewed_named_recipient,2003,2007,2,43,2,2,0,1216832.81,1834,1800,9,0.00147925005408097,1640,8,0.00134776116038488,0.911111111111111,0,0,0,0,0,0,0,0,160,1,0.000131488893696086,0.0888888888888889
arenda_troutman,Arenda Troutman,reviewed_named_recipient,2003,2003,1,20,1,0,0,211560,329,1520,6,0.0071847230100208,1270,5,0.00600302514653054,0.835526315789474,0,0,0,0,250,1,0.00118169786349026,0.164473684210526,0,0,0,0
thomas_murphy,Thomas Murphy,reviewed_named_recipient,2003,2003,1,18,1,1,0,97800,279,1450,4,0.0148261758691207,1450,4,0.0148261758691207,1,0,0,0,0,0,0,0,0,0,0,0,0
madeline_haithcock,Madeline Haithcock,reviewed_named_recipient,2003,2003,1,2,1,1,0,293420,518,1200,3,0.00408970077022698,700,2,0.0023856587826324,0.583333333333333,0,0,0,0,0,0,0,0,500,1,0.00170404198759457,0.416666666666667
dorothy_tillman,Dorothy Tillman,reviewed_named_recipient,2003,2003,1,3,1,1,0,356319.71,550,900,3,0.00252582154380402,400,2,0.00112258735280179,0.444444444444444,0,0,0,0,500,1,0.00140323419100223,0.555555555555556,0,0,0,0
theodore_matlak,Theodore Matlak,reviewed_named_recipient,2003,2003,1,32,2,2,0,448532.87,800,410,2,0.000914091312861864,410,2,0.000914091312861864,1,0,0,0,0,0,0,0,0,0,0,0,0
bernard_stone,Bernard Stone,reviewed_named_recipient,2003,2007,2,50,2,2,0,563971.86,623,250,1,0.00044328452841601,250,1,0.00044328452841601,1,0,0,0,0,0,0,0,0,0,0,0,0
michael_chandler,Michael Chandler,reviewed_named_recipient,2003,2011,2,24,3,3,0,103802.4,148,250,1,0.00240842215594244,250,1,0.00240842215594244,1,0,0,0,0,0,0,0,0,0,0,0,0
leni_manaa_hoppenworth,Leni Manaa-Hoppenworth,reviewed_named_recipient,2023,2023,1,48,1,1,0,153446.73,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
james_balcer,James Balcer,reviewed_named_recipient,2003,2011,3,11,3,3,0,32455.2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milagros_santiago,Milagros Santiago,reviewed_named_recipient,2015,2015,1,31,1,1,0,30991.94,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frank_olivo,Frank Olivo,reviewed_named_recipient,2003,2007,2,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
