project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,candidate_status,decision_reason,replacement_project_ids,replacement_check
residential_297_group_14204060080000,residential,class_297,14204060080000,1,2024,3,5340,3125,297,1420406008000022024,permit_chain_101023716,NA,class_297_assessor_rows:1420406008000022024,class_297_assessor_row:1420406008000022024,class_297_assessor_row:1420406008000022024,class_297_assessor_row:1420406008000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14204060110000,residential,class_297,14204060110000,1,2022,3,4146,3125,297,1420406011000022022,permit_chain_100957593,NA,class_297_assessor_rows:1420406011000022022,class_297_assessor_row:1420406011000022022,class_297_assessor_row:1420406011000022022,class_297_assessor_row:1420406011000022022,171.34619445639214,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14204080170000,residential,class_297,14204080170000,1,2022,3,0,3125,297,1420408017000022022,NA,NA,class_297_assessor_rows:1420408017000022022,class_297_assessor_row:1420408017000022022,class_297_assessor_row:1420408017000022022,class_297_assessor_row:1420408017000022022,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14204080220000,residential,class_297,14204080220000,1,2021,3,0,3125,297,1420408022000022021,permit_chain_100886298,NA,class_297_assessor_rows:1420408022000022021,class_297_assessor_row:1420408022000022021,class_297_assessor_row:1420408022000022021,class_297_assessor_row:1420408022000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14204110080000,residential,class_297,14204110080000,1,2021,3,0,3125,297,1420411008000022021,permit_chain_100884488,NA,class_297_assessor_rows:1420411008000022021,class_297_assessor_row:1420411008000022021,class_297_assessor_row:1420411008000022021,class_297_assessor_row:1420411008000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14204140080000,residential,class_297,14204140080000,1,2023,3,5370,3100,297,1420414008000022023,permit_chain_100970523,NA,class_297_assessor_rows:1420414008000022023,class_297_assessor_row:1420414008000022023,class_297_assessor_row:1420414008000022023,class_297_assessor_row:1420414008000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14204200380000,residential,class_297,14204200380000,1,2026,4,8616,4712,297,1420420038000012026,permit_chain_101048876,NA,class_297_assessor_rows:1420420038000012026,class_297_assessor_row:1420420038000012026,class_297_assessor_row:1420420038000012026,class_297_assessor_row:1420420038000012026,385.072874435578,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14204200550000,residential,class_297,14204200550000,1,2022,3,0,3100,297,1420420055000022022,permit_chain_100891261,NA,class_297_assessor_rows:1420420055000022022,class_297_assessor_row:1420420055000022022,class_297_assessor_row:1420420055000022022,class_297_assessor_row:1420420055000022022,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14204220230000,residential,class_297,14204220230000,1,2024,3,3875,3081,297,1420422023000022024,permit_chain_101018217,NA,class_297_assessor_rows:1420422023000022024,class_297_assessor_row:1420422023000022024,class_297_assessor_row:1420422023000022024,class_297_assessor_row:1420422023000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14204230150000,residential,class_297,14204230150000,1,2022,6,7010,6200,297,1420423015000032022,permit_chain_100918367,NA,class_297_assessor_rows:1420423015000032022,class_297_assessor_row:1420423015000032022,class_297_assessor_row:1420423015000032022,class_297_assessor_row:1420423015000032022,241.2212670796049,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14204230270000,residential,class_297,14204230270000,1,2024,2,3585,3100,297,1420423027000022024,NA,NA,class_297_assessor_rows:1420423027000022024,class_297_assessor_row:1420423027000022024,class_297_assessor_row:1420423027000022024,class_297_assessor_row:1420423027000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14204260060000,residential,class_297,14204260060000,1,2021,4,5400,2750,297,1420426006000012022,permit_chain_100792843,NA,class_297_assessor_rows:1420426006000012022,class_297_assessor_row:1420426006000012022,class_297_assessor_row:1420426006000012022,class_297_assessor_row:1420426006000012022,545.662505956078,FALSE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14213090040000,residential,class_297,14213090040000,1,2023,3,5511,3125,297,1421309004000022023,permit_chain_100956921,NA,class_297_assessor_rows:1421309004000022023,class_297_assessor_row:1421309004000022023,class_297_assessor_row:1421309004000022023,class_297_assessor_row:1421309004000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14213090270000,residential,class_297,14213090270000,1,2021,3,0,3125,297,1421309027000032021,permit_chain_100882419,NA,class_297_assessor_rows:1421309027000032021,class_297_assessor_row:1421309027000032021,class_297_assessor_row:1421309027000032021,class_297_assessor_row:1421309027000032021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14213090300000,residential,class_297,14213090300000,1,2024,3,5184,3125,297,1421309030000022025,permit_chain_100972168/permit_chain_101013997,NA,class_297_assessor_rows:1421309030000022025,class_297_assessor_row:1421309030000022025,class_297_assessor_row:1421309030000022025,class_297_assessor_row:1421309030000022025,342.41520197220234,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14281040140000,residential,class_297,14281040140000,1,2025,6,12139,7228,297,1428104014000022025,permit_chain_101030397/permit_chain_101064397,NA,class_297_assessor_rows:1428104014000022025,class_297_assessor_row:1428104014000022025,class_297_assessor_row:1428104014000022025,class_297_assessor_row:1428104014000022025,675.1321119952477,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14291030230000,residential,class_297,14291030230000,1,2021,2,3600,3125,297,1429103023000012022,permit_chain_100799584,NA,class_297_assessor_rows:1429103023000012022,class_297_assessor_row:1429103023000012022,class_297_assessor_row:1429103023000012022,class_297_assessor_row:1429103023000012022,52.60901200648436,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14291080130000,residential,class_297,14291080130000,1,2024,2,2174,3100,297,1429108013000012025,permit_chain_101038385,NA,class_297_assessor_rows:1429108013000012025,class_297_assessor_row:1429108013000012025,class_297_assessor_row:1429108013000012025,class_297_assessor_row:1429108013000012025,384.0162569387526,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14291140040000,residential,class_297,14291140040000,1,2025,7,1,5409,297,1429114004000012025,permit_chain_101052595,NA,class_297_assessor_rows:1429114004000012025,issued_permit_chain:permit_chain_101052595,class_297_assessor_row:1429114004000012025,class_297_assessor_row:1429114004000012025,343.9174893959082,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14291150400000,residential,class_297,14291150400000,1,2025,4,5358,4650,297,1429115040000022025,permit_chain_101061201,NA,class_297_assessor_rows:1429115040000022025,class_297_assessor_row:1429115040000022025,class_297_assessor_row:1429115040000022025,class_297_assessor_row:1429115040000022025,43.69001475445243,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14291210150000,residential,class_297,14291210150000,1,2021,2,0,3035,297,1429121015000022021,permit_chain_100870605,NA,class_297_assessor_rows:1429121015000022021,class_297_assessor_row:1429121015000022021,class_297_assessor_row:1429121015000022021,class_297_assessor_row:1429121015000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14291220100000,residential,class_297,14291220100000,1,2025,4,6136,2928,297,1429122010000022025,permit_chain_101012788,NA,class_297_assessor_rows:1429122010000022025,class_297_assessor_row:1429122010000022025,class_297_assessor_row:1429122010000022025,class_297_assessor_row:1429122010000022025,372.5728571179512,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14291280340000,residential,class_297,14291280340000,1,2021,3,4208,6200,297,1429128034000032021,permit_chain_100881828/permit_chain_100881970,NA,class_297_assessor_rows:1429128034000032021,class_297_assessor_row:1429128034000032021,class_297_assessor_row:1429128034000032021,class_297_assessor_row:1429128034000032021,436.889258210306,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14291290250000,residential,class_297,14291290250000,1,2021,2,3840,3091,297,1429129025000012021,permit_chain_100851214,NA,class_297_assessor_rows:1429129025000012021,class_297_assessor_row:1429129025000012021,class_297_assessor_row:1429129025000012021,class_297_assessor_row:1429129025000012021,382.3207075357944,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14292060140000,residential,class_297,14292060140000,1,2024,3,4987,2875,297,1429206014000022024,permit_chain_101012561,NA,class_297_assessor_rows:1429206014000022024,class_297_assessor_row:1429206014000022024,class_297_assessor_row:1429206014000022024,class_297_assessor_row:1429206014000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14292060370000,residential,class_297,14292060370000,1,2021,3,0,3000,297,1429206037000022021,permit_chain_100867986,NA,class_297_assessor_rows:1429206037000022021,class_297_assessor_row:1429206037000022021,class_297_assessor_row:1429206037000022021,class_297_assessor_row:1429206037000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14293000510000,residential,class_297,14293000510000,1,2023,3,3931,3146,297,1429300051000022023,permit_chain_100969100,NA,class_297_assessor_rows:1429300051000022023,class_297_assessor_row:1429300051000022023,class_297_assessor_row:1429300051000022023,class_297_assessor_row:1429300051000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14293000580000,residential,class_297,14293000580000,1,2023,4,7006,5616,297,1429300058000022023,permit_chain_100930670,NA,class_297_assessor_rows:1429300058000022023,class_297_assessor_row:1429300058000022023,class_297_assessor_row:1429300058000022023,class_297_assessor_row:1429300058000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14293000730000,residential,class_297,14293000730000,1,2021,3,0,3510,297,1429300073000022021,permit_chain_100863387,NA,class_297_assessor_rows:1429300073000022021,class_297_assessor_row:1429300073000022021,class_297_assessor_row:1429300073000022021,class_297_assessor_row:1429300073000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14293010310000,residential,class_297,14293010310000,1,2021,3,6752,3690,297,1429301031000012021,permit_chain_100827612,NA,class_297_assessor_rows:1429301031000012021,class_297_assessor_row:1429301031000012021,class_297_assessor_row:1429301031000012021,class_297_assessor_row:1429301031000012021,125.09628335612663,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14293010700000,residential,class_297,14293010700000,1,2022,3,6022,5080,297,1429301070000032023,NA,NA,class_297_assessor_rows:1429301070000032023,class_297_assessor_row:1429301070000032023,class_297_assessor_row:1429301070000032023,class_297_assessor_row:1429301070000032023,33.37729233825938,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14293020090000,residential,class_297,14293020090000,1,2021,3,5261,3022,297,1429302009000012021,permit_chain_100831078,NA,class_297_assessor_rows:1429302009000012021,class_297_assessor_row:1429302009000012021,class_297_assessor_row:1429302009000012021,class_297_assessor_row:1429302009000012021,349.0868496035918,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14293030220000,residential,class_297,14293030220000,1,2021,3,0,3100,297,1429303022000022021,permit_chain_100879190,NA,class_297_assessor_rows:1429303022000022021,class_297_assessor_row:1429303022000022021,class_297_assessor_row:1429303022000022021,class_297_assessor_row:1429303022000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14293030270000,residential,class_297,14293030270000,1,2022,3,0,3100,297,1429303027000022022,permit_chain_100939399,NA,class_297_assessor_rows:1429303027000022022,class_297_assessor_row:1429303027000022022,class_297_assessor_row:1429303027000022022,class_297_assessor_row:1429303027000022022,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14293100270000,residential,class_297,14293100270000,1,2022,3,0,3100,297,1429310027000022022,permit_chain_100936286,NA,class_297_assessor_rows:1429310027000022022,class_297_assessor_row:1429310027000022022,class_297_assessor_row:1429310027000022022,class_297_assessor_row:1429310027000022022,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
