pin,pin10,card_num,cards_in_history,tax_year,previous_year_built,year_built,transition_type,previous_building_sqft,building_sqft,sqft_ratio,previous_land_sqft,land_sqft,previous_apartments,apartments,previous_building_use,building_use,previous_residence_type,residence_type,large_characteristic_change
13354160480000,1335416048,1,1,2021,2008,2009,post_1999_revision,1635,1635,1,3123,3123,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13354170420000,1335417042,1,1,2016,1898,2014,pre_1999_to_post_1999,1980,2159,1.0904040404040405,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13354170430000,1335417043,1,1,2015,1893,2014,pre_1999_to_post_1999,2234,1900,0.8504923903312444,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13354170430000,1335417043,1,1,2021,2014,2015,post_1999_revision,1900,1900,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13354170430000,1335417043,1,1,2022,2015,2016,post_1999_revision,1900,1900,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13354180100000,1335418010,1,1,2024,1893,2021,pre_1999_to_post_1999,980,2482,2.5326530612244897,4425,4425,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13354190020000,1335419002,1,1,2020,2018,2020,post_1999_revision,9440,9440,1,4425,4425,6,6,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354190020000,1335419002,1,1,2021,2020,2018,post_1999_revision,9440,9440,1,4425,4425,6,6,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354190030000,1335419003,1,1,2020,2018,2020,post_1999_revision,9440,9440,1,4425,4425,6,6,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354190030000,1335419003,1,1,2021,2020,2018,post_1999_revision,9440,9440,1,4425,4425,6,6,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354190240000,1335419024,1,1,2020,2005,2008,post_1999_revision,3078,3078,1,4425,4425,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354190240000,1335419024,1,1,2021,2008,2006,post_1999_revision,3078,3078,1,4425,4425,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354190530000,1335419053,1,1,2020,2006,2009,post_1999_revision,7691,7691,1,8850,8850,6,6,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354190530000,1335419053,1,1,2021,2009,2007,post_1999_revision,7691,7691,1,8850,8850,6,6,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354200280000,1335420028,1,1,2020,2005,2008,post_1999_revision,3095,3095,1,4256,4256,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354200280000,1335420028,1,1,2021,2008,2006,post_1999_revision,3095,3095,1,4256,4256,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13354200490000,1335420049,1,1,2020,1890,2019,pre_1999_to_post_1999,1868,1900,1.0171306209850106,2275,2275,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13354200570000,1335420057,1,1,2020,2014,2017,post_1999_revision,1910,1910,1,3191,3191,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13354200570000,1335420057,1,1,2021,2017,2014,post_1999_revision,1910,1910,1,3191,3191,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13354210210000,1335421021,1,1,2021,1898,2021,pre_1999_to_post_1999,1110,2199,1.981081081081081,4425,4425,0,NA,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13354210210000,1335421021,1,1,2022,2021,2022,post_1999_revision,2199,2199,1,4425,4425,NA,NA,Single-Family,Single-Family,2 Story,2 Story,FALSE
13354210460000,1335421046,1,1,2023,1893,2023,pre_1999_to_post_1999,1640,2064,1.2585365853658537,4633,4633,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13354220100000,1335422010,1,1,2023,1896,2023,pre_1999_to_post_1999,1512,6779,4.483465608465608,4425,4425,2,2,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
13354220130000,1335422013,1,1,2021,2014,2015,post_1999_revision,1784,1784,1,4425,4425,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13354220130000,1335422013,1,1,2022,2015,2016,post_1999_revision,1784,1784,1,4425,4425,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13354220220000,1335422022,1,1,2010,1878,2008,pre_1999_to_post_1999,1932,1635,0.8462732919254659,NA,4456,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13361010230000,1336101023,1,1,2020,1927,2019,pre_1999_to_post_1999,600,2895,4.825,3300,3300,0,0,Single-Family,Single-Family,1 Story,3 Story +,TRUE
13361010230000,1336101023,1,1,2021,2019,2020,post_1999_revision,2895,2895,1,3300,3300,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13361010230000,1336101023,1,1,2022,2020,2021,post_1999_revision,2895,2895,1,3300,3300,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13361050030000,1336105003,1,1,2012,1901,2011,pre_1999_to_post_1999,1146,1711,1.493019197207679,3384,3384,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13361050030000,1336105003,1,1,2021,2011,2012,post_1999_revision,1711,1711,1,3384,3384,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361060090000,1336106009,1,1,2012,1890,2011,pre_1999_to_post_1999,1782,1711,0.9601571268237935,3525,3525,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13361060180000,1336106018,1,1,2020,2011,2014,post_1999_revision,2038,2038,1,3525,3525,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361060180000,1336106018,1,1,2021,2014,2012,post_1999_revision,2038,2038,1,3525,3525,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361060350000,1336106035,1,1,2021,2018,2019,post_1999_revision,2482,2482,1,3525,3525,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361060350000,1336106035,1,1,2022,2019,2020,post_1999_revision,2482,2482,1,3525,3525,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361060390000,1336106039,1,1,2021,1890,2021,pre_1999_to_post_1999,2590,2310,0.8918918918918919,3525,3525,2,NA,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13361060820000,1336106082,1,1,2021,1999,2000,post_1999_revision,1566,1566,1,2650,2650,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361070250000,1336107025,1,1,2021,2003,2004,post_1999_revision,2394,2394,1,3384,3384,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361070250000,1336107025,1,1,2022,2004,2005,post_1999_revision,2394,2394,1,3384,3384,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361070260000,1336107026,1,1,2015,1878,2014,pre_1999_to_post_1999,892,2108,2.3632286995515694,3384,3384,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13361070270000,1336107027,1,1,2021,2005,2006,post_1999_revision,2397,2397,1,3384,3384,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361070430000,1336107043,1,1,2021,1999,2000,post_1999_revision,1633,1633,1,2800,2800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361070450000,1336107045,1,1,2013,1890,2011,pre_1999_to_post_1999,800,1698,2.1225,2500,2500,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13361070500000,1336107050,1,1,2021,1895,2021,pre_1999_to_post_1999,827,2946,3.562273276904474,2500,2500,0,2,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
13361070510000,1336107051,1,1,2007,1901,2006,pre_1999_to_post_1999,1004,3003,2.991035856573705,2500,2500,0,2,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
13361070800000,1336107080,1,1,2014,1895,2011,pre_1999_to_post_1999,798,2002,2.508771929824561,2400,2400,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13361070840000,1336107084,1,1,2019,1895,1896,other,2011,2011,1,2206,2206,2,2,Multi-Family,Multi-Family,1.5 Story,1.5 Story,FALSE
13361070840000,1336107084,1,1,2023,1896,2023,pre_1999_to_post_1999,2011,0,0,2206,2206,2,6,Multi-Family,Multi-Family,1.5 Story,Split Level,TRUE
13361080030000,1336108003,1,1,2021,2011,2012,post_1999_revision,1785,1785,1,2500,2500,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361080030000,1336108003,1,1,2022,2012,2013,post_1999_revision,1785,1785,1,2500,2500,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361080140000,1336108014,1,1,2003,1890,1893,other,NA,2280,NA,NA,NA,NA,3,NA,Multi-Family,NA,2 Story,FALSE
13361080140000,1336108014,1,1,2013,1893,2011,pre_1999_to_post_1999,2850,1698,0.5957894736842105,2500,2500,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13361080140000,1336108014,1,1,2022,2011,2012,post_1999_revision,1698,1698,1,2500,2500,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361080260000,1336108026,2,1,2024,1890,2024,pre_1999_to_post_1999,1164,8336,7.161512027491409,NA,2500,0,5,Single-Family,Multi-Family,2 Story,3 Story +,TRUE
13361080280000,1336108028,1,1,2020,1888,2020,pre_1999_to_post_1999,3000,3000,1,2500,2500,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13361080280000,1336108028,1,1,2021,2020,1889,post_1999_to_pre_1999,3000,3000,1,2500,2500,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13361080290000,1336108029,1,1,2021,1888,2021,pre_1999_to_post_1999,1980,2946,1.4878787878787878,2500,2500,2,2,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
13361080380000,1336108038,1,1,2022,2017,2019,post_1999_revision,1950,1950,1,2500,2500,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13361090070000,1336109007,1,1,2016,1888,2015,pre_1999_to_post_1999,1100,3264,2.9672727272727273,2500,2500,0,2,Single-Family,Multi-Family,1.5 Story,3 Story +,TRUE
13361090110000,1336109011,1,1,2009,1890,2008,pre_1999_to_post_1999,1344,3115,2.3177083333333335,2500,2500,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE
13361090460000,1336109046,1,1,2004,1904,1905,other,2459,2459,1,NA,NA,2,2,Multi-Family,Multi-Family,1 Story,1 Story,FALSE
13361090460000,1336109046,1,1,2006,1905,1904,other,2459,2459,1,NA,3000,2,2,Multi-Family,Multi-Family,1 Story,1 Story,FALSE
13361090460000,1336109046,1,1,2013,1904,2011,pre_1999_to_post_1999,2459,1684,0.6848312322082147,3000,3000,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
13361130430000,1336113043,1,1,2003,1892,2002,pre_1999_to_post_1999,889,4533,5.098987626546681,NA,NA,NA,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
13361130430000,1336113043,1,1,2021,2002,2003,post_1999_revision,4533,4533,1,3750,3750,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13361130550000,1336113055,1,1,2005,1894,2003,pre_1999_to_post_1999,1494,2356,1.5769745649263722,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
13361130550000,1336113055,1,1,2021,2003,2004,post_1999_revision,2356,2356,1,3750,3750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361130560000,1336113056,1,1,2006,1890,2005,pre_1999_to_post_1999,1696,2562,1.5106132075471699,NA,3750,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13361130560000,1336113056,1,1,2021,2005,2006,post_1999_revision,2562,2562,1,3750,3750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361130570000,1336113057,1,1,2020,2005,2008,post_1999_revision,2313,2313,1,3750,3750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361130570000,1336113057,1,1,2021,2008,2006,post_1999_revision,2313,2313,1,3750,3750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361150080000,1336115008,1,1,2005,1883,2004,pre_1999_to_post_1999,1119,2508,2.2412868632707776,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13361150080000,1336115008,1,1,2007,2004,2005,post_1999_revision,2508,2508,1,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361150080000,1336115008,1,1,2012,2005,2004,post_1999_revision,2508,2508,1,3750,3750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361150220000,1336115022,1,1,2007,1888,2006,pre_1999_to_post_1999,1419,2598,1.8308668076109937,3750,3750,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13361150300000,1336115030,1,1,2017,1888,2014,pre_1999_to_post_1999,2058,2106,1.0233236151603498,3750,3750,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13361150300000,1336115030,1,1,2020,2014,2017,post_1999_revision,2106,2106,1,3750,3750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361150300000,1336115030,1,1,2021,2017,2014,post_1999_revision,2106,2106,1,3750,3750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361150300000,1336115030,1,1,2022,2014,2016,post_1999_revision,2106,2106,1,3750,3750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361150490000,1336115049,1,1,2021,2015,2016,post_1999_revision,1998,1998,1,5686,5686,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13361150500000,1336115050,1,1,2021,2015,2016,post_1999_revision,1742,1742,1,5686,5686,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13361150510000,1336115051,1,1,2021,2015,2016,post_1999_revision,1957,1957,1,5683,5683,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13361150520000,1336115052,1,1,2021,2015,2016,post_1999_revision,1863,1863,1,5686,5686,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361150540000,1336115054,1,1,2021,2015,2016,post_1999_revision,1711,1711,1,5686,5686,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13361160050000,1336116005,1,1,2014,1890,2011,pre_1999_to_post_1999,1428,1800,1.2605042016806722,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13361160060000,1336116006,1,1,2002,1890,1999,pre_1999_to_post_1999,1739,2160,1.242093156986774,NA,NA,2,0,Multi-Family,Single-Family,1.5 Story,2 Story,TRUE
13361160170000,1336116017,1,1,2012,1890,2011,pre_1999_to_post_1999,1648,2052,1.2451456310679612,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13361160190000,1336116019,1,1,2015,1890,2014,pre_1999_to_post_1999,1323,2120,1.6024187452758882,3125,3125,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13361160190000,1336116019,1,1,2021,2014,2015,post_1999_revision,2120,2120,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361160190000,1336116019,1,1,2022,2015,2016,post_1999_revision,2120,2120,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361160220000,1336116022,1,1,2021,2002,2003,post_1999_revision,2275,2275,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13361160280000,1336116028,1,1,2007,1981,2006,pre_1999_to_post_1999,626,7680,12.268370607028753,3750,3750,0,4,Single-Family,Multi-Family,2 Story,3 Story +,TRUE
13361160300000,1336116030,1,1,2018,1893,2017,pre_1999_to_post_1999,1800,2179,1.2105555555555556,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13361190150000,1336119015,1,1,2007,1890,2006,pre_1999_to_post_1999,792,8400,10.606060606060606,NA,6578,0,6,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
13361200080000,1336120008,1,2,2026,2025,1923,post_1999_to_pre_1999,1,6080,6080,6200,6163,NA,3,NA,Multi-Family,Split Level,2 Story,TRUE
13361230110000,1336123011,1,1,2026,1890,2026,pre_1999_to_post_1999,2016,3200,1.5873015873015872,NA,6717,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362010260000,1336201026,1,1,2007,1890,2006,pre_1999_to_post_1999,930,2553,2.7451612903225806,NA,3125,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362020020000,1336202002,1,1,2021,2019,2020,post_1999_revision,8982,8982,1,3000,3000,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13362020140000,1336202014,1,1,2017,1890,2014,pre_1999_to_post_1999,1219,2570,2.1082854799015585,2898,2898,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362020140000,1336202014,1,1,2021,2014,2015,post_1999_revision,2570,2570,1,2898,2898,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362020150000,1336202015,1,1,2002,1878,1999,pre_1999_to_post_1999,770,1880,2.4415584415584415,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362020150000,1336202015,1,1,2021,1999,2000,post_1999_revision,1880,1880,1,2898,2898,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362020150000,1336202015,1,1,2022,2000,2001,post_1999_revision,1880,1880,1,2898,2898,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362020220000,1336202022,1,1,2006,1890,2005,pre_1999_to_post_1999,2104,2232,1.0608365019011408,NA,2760,NA,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362020500000,1336202050,1,1,2023,1878,2022,pre_1999_to_post_1999,1350,0,0,1361,1361,2,4,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
13362020560000,1336202056,1,1,2021,2011,2012,post_1999_revision,1702,1702,1,1962,1962,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362020590000,1336202059,1,1,2022,2021,2022,post_1999_revision,2372,2372,1,2760,2760,NA,NA,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362030100000,1336203010,1,1,2008,1888,2006,pre_1999_to_post_1999,990,3681,3.7181818181818183,5431,5431,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362030120000,1336203012,1,1,2000,1890,1888,other,1564,1654,1.0575447570332481,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362030120000,1336203012,1,1,2024,1888,2024,pre_1999_to_post_1999,1654,2817,1.703143893591294,5431,5431,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
13362030180000,1336203018,1,7,2021,1893,2021,pre_1999_to_post_1999,2016,1580,0.7837301587301587,13324,13324,0,NA,Single-Family,Single-Family,2 Story,3 Story +,TRUE
13362030190000,1336203019,1,7,2021,1895,2021,pre_1999_to_post_1999,1746,1580,0.9049255441008018,8682,8682,2,NA,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362030290000,1336203029,1,1,2015,1888,2014,pre_1999_to_post_1999,1432,2438,1.702513966480447,3193,3193,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362030400000,1336203040,1,1,2017,1888,2014,pre_1999_to_post_1999,1793,2557,1.426101505856107,2884,2884,2,0,Multi-Family,Single-Family,1.5 Story,2 Story,TRUE
13362030410000,1336203041,1,1,2014,1895,2011,pre_1999_to_post_1999,2016,2436,1.2083333333333333,2781,2781,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362030590000,1336203059,1,1,2021,2005,2006,post_1999_revision,3014,3014,1,5318,5318,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362030600000,1336203060,1,1,2022,2005,2007,post_1999_revision,3010,3010,1,5317,5317,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362030610000,1336203061,1,1,2020,2005,2008,post_1999_revision,2979,2979,1,5473,5473,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362030610000,1336203061,1,1,2021,2008,2005,post_1999_revision,2979,2979,1,5473,5473,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362040040000,1336204004,1,1,2015,1888,2014,pre_1999_to_post_1999,740,3540,4.783783783783784,2550,2550,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
13362040040000,1336204004,1,1,2021,2014,2015,post_1999_revision,3540,3540,1,2550,2550,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13362040150000,1336204015,1,1,2007,1888,2006,pre_1999_to_post_1999,2400,7241,3.0170833333333333,2779,2779,2,4,Multi-Family,Multi-Family,1.5 Story,3 Story +,TRUE
13362040370000,1336204037,1,1,2021,2007,2008,post_1999_revision,2125,2125,1,2539,2539,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362050270000,1336205027,1,1,2022,2019,2021,post_1999_revision,2519,2519,1,3178,3178,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362060060000,1336206006,1,1,2021,2019,2020,post_1999_revision,5670,5670,1,2725,2725,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13362060120000,1336206012,1,1,2018,1890,2017,pre_1999_to_post_1999,1386,2148,1.5497835497835497,3125,3125,0,2,Single-Family,Multi-Family,1.5 Story,2 Story,TRUE
13362070060000,1336207006,1,1,2020,2014,2017,post_1999_revision,2196,2196,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070060000,1336207006,1,1,2021,2017,2015,post_1999_revision,2196,2196,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070070000,1336207007,1,1,2020,2014,2017,post_1999_revision,2194,2194,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070070000,1336207007,1,1,2021,2017,2015,post_1999_revision,2194,2194,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070100000,1336207010,1,1,2021,2014,2015,post_1999_revision,2194,2194,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070100000,1336207010,1,1,2022,2015,2016,post_1999_revision,2194,2194,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070110000,1336207011,1,1,2020,2014,2017,post_1999_revision,2194,2194,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070110000,1336207011,1,1,2021,2017,2015,post_1999_revision,2194,2194,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070110000,1336207011,1,1,2022,2015,2016,post_1999_revision,2194,2194,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070130000,1336207013,1,1,2021,2014,2015,post_1999_revision,2194,2194,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070140000,1336207014,1,1,2020,2014,2017,post_1999_revision,2194,2194,1,2988,2988,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070140000,1336207014,1,1,2021,2017,2015,post_1999_revision,2194,2194,1,2988,2988,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070180000,1336207018,1,1,2015,1892,2014,pre_1999_to_post_1999,1898,2289,1.2060063224446786,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362070200000,1336207020,1,1,2015,1894,2014,pre_1999_to_post_1999,1260,2258,1.7920634920634921,3125,3125,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362070200000,1336207020,1,1,2021,2014,2015,post_1999_revision,2258,2258,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070300000,1336207030,1,1,2020,2014,2017,post_1999_revision,2194,2194,1,3126,3126,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362070300000,1336207030,1,1,2021,2017,2015,post_1999_revision,2194,2194,1,3126,3126,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362080130000,1336208013,1,1,2018,1895,2017,pre_1999_to_post_1999,2722,1954,0.7178545187362234,2575,2575,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362080150000,1336208015,1,1,2018,1886,2017,pre_1999_to_post_1999,1012,1954,1.9308300395256917,2575,2575,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362090020000,1336209002,1,1,2022,2014,2016,post_1999_revision,2151,2151,1,2970,2970,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362090020000,1336209002,1,1,2024,2016,2017,post_1999_revision,2151,2372,1.102742910274291,2970,2970,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362090140000,1336209014,1,1,2013,1891,2011,pre_1999_to_post_1999,1802,2882,1.5993340732519423,3232,3232,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362090280000,1336209028,1,1,2016,1933,2014,pre_1999_to_post_1999,1146,2625,2.2905759162303663,2780,2780,0,2,Single-Family,Multi-Family,1 Story,2 Story,TRUE
13362120110000,1336212011,1,1,2016,1904,2014,pre_1999_to_post_1999,1116,2412,2.161290322580645,3060,3060,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
13362120120000,1336212012,1,1,2021,1883,1884,other,1936,1936,1,3060,3060,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13362120120000,1336212012,1,1,2023,1884,2022,pre_1999_to_post_1999,1936,2636,1.3615702479338843,3060,3060,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362120130000,1336212013,1,1,2006,1874,2005,pre_1999_to_post_1999,1569,2504,1.5959209687699172,NA,3060,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
13362120190000,1336212019,1,1,2018,1886,2017,pre_1999_to_post_1999,2402,2424,1.0091590341382182,3108,3108,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362120190000,1336212019,1,1,2020,2017,2020,post_1999_revision,2424,2424,1,3108,3108,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362120190000,1336212019,1,1,2021,2020,2017,post_1999_revision,2424,2424,1,3108,3108,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362130100000,1336213010,1,1,2022,1895,2022,pre_1999_to_post_1999,1754,2755,1.5706955530216649,3529,3529,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362130110000,1336213011,1,1,2022,1895,2022,pre_1999_to_post_1999,1689,2755,1.6311426879810538,3529,3529,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362130280000,1336213028,1,1,2020,1906,2020,pre_1999_to_post_1999,1720,2990,1.7383720930232558,3529,3529,2,0,Multi-Family,Single-Family,1.5 Story,2 Story,TRUE
13362130280000,1336213028,1,1,2021,2020,2019,post_1999_revision,2990,2990,1,3529,3529,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362130280000,1336213028,1,1,2022,2019,2021,post_1999_revision,2990,2990,1,3529,3529,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362130290000,1336213029,1,1,2020,2011,2014,post_1999_revision,2961,2961,1,3529,3529,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362130290000,1336213029,1,1,2021,2014,2012,post_1999_revision,2961,2961,1,3529,3529,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362130290000,1336213029,1,1,2022,2012,2013,post_1999_revision,2961,2961,1,3529,3529,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362150130000,1336215013,1,1,2021,2014,2015,post_1999_revision,2356,2356,1,3250,3250,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362150130000,1336215013,1,1,2022,2015,2016,post_1999_revision,2356,2356,1,3250,3250,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362150140000,1336215014,1,1,2015,1909,2014,pre_1999_to_post_1999,1722,2142,1.2439024390243902,3250,3250,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
