pin,construction_year,construction_proxy_date,multifamily,dist_to_boundary,ward_pair,longitude,latitude,anchor_date,anchor_zone_group,anchor_source,construction_replayed_zone_group,construction_linked_event_count,construction_applied_event_count,construction_applied_matter_ids,zone_code_2025,zone_group_2025,ordinance_number_2025,ordinance_date_2025,current_ordinance_date_recovered,current_event_date_for_validation,current_check_replayed_zone_group,current_check_linked_event_count,current_check_applied_event_count,current_check_applied_matter_ids,current_last_event_preconstruction,current_replay_matches_2025,current_event_source_groups,current_event_destination_groups,current_event_transition_source,current_event_origin_supports_construction_group,construction_zone_group,construction_zoning_status,construction_zone_group_supported
16364050740000,2014,2014-06-15,False,987.28863842645,11_12,-87.6880511417,41.829249296,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050750000,2014,2014-06-15,False,963.6039577904978,11_12,-87.6879642691,41.8292509585,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050760000,2014,2014-06-15,False,939.9435377508968,11_12,-87.6878774856,41.8292526226,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050770000,2014,2014-06-15,False,916.0436751681916,11_12,-87.6877898237,41.8292542992,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050800000,2016,2016-06-15,False,1099.8134734796406,12_25,-87.6884676152,41.8291346724,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050810000,2016,2016-06-15,False,1119.6063363729224,12_25,-87.6884660602,41.8290780444,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050820000,2016,2016-06-15,False,1139.2131209938163,12_25,-87.6884645222,41.829022033399994,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050830000,2016,2016-06-15,False,1158.847784050577,12_25,-87.6884629842,41.8289660225,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050840000,2016,2016-06-15,False,1179.0891186919212,12_25,-87.6884613276,41.82890834599999,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050850000,2016,2016-06-15,False,1080.3725305032888,12_25,-87.6881895844,41.8291395072,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050860000,2016,2016-06-15,False,1100.528370708094,12_25,-87.6881879987,41.8290828266,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050870000,2016,2016-06-15,False,1120.4598203013445,12_25,-87.68818645820001,41.82902683150001,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050880000,2016,2016-06-15,False,1140.4084280066209,12_25,-87.6881849192,41.828970835900016,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050890000,2016,2016-06-15,False,1160.8841714885048,12_25,-87.6881833129,41.8289134034,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Multi-Family Residential,1,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364060160000,2007,2007-06-15,False,595.6501679834272,11_12,-87.686598016,41.8287532445,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16364070190000,2007,2007-06-15,False,263.31353168200144,11_12,-87.6853904927,41.8291525423,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16364130160000,2006,2006-06-15,False,1066.4247097902835,11_12,-87.6882877336,41.82720280070001,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16364130390000,2007,2007-06-15,False,960.348913311592,11_12,-87.6879024151,41.8273603452,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130400000,2007,2007-06-15,False,960.6018655585772,11_12,-87.6879047785,41.8274177635,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130410000,2007,2007-06-15,False,960.6292201580392,11_12,-87.6879063197,41.82747540900001,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130420000,2007,2007-06-15,False,960.7277013533508,11_12,-87.6879081219,41.8275330541,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130430000,2007,2007-06-15,False,960.8121150604868,11_12,-87.6879098732,41.827590728,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130440000,2007,2007-06-15,False,960.8033558812496,11_12,-87.6879112823,41.8276483902,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130450000,2007,2007-06-15,False,960.8973297676698,11_12,-87.6879130666,41.827705980600015,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130460000,2007,2007-06-15,False,961.1111696859456,11_12,-87.6879152785,41.8277630802,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130470000,2007,2007-06-15,False,960.8874985347232,11_12,-87.6879163515,41.8278404267,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130480000,2007,2007-06-15,False,961.1325060492484,11_12,-87.6879186368,41.82789806009999,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130490000,2007,2007-06-15,False,961.2226301893452,11_12,-87.6879203544,41.8279557208,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130500000,2007,2007-06-15,False,961.3197352153486,11_12,-87.6879220971,41.8280133599,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130510000,2007,2007-06-15,False,961.40745165854,11_12,-87.6879238044,41.8280709595,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130520000,2007,2007-06-15,False,961.452383250291,11_12,-87.6879253553,41.8281285841,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130530000,2007,2007-06-15,False,961.5467851134608,11_12,-87.6879270886,41.82818624450001,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364130540000,2007,2007-06-15,False,961.7901530949022,11_12,-87.6879293569,41.8282434205,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15069,2005-09-14,,2005-09-14,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364140530000,2014,2014-06-15,False,640.7679406822305,11_12,-87.68674991720002,41.8281846977,2012-10-31,Planned Development,official_october_2012_snapshot,Planned Development,0,0,,RT-3.5,Multi-Family Residential,18352,2015-07-29,,2015-07-29,Multi-Family Residential,1,1,SO2015-2620,False,True,Planned Development;Multi-Family Residential,Multi-Family Residential,modern_matter_parser,True,Planned Development,supported_validated_snapshot_replay,True
16364140540000,2014,2014-06-15,False,613.3987043659284,11_12,-87.6866495296,41.8281866485,2012-10-31,Planned Development,official_october_2012_snapshot,Planned Development,0,0,,RT-3.5,Multi-Family Residential,18352,2015-07-29,,2015-07-29,Multi-Family Residential,1,1,SO2015-2620,False,True,Planned Development;Multi-Family Residential,Multi-Family Residential,modern_matter_parser,True,Planned Development,supported_validated_snapshot_replay,True
16364140550000,2014,2014-06-15,False,586.029360482761,11_12,-87.6865491416,41.8281885992,2012-10-31,Planned Development,official_october_2012_snapshot,Planned Development,0,0,,RT-3.5,Multi-Family Residential,18352,2015-07-29,,2015-07-29,Multi-Family Residential,1,1,SO2015-2620,False,True,Planned Development;Multi-Family Residential,Multi-Family Residential,modern_matter_parser,True,Planned Development,supported_validated_snapshot_replay,True
16364140560000,2014,2014-06-15,False,558.686090243143,11_12,-87.6864488515,41.8281906424,2012-10-31,Planned Development,official_october_2012_snapshot,Planned Development,0,0,,RT-3.5,Multi-Family Residential,18352,2015-07-29,,2015-07-29,Multi-Family Residential,1,1,SO2015-2620,False,True,Planned Development;Multi-Family Residential,Multi-Family Residential,modern_matter_parser,True,Planned Development,supported_validated_snapshot_replay,True
16364140710000,2022,2022-06-15,False,1494.4801868206152,12_25,-87.6866560315,41.8279588701,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,0,0,,RM-4.5,Multi-Family Residential,18352,2015-07-29,,2015-07-29,Planned Development,0,0,,True,False,Planned Development;Multi-Family Residential,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16364190200000,2008,2008-06-15,False,1300.2074998904457,11_12,-87.6890827956,41.8249482519,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16364190210000,2008,2008-06-15,False,1328.2274162552533,11_12,-87.6891855636,41.82494630330001,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16364190220000,2011,2011-06-15,False,1356.482227028056,11_12,-87.6892891937,41.8249443582,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16364190230000,2011,2011-06-15,False,1385.0026425843755,11_12,-87.6893937966,41.82494234890001,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
