pin,construction_year,construction_proxy_date,multifamily,dist_to_boundary,ward_pair,longitude,latitude,anchor_date,anchor_zone_group,anchor_source,construction_replayed_zone_group,construction_linked_event_count,construction_applied_event_count,construction_applied_matter_ids,zone_code_2025,zone_group_2025,ordinance_number_2025,ordinance_date_2025,current_ordinance_date_recovered,current_event_date_for_validation,current_check_replayed_zone_group,current_check_linked_event_count,current_check_applied_event_count,current_check_applied_matter_ids,current_last_event_preconstruction,current_replay_matches_2025,current_event_source_groups,current_event_destination_groups,current_event_transition_source,current_event_origin_supports_construction_group,construction_zone_group,construction_zoning_status,construction_zone_group_supported
17271090390000,2007,2007-06-15,False,426.1017623354903,2_3,-87.6247003887,41.8501411479,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090400000,2007,2007-06-15,False,426.1877014044298,2_3,-87.6246991928,41.850092166,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090410000,2007,2007-06-15,False,441.15378280127175,2_3,-87.6246423934,41.84998839200001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090420000,2007,2007-06-15,False,420.405923081711,2_3,-87.6247184151,41.84998089390001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090430000,2007,2007-06-15,False,399.5815060834978,2_3,-87.6247948318,41.849979737800005,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090440000,2007,2007-06-15,False,378.73212519832265,2_3,-87.6248713401,41.84997858,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090450000,2007,2007-06-15,False,357.8626317662849,2_3,-87.6249479222,41.8499774209,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090460000,2007,2007-06-15,False,336.5034924388403,2_3,-87.6250264133,41.8499824754,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090470000,2007,2007-06-15,False,350.0420242494737,2_3,-87.6249786178,41.8500880759,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090480000,2007,2007-06-15,False,349.7890402428192,2_3,-87.6249804233,41.8501368484,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090490000,2007,2007-06-15,False,349.9453604399978,2_3,-87.6249806884,41.8501835064,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090500000,2007,2007-06-15,False,349.6309779999357,2_3,-87.6249826807,41.8502301336,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090510000,2007,2007-06-15,False,349.70677847831746,2_3,-87.6249832371,41.850276554899985,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090520000,2007,2007-06-15,False,349.58593125352826,2_3,-87.624984538,41.850324238000006,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090530000,2007,2007-06-15,False,349.33492444040604,2_3,-87.6249875777,41.8504420582,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090550000,2007,2007-06-15,False,349.3612964183551,2_3,-87.624988465,41.8504967925,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090560000,2007,2007-06-15,False,349.19470344538513,2_3,-87.6249899211,41.85054376810001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090570000,2007,2007-06-15,False,349.16885858253636,2_3,-87.6249908596,41.850590689699985,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090580000,2007,2007-06-15,False,348.8607818653901,2_3,-87.6249928638,41.8506392652,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090590000,2007,2007-06-15,False,282.2394729513739,2_3,-87.6252247607,41.8499361816,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090600000,2007,2007-06-15,False,282.03978060077714,2_3,-87.6252266309,41.84999941900001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090610000,2007,2007-06-15,False,282.0816617900646,2_3,-87.6252275004,41.8500563178,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090620000,2007,2007-06-15,False,281.956872347072,2_3,-87.6252289761,41.85011290640001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090630000,2007,2007-06-15,False,281.82447875233345,2_3,-87.6252304849,41.8501697834,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090640000,2007,2007-06-15,False,281.7556125784039,2_3,-87.6252317616,41.8502267205,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090650000,2007,2007-06-15,False,281.6795115359291,2_3,-87.6252330846,41.8502847554,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090660000,2007,2007-06-15,False,279.42667162282584,2_3,-87.625252815,41.8509220651,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090670000,2007,2007-06-15,False,281.297462074512,2_3,-87.62523800210002,41.85048022130001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090690000,2007,2007-06-15,False,281.230992382831,2_3,-87.6252391061,41.85052804379999,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090700000,2007,2007-06-15,False,281.1507755917165,2_3,-87.6252403306,41.8505797609,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090710000,2007,2007-06-15,False,281.0661975856097,2_3,-87.6252416627,41.85063657100001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090720000,2007,2007-06-15,False,280.9779466068053,2_3,-87.6252430078,41.85069335419999,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090730000,2007,2007-06-15,False,280.88812949176344,2_3,-87.6252443586,41.85075013459999,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090740000,2007,2007-06-15,False,280.8084695000355,2_3,-87.6252455811,41.8508018538,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090750000,2007,2007-06-15,False,280.73750572552154,2_3,-87.6252467216,41.8508507882,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090760000,2007,2007-06-15,False,333.90757512716715,2_3,-87.6250495962,41.85074187820001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090770000,2007,2007-06-15,False,352.4700698531047,2_3,-87.624981576,41.850748305,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090780000,2007,2007-06-15,False,369.4795988918863,2_3,-87.6249191576,41.8507492516,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090790000,2007,2007-06-15,False,386.4941068966433,2_3,-87.6248567209,41.8507501969,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090800000,2007,2007-06-15,False,403.4936337686472,2_3,-87.6247943392,41.8507511428,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090810000,2007,2007-06-15,False,420.5131575699768,2_3,-87.6247318841,41.8507520888,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090820000,2007,2007-06-15,False,439.7124314831856,2_3,-87.6246613193,41.85074698860001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090830000,2007,2007-06-15,False,439.4261310118917,2_3,-87.6246659109,41.8509439724,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090840000,2007,2007-06-15,False,420.45144713747976,2_3,-87.624735541,41.8509429237,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090850000,2007,2007-06-15,False,403.44189990614154,2_3,-87.6247979603,41.850942013,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090860000,2007,2007-06-15,False,386.4422958017586,2_3,-87.6248603431,41.8509411022,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090870000,2007,2007-06-15,False,369.4377327321411,2_3,-87.6249227441,41.850940191300005,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090880000,2007,2007-06-15,False,352.42818297186017,2_3,-87.6249851634,41.85093928020001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090890000,2007,2007-06-15,False,334.0823856508024,2_3,-87.6250524729,41.85093755359999,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271090900000,2007,2007-06-15,False,293.4222375075504,2_3,-87.6252023911,41.850974813099995,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 963,Planned Development,,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17271150010000,2021,2021-06-15,True,854.8211221875185,3_4,-87.6267015062,41.8490740905,2015-11-18,Downtown,official_november_2015_snapshot,Downtown,0,0,,DX-3,Downtown,,,,,Downtown,0,0,,False,True,,,,False,Downtown,supported_anchor_replay_matches_current_group,True
17271290150000,2007,2007-06-15,False,420.27326757054954,2_4,-87.6184749868,41.8468698542,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290350000,2008,2008-06-15,False,596.9778455569425,2_4,-87.6179791868,41.847362639500005,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290360000,2008,2008-06-15,False,615.8505261081232,2_4,-87.6179805252,41.8474144196,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290500000,2008,2008-06-15,False,614.860291572347,2_4,-87.6187384366,41.84739981909999,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290610000,2009,2009-06-15,False,543.7151502032052,2_4,-87.619079104,41.84719919970001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290650000,2008,2008-06-15,False,615.0649220612344,2_4,-87.6190727065,41.84739513849999,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290730000,2008,2008-06-15,False,420.1213673856552,2_4,-87.6182068965,41.8468736404,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290770000,2008,2008-06-15,False,313.3998759815556,2_4,-87.6180975796,41.84658242860001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290810000,2008,2008-06-15,False,240.13304622386283,2_4,-87.6180915772,41.84638142240001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290960000,2008,2008-06-15,True,101.10109425509816,2_4,-87.6200566207,41.84596899110001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271290990000,2008,2008-06-15,False,534.3992244362769,2_4,-87.6201447324,41.84715691110001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271291000000,2008,2008-06-15,False,533.9985441018674,2_4,-87.6200758,41.8471568931,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271291010000,2010,2010-06-15,False,533.6784296159274,2_4,-87.6194200594,41.8471663031,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271291020000,2008,2008-06-15,False,533.6451495917679,2_4,-87.6193514963,41.8471672873,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271291030000,2008,2008-06-15,False,533.6187617036644,2_4,-87.6192818033,41.847168308099995,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271291040000,2008,2008-06-15,False,604.7034780060566,2_4,-87.619486131,41.847360213799995,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271291050000,2008,2008-06-15,False,604.6802175292407,2_4,-87.6194225679,41.8473611471,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271291060000,2008,2008-06-15,False,604.6544410007662,2_4,-87.61935899580001,41.8473620736,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17271291070000,2008,2008-06-15,False,604.357781337517,2_4,-87.6192880129,41.847362372800006,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 986,Planned Development,18002,2014-09-10,,2014-09-10,Planned Development,1,0,,False,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_reviewed_2006_history,True
17281250550000,2012,2012-06-15,False,613.5529514594842,11_25,-87.64483920770002,41.8473426402,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B2-1,Neighborhood Mixed-Use,17480,2012-06-27,,2012-06-27,Neighborhood Mixed-Use,1,0,,False,True,Planned Development,Multi-Family Residential,modern_matter_parser,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
17281250560000,2013,2013-06-15,False,641.054453327936,11_25,-87.6449273536,41.8473021627,2012-10-31,Neighborhood Mixed-Use,official_october_2012_snapshot,Neighborhood Mixed-Use,0,0,,B2-1,Neighborhood Mixed-Use,17480,2012-06-27,,2012-06-27,Neighborhood Mixed-Use,0,0,,True,True,Planned Development,Multi-Family Residential,modern_matter_parser,False,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
17281250570000,2011,2011-06-15,False,669.6579043379239,11_25,-87.6450168167,41.84725855429999,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B2-1,Neighborhood Mixed-Use,17480,2012-06-27,,2012-06-27,Neighborhood Mixed-Use,1,0,,False,True,Planned Development,Multi-Family Residential,modern_matter_parser,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
17281250580000,2013,2013-06-15,False,698.3047309916102,11_25,-87.6451062716,41.8472149295,2012-10-31,Neighborhood Mixed-Use,official_october_2012_snapshot,Neighborhood Mixed-Use,0,0,,B2-1,Neighborhood Mixed-Use,17480,2012-06-27,,2012-06-27,Neighborhood Mixed-Use,0,0,,True,True,Planned Development,Multi-Family Residential,modern_matter_parser,False,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
17281250590000,2011,2011-06-15,False,726.9877945970582,11_25,-87.6451957238,41.84717130160001,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B2-1,Neighborhood Mixed-Use,17480,2012-06-27,,2012-06-27,Neighborhood Mixed-Use,1,0,,False,True,Planned Development,Multi-Family Residential,modern_matter_parser,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
17281250600000,2011,2011-06-15,False,763.0418457828953,11_25,-87.6452901745,41.8471019395,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B2-1,Neighborhood Mixed-Use,17480,2012-06-27,,2012-06-27,Neighborhood Mixed-Use,1,0,,False,True,Planned Development,Multi-Family Residential,modern_matter_parser,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
17281310360000,2021,2021-06-15,True,1464.7269239624231,11_25,-87.6438115001,41.84577902160001,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_anchor_replay_matches_current_group,True
17281310400000,2006,2006-06-15,True,949.4468251585828,11_25,-87.6435120133,41.8455984148,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_reviewed_2006_history,True
17281320210000,2021,2021-06-15,True,1325.3056084661257,11_25,-87.6419308534,41.845653883900006,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_anchor_replay_matches_current_group,True
17281320220000,2018,2018-06-15,True,1307.0010269791478,11_25,-87.6418391235,41.8456551427,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_anchor_replay_matches_current_group,True
17282020240000,2015,2015-06-15,True,882.6361159755938,3_25,-87.63346051711946,41.85235792912274,2014-07-30,Neighborhood Mixed-Use,official_july_2014_snapshot,Neighborhood Mixed-Use,0,0,,B2-3,Neighborhood Mixed-Use,16539,2008-06-11,,2008-06-11,Neighborhood Mixed-Use,0,0,,True,True,Multi-Family Residential,Neighborhood Mixed-Use,council_journal_parser,False,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
17282020250000,2015,2015-06-15,True,858.1520502021647,3_25,-87.63336885243861,41.852359194957074,2014-07-30,Neighborhood Mixed-Use,official_july_2014_snapshot,Neighborhood Mixed-Use,0,0,,B2-3,Neighborhood Mixed-Use,16539,2008-06-11,,2008-06-11,Neighborhood Mixed-Use,0,0,,True,True,Multi-Family Residential,Neighborhood Mixed-Use,council_journal_parser,False,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
17282080690000,2006,2006-06-15,False,1415.337279772164,11_25,-87.6366111569,41.8513704229,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 150,Planned Development,A4766,,,,Planned Development,0,0,,False,True,,,,False,Planned Development,supported_reviewed_2006_history,True
17282090070000,2021,2021-06-15,True,1075.0209891064756,3_25,-87.6340926065,41.85193738000002,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Neighborhood Mixed-Use,2,1,O2017-4809,B2-3,Neighborhood Mixed-Use,19805,2018-10-31,,2018-10-31,Neighborhood Mixed-Use,2,1,O2017-4809,True,True,Neighborhood Mixed-Use,Neighborhood Mixed-Use,modern_matter_parser,True,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
17282090170000,2021,2021-06-15,True,825.3724835389553,3_25,-87.6331756047,41.851949813800005,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Neighborhood Mixed-Use,2,1,O2017-4810,B2-3,Neighborhood Mixed-Use,19802,2018-10-31,,2018-10-31,Neighborhood Mixed-Use,2,1,O2017-4810,True,True,Neighborhood Mixed-Use,Neighborhood Mixed-Use,modern_matter_parser,True,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
17282090200000,2017,2017-06-15,True,750.4617199009085,3_25,-87.632900443,41.8519535243,2015-11-18,Neighborhood Mixed-Use,official_november_2015_snapshot,Neighborhood Mixed-Use,0,0,,B2-3,Neighborhood Mixed-Use,18299T1,2015-07-29,,2015-07-29,Neighborhood Mixed-Use,0,0,,True,True,Multi-Family Residential,Neighborhood Mixed-Use,modern_matter_parser,False,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
17282130210000,2019,2019-06-15,True,730.7063514185115,3_25,-87.6327799668,41.8507031915,2015-11-18,Neighborhood Mixed-Use,official_november_2015_snapshot,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_anchor_replay_matches_current_group,True
17282130400000,2012,2012-06-15,True,856.4319284189014,3_25,-87.6332294025,41.8503095683,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_reviewed_2006_history,True
