project_id,construction_year,selected_source_addresses,component_pins,component_count,selected_vintage,source_row_ids,assessor_land_sqft,project_land_area_sqft,assessor_to_parcel_land_ratio,land_area_agrees_within_10pct,land_area_agrees_within_25pct,exact_construction_year_components,geography_status,requested_components,resolved_components,collapsed_components,within_1500ft,within_500ft,candidate_status,decision_reason,land_review_required,land_review_reason
commercial_17173230440000,2006,1218 W TAYLOR CHICAGO,17173230440000,1,2024,61034,2933,2933.416418437322,0.9998580431899458,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17173230460000,2006,1224 W TAYLOR CHICAGO,17173230460000,1,2024,61035,2853,2853.139662984264,0.9999510493699009,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17173330470000,2009,1251 W TAYLOR CHICAGO,17173330470000,1,2024,61047,15211,15211.115095548332,0.9999924334575336,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17173340090000,2006,1030 S RACINE,17173340090000,1,2021,83310,7268,7267.564675811911,1.0000598995960144,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17173340210000,2006,1023 S LYTLE,17173340210000,1,2021,83312,9897,9896.78305875673,1.0000219203797822,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17173340340000,2006,1201 W GRENSHAW CHICAGO,17173340340000,1,2024,61050,7996,7996.179889746942,0.9999775030390234,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17173340440000,2006,1202 W GRENSHAW CHICAGO,17173340440000,1,2024,61051,7105,7105.050259459142,0.9999929262345365,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17173350130000,2008,1236 W ROOSEVELT CHICAGO,17173350130000,1,2024,61053,14451,14450.759527742865,1.0000166408040128,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17182150020000,2018,1650 W ADAMS CHICAGO,17182150020000,1,2024,61074,16582,16766.508799908217,0.9889953953974469,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17193000410000,2014,2012 W 17TH CHICAGO,17193000410000,1,2024,61086,49006,49006.37139965594,0.9999924214006193,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17201030600000,2008,1224 W WASHBURNE CHICAGO,17201030600000,1,2024,61131,5676,5676.266176149249,0.9999531071762688,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17201250120000,2021,1461 S BLUE ISLAND CHICAGO,17201250120000/17201250130000/17201250140000/17201250150000,4,2024,61133,54127,54128.87728423532,0.9999653182491581,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,TRUE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17201270040000,2020,1427 W 15TH,17201270040000/17201270050000/17201270060000/17201270070000/17201270080000/17201270090000/17201270100000/17201270110000/17201270120000/17201270130000/17201270140000/17201270150000/17201270160000,13,2021,83407,40105,37185.76672742012,1.0785040495192286,TRUE,TRUE,TRUE,complete_construction_year_geometry,13,13,0,TRUE,TRUE,review_required,component_pin_text_required_repair,FALSE,use_exact_construction_year_parcel_union
commercial_17201270180000,2020,1401  - 1431 W 15TH CHICAGO,17201270180000,1,2024,61135,37185,2981.9051899027545,12.470215393136852,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17202000770000,2006,1152 W WASHBURNE CHICAGO,17202000770000,1,2024,61140,14060,14223.39595503189,0.9885121699804691,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17202070550000,2007,1250 S BLUE ISLAND,17202070550000,1,2021,83415,5179,5178.8611891418695,1.0000268033556146,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17213280040000,2017,2109 S HALSTED CHICAGO,17213280040000/17213280050000/17213280060000,3,2024,61233,8561,8595.994199357927,0.9959290108222105,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,TRUE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17213290350000,2022,2145 S HALSTED CHICAGO,17213290350000,1,2024,61234,4800,4800.775577348657,0.9998384474891273,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17221020300000,2018,1201 S MICHIGAN CHICAGO,17221020300000,1,2024,45807,38539,43217.31350168295,0.8917490902922328,FALSE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17221070890000,2008,1464 S MICHIGAN CHICAGO,17221070890000/17221070900000/17221070910000/17221070920000/17221070930000/17221070940000/17221070950000,7,2024,45815,212611,12183.388798928354,17.45089182565537,FALSE,FALSE,FALSE,complete_construction_year_geometry,7,7,4,TRUE,TRUE,retain_mechanical,coherent_2024_revision_same_entity,TRUE,predecessor_parcel_union_requires_review
commercial_17271290960000,2008,300 E 26TH CHICAGO,17271290960000,1,2024,45839,27406,24173.457236001737,1.1337228155840287,FALSE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17341040010000,2018,235 E 31ST CHICAGO,17341040010000,1,2024,45941,14389,14388.732655453729,1.0000185801315984,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17341040180000,2018,3100 S GILES CHICAGO,17341040180000,1,2024,45942,12920,12919.379736848176,1.0000480102887646,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17344220200000,2010,629 E 39TH CHICAGO,17344220200000/17344220210000/17344220220000/17344220230000/17344220240000/17344220250000/17344220260000/17344220270000/17344220280000,9,2024,45965,22688,22693.23600523692,0.999769270225026,TRUE,TRUE,TRUE,complete_construction_year_geometry,9,9,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_19101070140000,2020,4835 S CICERO CHICAGO,19101070140000/19101070150000/19101070160000/19101070170000/19101070180000/19101070210000/19101070220000/19101070510000/19101070520000,9,2024,31474,27500,27502.86866280064,0.9998956958695542,TRUE,TRUE,TRUE,complete_construction_year_geometry,9,9,0,TRUE,TRUE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_20032050340000,2011,454 E 40TH CHICAGO,20032050340000,1,2024,15414,17199,17636.11840021063,0.9752145914258882,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_20032050390000,2011,400 E 41ST CHICAGO,20032050390000,1,2024,15417,89217,105389.49540059268,0.8465454707879574,FALSE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_20034130510000,2021,4500 S COTTAGE GROVE CHICAGO,20034130510000/20034130550000,2,2024,15081,0,97215.88805763796,NA,FALSE,FALSE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,TRUE,review_required,missing_or_nonpositive_land_area,FALSE,use_exact_construction_year_parcel_union
commercial_20043270360000,2006,718 W 47TH CHICAGO,20043270360000/20043270460000/20043270470000,3,2024,32027,12152,12085.818399841082,1.0054759717521313,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_20102160420000,2007,4956 S VINCENNES CHICAGO,20102160420000,1,2024,15540,6487,6604.499200232327,0.9822092187961513,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_20102250040000,2014,613 E 50TH CHICAGO,20102250040000/20102250160000,2,2024,15545,10128,10973.82375139225,0.9229235159453931,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,TRUE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_20121070150000,2018,1600 E 53RD CHICAGO,20121070150000/20121070170000/20121070180000/20121070190000,4,2024,15766,26588,26470.410789765418,1.0044422888321796,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,TRUE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_20143060140000,2020,1156 E 61ST CHICAGO,20143060140000/20143060240000/20143060250000/20143060260000/20143060270000/20143060280000,6,2024,15320,0,126343.32099667795,NA,FALSE,FALSE,TRUE,complete_construction_year_geometry,6,6,0,TRUE,TRUE,review_required,component_membership_changed_across_vintages,FALSE,use_exact_construction_year_parcel_union
commercial_20151010080000,2019,5504 S MICHIGAN CHICAGO,20151010080000/20151010090000/20151010100000/20151010110000,4,2024,15114,42866,42889.12527000345,0.999460812738477,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,TRUE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_20151060280000,2007,333 E 55TH CHICAGO,20151060280000/20151060290000,2,2024,15117,0,24723.995199870376,NA,FALSE,FALSE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,TRUE,review_required,documented_manual_case,FALSE,use_exact_construction_year_parcel_union
commercial_20202060450000,2021,6315  GREEN CHICAGO,20202060450000,1,2024,31527,70148,70148.02534141392,0.999999638743731,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_20211270100000,2008,6606 S NORMAL CHICAGO,20211270100000,1,2024,32182,11401,11401.67542009242,0.9999407613295823,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_25221060410000,2011,7 E 112TH CHICAGO,25221060410000,1,2024,16565,27953,27953.22179993114,0.999992065317811,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,TRUE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_11321130260000,2008,1412 W MORSE CHICAGO,11321130260000,1,2024,44833,8550,8582.177999908803,0.9962506021304679,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_11321130300000,2008,1444 W MORSE CHICAGO,11321130300000/11321130320000,2,2024,44834,12000,6023.116200082004,1.9923241726328675,FALSE,FALSE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_11321140130000,2012,1334 W MORSE CHICAGO,11321140130000/11321140140000,2,2024,44839,5190,5188.416800189196,1.0003051412158612,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_11323200060000,2021,1317 W LOYOLA CHICAGO,11323200060000,1,2024,44952,11284,11283.901392952424,1.0000087387370857,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_11323300400000,2014,1240 W DEVON CHICAGO,11323300400000/11323300410000/11323300420000/11323300430000,4,2024,44969,10000,10002.371999897065,0.9997628562607861,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13013210180000,2008,5758 N CALIFORNIA CHICAGO,13013210180000,1,2024,21490,8002,7999.341999580385,1.000332277382284,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13094290330000,2007,5000 W LAWRENCE CHICAGO,13094290330000/13094290340000,2,2024,25722,10445,10420.42599967157,1.0023582529475479,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13124030470000,2022,5108 N WESTERN CHICAGO,13124030470000/13124030480000/13124030490000,3,2024,25935,10750,10519.411147583276,1.021920319415379,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13131250240000,2017,4447 N KEDZIE CHICAGO,13131250240000,1,2024,26001,21880,21879.568731103092,1.0000197110328,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13132050020000,2018,2519 W LAWRENCE CHICAGO,13132050020000/13132050030000/13132050040000,3,2024,26021,9375,9389.3476849703,0.99847191887533715,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_13133070270000,2008,4322 N CALIFORNIA CHICAGO,13133070270000/13133070360000,2,2024,26065,10080,10050.395399922503,1.002945615460833,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13134060560000,2014,4234 N WESTERN CHICAGO,13134060560000,1,2024,26103,8964,8975.451200012118,0.9987241644172605,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13134080510000,2019,4224 N WESTERN CHICAGO,13134080510000/13134080520000/13134080530000/13134080540000/13134080550000/13134080560000/13134080570000,7,2024,26104,19744,19619.500747205224,1.0063456891385225,TRUE,TRUE,TRUE,complete_construction_year_geometry,7,7,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13141220320000,2011,3918 W MONTROSE,13141220320000,1,2021,46713,2975,2983.9079999625683,0.9970146532792968,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13144310040000,2015,4054 N KEDZIE CHICAGO,13144310040000/13144310050000/13144310060000,3,2024,21284,12000,12030.54880009452,0.9974607309606457,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13153180750000,2008,4504 W IRVING PARK CHICAGO,13153180750000/13153180760000,2,2024,26312,7504,7782.799200062058,0.9641775159688258,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13154100160000,2022,4242 N KEDVALE CHICAGO,13154100160000,1,2024,26324,8700,8716.158942070324,0.9981460936890068,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13162300320000,2019,4818 W MONTROSE CHICAGO,13162300320000/13162300330000,2,2024,26379,14200,14198.10448777501,1.0001335045975062,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13164300370000,2014,4054 N MILWAUKEE,13164300370000,1,2021,46981,16714,38884.47240052858,0.4298373867038195,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13203280120000,2021,6340 W BELMONT CHICAGO,13203280120000/13203280130000/13203280140000/13203280150000,4,2024,26467,32240,32206.047103866935,1.001054239783714,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_13212310360000,2007,4856 W ADDISON CHICAGO,13212310360000,1,2024,26501,7552,7551.875200048089,1.000016525690455,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13233000040000,2008,3543 N PULASKI CHICAGO,13233000040000/13233000280000,2,2024,26638,8212,8209.677599640563,1.000282885695723,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13233300310000,2019,3203 N RIDGEWAY CHICAGO,13233300310000,1,2024,26657,6600,6589.42276983062,1.0016051831152506,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13241080430000,2008,3831 N KEDZIE CHICAGO,13241080430000,1,2024,26667,6772,3386.15539999865,1.9999082144908944,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13241160180000,2011,3705 N KEDZIE,13241160180000/13241160190000/13241160200000,3,2021,47235,12428,12405.75279974565,1.0017932970786592,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13241160430000,2008,3705 N KEDZIE CHICAGO,13241160430000,1,2024,26670,12405,6268.07679955475,1.9790759425412885,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13242130150000,2022,2510 W ADDISON CHICAGO,13242130150000,1,2024,26677,13143,13143.082521309729,0.9999937213123637,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13243090220000,2008,3430 N ELSTON CHICAGO,13243090220000,1,2024,26683,12441,12441.14260005951,0.9999885380254778,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13243160170000,2022,2803 W HENDERSON CHICAGO,13243160160000/13243160170000/13243160180000,3,2024,26685,12037,11885.792030077428,1.0127217411797156,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13243220400000,2007,2902 W BELMONT CHICAGO,13243220400000/13243220420000,2,2024,26689,15138,15191.229999939416,0.9964960046066297,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_13251040090000,2021,2823 W BELMONT CHICAGO,13251040090000/13251040100000/13251040110000/13251040120000/13251040130000/13251040140000,6,2024,59253,27853,28209.20339523256,0.9873727949619181,TRUE,TRUE,TRUE,complete_construction_year_geometry,6,6,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13252200010000,2014,2943 N ROCKWELL CHICAGO,13252200010000/13252200020000/13252200030000,3,2024,59283,5255,4946.309599783272,1.0624082245539692,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13253140740000,2019,2480 N MILWAUKEE CHICAGO,13253140640000/13253140740000/13253140750000,3,2024,59306,326397,23725.482974549755,13.757233113025558,FALSE,FALSE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13253150240000,2008,2516 N WILLETTS CHICAGO,13253150230000/13253150240000,2,2024,59311,6000,5864.460800144821,1.0231119628000296,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13253150250000,2006,2510 N WILLETTS CHICAGO,13253150250000/13253150260000,2,2024,59312,6000,5853.472999949008,1.0250324892678702,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_13253150700000,2011,2504 N WILLETTS,13253150700000,1,2021,79647,5854,5854.454600542784,0.9999223496339451,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13253220370000,2007,2405 N MILWAUKEE CHICAGO,13253220370000,1,2024,59321,9000,9030.95939989388,0.9965718592540408,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13261040230000,2022,3101 N MILWAUKEE CHICAGO,13261040230000/13261040240000/13261040250000/13261040260000/13261040270000,5,2024,26698,24461,24497.90626997687,0.9984934928899577,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,TRUE,FALSE,review_required,component_membership_changed_across_vintages,FALSE,use_exact_construction_year_parcel_union
commercial_13261110140000,2022,3653 W BARRY CHICAGO,13261110140000/13261110150000,2,2024,26707,7861,7964.325012482703,0.9870265198468472,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13261150010000,2015,3066 N MILWAUKEE CHICAGO,13261150010000/13261150020000/13261150030000/13261150040000,4,2024,26709,13412,13634.324799634516,0.9836937433351686,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13264050040000,2021,2755 N MILWAUKEE CHICAGO,13264050040000,1,2024,26774,24118,24059.87578548491,1.0024158152366753,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13281160080000,2014,2937 N CENTRAL CHICAGO,13281160080000/13281160090000/13281160420000/13281160460000/13281160470000,5,2024,26907,18954,19052.87159969518,0.9948106720198145,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13301010010000,2018,7129 W BELMONT CHICAGO,13301010010000,1,2024,27022,8802,8750.254492889391,1.0059136002447309,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13312050180000,2020,1634 N NATCHEZ CHICAGO,13312050180000/13315000020000,2,2024,27060,411729,411729.5751497799,0.9999986030884964,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_13352360210000,2012,3232 W ARMITAGE CHICAGO,13352360210000/13352360220000/13352360230000,3,2024,21312,9800,9894.29519995785,0.9904697405876618,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13353030380000,2011,3744 W CORTLAND CHICAGO,13353030380000/13353030390000/13353030400000/13353030410000/13353030420000,5,2024,21313,16687,16621.29540003836,1.0039530372561387,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13354150250000,2007,1752 N SPAULDING CHICAGO,13354150250000/13354150260000/13354150270000/13354150280000,4,2024,21316,24820,24819.831200119577,1.0000068010083978,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13354230170000,2014,1654 N KEDZIE CHICAGO,13354230170000/13354230180000,2,2024,27258,13275,13609.531999953091,0.9754192870148478,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13361070300000,2022,2845 W BELDEN CHICAGO,13361070300000/13361070310000/13361070320000/13361070330000,4,2024,59358,17917,17669.136619903147,1.0140280414051273,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13361150670000,2008,2013 N ALBANY CHICAGO,13361150370000/13361150670000,2,2024,59373,5689,8292.315600032569,0.6860568596759217,FALSE,FALSE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
