project_id,permit_chain_id,permit_records,directly_matched_permits,permit_numbers,permit_addresses,address_keys,earliest_application_date,earliest_issue_date,latest_issue_date,permit_statuses,work_descriptions,distinct_unit_counts,unit_counts,unit_contexts,resolved_chain_units,chain_resolution
commercial_14172290080000,permit_chain_100711273,1,1,100711273,813 W AGATITE AVE,813 W AGATITE,2017-09-13,2018-07-03,2018-07-03,COMPLETE,100711273: ***DIRECT DEVELOPER SERVICES*** 813-829 W AGATITE AVE - NEW CONSTRUCTION OF EIGHT (8) THREE (3) STORY TOWNHOMES AS PER PLANS.,0,,NA,NA,no_unit_count
commercial_14181140140000,permit_chain_100736146,3,1,100736146/100790205/100812192,4646 N DAMEN AVE,4646 N DAMEN,2018-03-19,2018-10-02,2019-04-02,EXPIRED,"100736146: ERECT A 4 STORY IIIB MASONRY 24 UNIT APARTMENT BUILDING WITH GROUND FLOOR COMMERCIAL, AS PER PLANS. - INLCUDING A 6'-0"" TALL FENCE**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT ** || 100790205: REVISION TO PERMIT NO. 100736146; CHANGE OF MASON CONTRACTOR TO MARK LOS MASONRY COMPANY || 100812192: REVISION TO PERMIT NO. 100736146; CHANGE OF MASON CONTRACTOR TO MARK LOS MASONRY CO INC",1,24,"100736146: 24 [ERECT A 4 STORY IIIB MASONRY 24 UNIT APARTMENT BUILDING WITH GROUND FLOOR COMMERCIAL, AS PER PLANS. - INLCUDING A 6'-0"" TALL FENCE**CERT]",24,single_unit_count
commercial_14194350290000,permit_chain_100689567,2,1,100689567/B100767600,3220 N LINCOLN AVE,3220 N LINCOLN,2017-09-20,2018-03-12,2018-06-14,COMPLETE,100689567: 5 STORY RESIDENTIAL BUILDING WITH 19 DWELLING UNITS AND PARKING AND ONE COMMERCIAL UNIT ON GROUND FLOOR.  TYPE I-C CONSTRUCTION. || B100767600: WE WILL BE TAKING OVER PERMIT NUMBER 100689567 LOCATED AT 3220 N LINCOLN AVE.,1,19,100689567: 19 [5 STORY RESIDENTIAL BUILDING WITH 19 DWELLING UNITS AND PARKING AND ONE COMMERCIAL UNIT ON GROUND FLOOR. TYPE I-C CONSTRUCTION.],19,single_unit_count
commercial_14201040060000,permit_chain_100817949,2,1,100817949/100944003,3839 N CLARK ST,3839 N CLARK,2019-07-03,2020-01-27,2021-10-12,COMPLETE,"100817949: ERECT A FIVE STORY MASONRY BUILDING CONTAINING NINE RESIDENTIAL UNITS WITH BALCONIES, A PARKING GARAGE ON THE GROUND FLOOR AND A GYMNASIUM TO BE USED BY THE TENANTS ON THE TOP FLOOR, AS PER PLANS. || 100944003: ALTERNATIVE CODE APPROVAL ON PERMIT #100817949 FOR SCHD 40 PVC TO USE IN LIEU OF CAST IRON FOR UNDERGROUND DRAINAGE AND ABOVE GROUND VENT PIPE FITTING",0,,NA,NA,no_unit_count
commercial_14202240190000,permit_chain_100890019,2,1,100890019/100944185,1118 W PATTERSON AVE,1118 W PATTERSON,2021-05-19,2021-07-26,2021-10-13,COMPLETE,"100890019: ***DIRECT DEVELOPER SERVICES*** CBC 2019; ERECT FOUR (4) STORY 18 DU RESIDENTIAL BUILDING WITH STAIR AND ELEVATOR LOBBY PENTHOUSE AT ROOF LEVEL; ROOF DECK WITH VERTICAL TRELLIS; 17-CAR ATTACHED GARAGE, 1 PARKING AND 1 LOADING ON SLAB; AND NINE (9) BICYCLE SPACES AS PER PLANS. CONSULTANT REVIEWER:GLOBETROTTERS ENGINEERING || 100944185: REVISION TO PERMIT NO 100890019 TO CHANGE VENT/REFRIG CONTRACTOR TO DCS MECHANICAL, CHANGE PLUMBER TO D.A.M. PLUMBING INC",1,18,100890019: 18 [***DIRECT DEVELOPER SERVICES*** CBC 2019; ERECT FOUR (4) STORY 18 DU RESIDENTIAL BUILDING WITH STAIR AND ELEVATOR LOBBY PENTHOUSE AT ROOF LEVEL; ROOF DECK WITH VERTICAL],18,single_unit_count
commercial_14202300160000,permit_chain_100264604,2,1,100264604/100278624,808 W ADDISON ST / 850 W ADDISON ST,808 W ADDISON/850 W ADDISON,2008-10-31,2009-03-27,2009-10-28,COMPLETE,"100264604: ERECT FOUR STORY OPEN AIR GARAGE WITH SITE WORK AS PER PLANS.  THE POLICE STATION BUILDING AND ITS CELL TOWER ARE NOT INCLUDED IN THIS PERMIT.                                                                                 A CERTIFICATE OF OCCUPANCY IS REQUIRED AS PART OF THIS PERMIT || 100278624: FOUNDATIONS  AND SUPERSTRUCTURE FOR MONO POLE CELL PHONE ANTENNA STRUCTURE.   SITE WORK, LANDSCAPE AND DRIVEWAYS ARE UNDER PERMIT #  100264604",0,,NA,NA,no_unit_count
commercial_14203000310000,permit_chain_100690738,2,2,100690738/100695945,3535 N ASHLAND AVE,3535 N ASHLAND,2017-07-11,2017-07-11,2017-10-19,COMPLETE,"100690738: ***DIRECT DEVELOPER SERVICES*** FOUNDATIONS ONLY FOR PROPOSED 5-STORY, 136 UNIT (96 MEMORY CARE UNITS ON FLRS 1-3 AND 40 ASSISTED LIVING UNITS ON FLRS 4-5). A-2 MULTIFAMILY RESIDENTIAL SENIOR ASSISTED LIVING FACILITY WITH 34 OUTDOOR PARKING SPACES. B2-3 NEIGHBORHOOD MIXED USE DISTRICT WITH AMENDED TYPE 1 ZONING AMENDMENT. || 100695945: ***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT TO ERECT 5-STORY, 136 UNIT (96 MEMORY CARE UNITS ON FLRS 1-3 AND 40 ASSISTED LIVING UNITS ON FLRS 4-5).A-2 MULTI FAMILY RESIDENTIAL SENIOR ASSISTED LIVING FACILITY WITH 34 OUTDOOR PARKING SPACES. B2-3 NEIGHBORHOOD MIXED USE DISTRICT WITH AMENDED TYPE 1 ZONING AMENDMENT. FOUNDATION PERMIT 100690738.",1,136,"100690738: 136 [***DIRECT DEVELOPER SERVICES*** FOUNDATIONS ONLY FOR PROPOSED 5-STORY, 136 UNIT (96 MEMORY CARE UNITS ON FLRS 1-3 AND 40 ASSISTED LIVING UNITS ON FLRS 4-5). A-2 MULTIFAMILY RESIDE] || 100695945: 136 [***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT TO ERECT 5-STORY, 136 UNIT (96 MEMORY CARE UNITS ON FLRS 1-3 AND 40 ASSISTED LIVING UNITS ON FLRS 4-5).A-2 MULTI FAMILY RESIDE]",136,single_unit_count
commercial_14203080100000,permit_chain_100912748,2,1,100912748/100947944,3421 N ASHLAND AVE / 3425 N ASHLAND AVE,3421 N ASHLAND/3425 N ASHLAND,2021-09-27,2021-10-06,2021-11-09,COMPLETE,"100912748: DDS 2019 CBC: NEW CONSTRUCTION OF 53-UNIT, 4-STORY APARTMENT BUILDING WITH 16 SURFACE PARKING SPACES AND LOADING BAY AT GROUND LEVEL. OCCUPIABLE ROOFTOP WITH ROOFTOP ACCESS AND MECHANICAL PENTHOUSE. (OCCUPANCY R-2; CONSTRUCTION TYPE IIIA)CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING || 100947944: ALTERNATIVE CODE APPROVAL PREMIT #100912748FURNISH AND INSTALL SCHD 40 PVC FOR ALL UNDERGROUND AND ABOVE GROUND PLUMBING.",0,,NA,NA,no_unit_count
commercial_14204020100000,permit_chain_100767640,1,1,100767640,1050 W CORNELIA AVE,1050 W CORNELIA,2019-05-07,2019-07-01,2019-07-01,COMPLETE,"100767640: NEW CONSTRUCTION 4 STORY RESIDENTIAL BUILDING WITH 8 DWELLING UNITS AND 1 EFFICIENCY UNIT, WITH 6 INDOOR PARKING SPACES AND INDOOR REFUSE AREA PER PLANS. **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **",2,1/8,"100767640: 8 [NEW CONSTRUCTION 4 STORY RESIDENTIAL BUILDING WITH 8 DWELLING UNITS AND 1 EFFICIENCY UNIT, WITH 6 INDOOR PARKING SPACES AND INDOOR REFUSE AREA PER PLANS. **CERTIFIED P] || 100767640: 1 [NEW CONSTRUCTION 4 STORY RESIDENTIAL BUILDING WITH 8 DWELLING UNITS AND 1 EFFICIENCY UNIT, WITH 6 INDOOR PARKING SPACES AND INDOOR REFUSE AREA PER PLANS. **CERTIFIED PLANS CORRECTIONS: COND]",NA,conflicting_unit_counts
commercial_14204030750000,permit_chain_100619000,2,1,100619000/B100619491,1023 W ADDISON ST,1023 W ADDISON,2015-10-16,2015-10-16,2015-10-19,COMPLETE,"100619000: PERMIT EXPIRES ON 12/16/2015 ERECTION STARTS: 10/17/2015, ERECTION ENDS: 11/4/2015.  ERECTION STARTS: 10/17/2015, ERECTION ENDS: 11/4/2015.  TENT - SELF-CERT - ERECT ONE(1) 66'X115' TENT15 DAY EVENT (10/20/15- 11/3/2015) SETUP 10/17/2015 - REMOVE 11/4/2015ASSEMBLY || B100619491: FROM A ""STANDALONE"" 55 KW GENERATOR, WE ARE HOOKING UP A 200 AMP DISTRIBUTION CENTER TO ATTACHED ""SO"" CABLING IN ""TRIP LESS"" RUNNERS WITH CAM-LOCS FOR FIVE (5) SPIDER BOX TO PROVIDE ELECTRICITY TO A TEMPORARY TENT UNDER DOB APPLICATION #100619000.",0,,NA,NA,no_unit_count
commercial_14204030750000,permit_chain_100619509,1,1,100619509,1023 W ADDISON ST,1023 W ADDISON,2015-10-20,2015-10-22,2015-10-22,COMPLETE,"100619509: PERMIT EXPIRES ON 12/22/2015 ERECTION STARTS: 10/17/2015, ERECTION ENDS: 11/4/2015.  ERECT ONE(1) 15'X45' TENT- 15 DAY EVENT (10/20/15- 11/3/2015) SELF CERTIFIED TENT PERMIT** CONDITIONAL APPROVAL** SUBJECT TO FIELD INSPECTION* AOR CERTIFICATION OF INSPECTION REQUIRED.",0,,NA,NA,no_unit_count
commercial_14204030750000,permit_chain_100619303,1,1,100619303,3505 N CLARK ST,3505 N CLARK,2015-10-22,2015-11-03,2015-11-03,COMPLETE,"100619303: PERMIT EXPIRES ON 01/03/2016 ERECTION STARTS: 10/19/2015, ERECTION ENDS: 11/7/2015.  TEMPORARY CANOPY FOR THE CHICAGO CUBS - DUECES AND DIAMOND CLUB EVENT ON OCT. 20, 2015. 1-20X90 CANOPY. PARTYTIME-HDO PRODUCTIONS, INC.**SELF CERTIFIED TENT PERMIT** CONDITIONAL APPROVAL** AOR CERTIFICATION OF INSPECTION REQUIRED.",0,,NA,NA,no_unit_count
commercial_14204030750000,permit_chain_100641106,1,1,100641106,1025 W ADDISON ST,1025 W ADDISON,2016-03-23,2016-06-16,2016-06-16,COMPLETE,100641106: CAISSONS ONLY FOR A PROPOSED 8 STORY 148 UNIT BUILDING - 1025 WEST ADDISON STREET,1,148,100641106: 148 [CAISSONS ONLY FOR A PROPOSED 8 STORY 148 UNIT BUILDING - 1025 WEST ADDISON STREET],148,single_unit_count
commercial_14204030750000,permit_chain_100672840,3,3,100672840/100730728/100861103,3505 N CLARK ST,3505 N CLARK,2016-10-24,2016-10-25,2020-02-06,COMPLETE,"100672840: PERMIT EXPIRES ON 12/25/2016 ERECTION STARTS: 10/7/2016, ERECTION ENDS: 12/6/2016.  DUECES AND DIAMOND CLUB. ERECT 20X90 CANOPY. PARTYTIME PRODUCTIONS INC.**SELF CERTIFIED TENT PERMIT** CONDITIONAL APPROVAL** SUBJECT TO FIELD INSPECTION ** AOR CERTIFICATION OF INSPECTION REQUIRED. || 100730728: PERMIT EXPIRES ON 12/17/2017 ERECTION STARTS: 10/16/2017, ERECTION ENDS: 12/16/2017.  SELF-CERT. DUECES AND DIAMOND CLUB REINSTATEMENT. SAME TENT AS 2016 PERMIT 100672840. 1-20X90 CANOPY. PARTYTIME PRODUCTIONS, INC.**SELF CERTIFIED TENT PERMIT ** CONDITIONAL APPROVAL ** SUBJECT TO FIELD INSPECTION ** AOR CERTIFICATION OF INSPECTION REQUIRED. || 100861103: PERMIT EXPIRES ON 04/06/2020 ERECTION STARTS: 2/7/2020, ERECTION ENDS: 4/7/2020.  SELF-CERT. ACAR REQ'D. DUECES AND THE DIAMOND CLUB REINSTATEMENT. SAME TENT AS 2016 PERMIT 100672840. 1-20X90 CANOPY.  PARTYTIME/HDO PRODUCTIONS, INC.**** SELF CERTIFICATION **** CONDITIONAL APPROVAL **** SUBJECT TO FIELD INSPECTION **** AOR CERTIFICATE OF INSPECTION REQUIRED ****",0,,NA,NA,no_unit_count
commercial_14204030750000,permit_chain_100668266,1,1,100668266,1025 W ADDISON ST,1025 W ADDISON,2016-10-31,2016-11-04,2016-11-04,COMPLETE,"100668266: FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A PEINER SK415 TEMPORARY TOWER CRANE, AS PER PLANS.",0,,NA,NA,no_unit_count
commercial_14204030750000,permit_chain_100684427,3,1,100684427/100731074/100761031,1025 W ADDISON ST,1025 W ADDISON,2016-12-23,2016-12-28,2018-08-07,COMPLETE,"100684427: NEW CONSTRUCTION. FULL PERMIT SUBMITTAL TO INCLUDE PARTRIAL BASEMENT LEVEL PARKING GARAGE, UNDERGROUND UTILITIES, FOUNDATION AND GROUND FLOOR SLAB FOR A NEW 8 STORY MIXED USE RESIDENTIAL [148 UNITS] / COMMERCIAL DEVELOPMENT. || 100731074: *DIRECT DEVELOPER SERVICES* REVISION TO PERMIT #100684427 (D15061-03) TO UPDATE 1ST, 2ND, 4TH-8TH FLOOR STRUCTURAL FRAMING, FROST WALLS AND GRADE BEAMS THROUGHOUT BUILDING AS PER PLANS.  8 STORIES. 148 DWELLING UNITS. || 100761031: *DIRECT DEVELOPER SERVICES*  REVISION TO PERMIT #100684427 TO PARTITION AND DOOR LOCATIONS FOR FUTURE TENANTS ON FLOORS 1-3. GRASS/CONCRETE DESIGNATIONS AT SHARED AMENITY AREA ON 5TH FLOOR. PROPOSED SEPARATION FOR AMENITY AREA AND POOL DECK ON 6TH FLOOR. 2,820 SF.",1,148,"100684427: 148 [E, UNDERGROUND UTILITIES, FOUNDATION AND GROUND FLOOR SLAB FOR A NEW 8 STORY MIXED USE RESIDENTIAL [148 UNITS] / COMMERCIAL DEVELOPMENT.] || 100731074: 148 [FLOOR STRUCTURAL FRAMING, FROST WALLS AND GRADE BEAMS THROUGHOUT BUILDING AS PER PLANS. 8 STORIES. 148 DWELLING UNITS.]",148,single_unit_count
commercial_14204030750000,permit_chain_100694388,1,1,100694388,1025 W ADDISON ST,1025 W ADDISON,2017-07-24,2017-10-10,2017-10-10,COMPLETE,"100694388: INSTALLATION AND OPERATION OF A CHAMPION US7000 SINGLE CAR HOIST TOWER WITH A 7,000 LBS. CAR CAPACITY, AS PER PLANS.",0,,NA,NA,no_unit_count
commercial_14204030750000,permit_chain_100897813,3,1,100897813/100957329/100990522,3505 N CLARK ST,3505 N CLARK,2020-11-02,2020-11-02,2022-09-30,COMPLETE,"100897813: PERMIT EXPIRES ON 01/02/2021 ERECTION STARTS: 10/30/2020, ERECTION ENDS: 1/30/2021.  SELF CERT. DEUCES AND THE DIAMOND - DINING TENT. 1-30X80 TENT. PARTYTIME-HDO OPERATIONS, LLC.  ***** SELF CERTIFICATION **** CONDITIONAL APPROVAL ***** SUBJECT TO FIELD INSPECTION **** AOR CERTIFICATE OF INSPECTION REQUIRED **** || 100957329: PERMIT EXPIRES ON 04/03/2022 ERECTION STARTS: 2/4/2022, ERECTION ENDS: 6/2/2022.  SELF CERT. 1-30' X 80' DINING TENT FOR THE DEUCES AND THE DIAMOND CLUB IN THEIR COURTYARD . PARTYTIME-HDO OPERATIONS, INC. TENT REINSTATEMENT 100897813 **** SELF CERTIFICATION **** CONDITIONAL APPROVAL **** SUBJECT TO FIELD INSPECTION **** AOR CERTIFICTE OF INSPECTION REQUIRED **** || 100990522: PERMIT EXPIRES ON 11/30/2022 ERECTION STARTS: 10/2/2022, ERECTION ENDS: 03/31/2023.  SELF CERT. REINSTATEMENT OF PERMIT 100897813- SAME 1-30 X 80 DINING TENT FOR THE DEUCES AND THE DIAMOND CLUB IN THEIR COURTYARD . PARTYTIME-HDO OPERATIONS, INC.  ***** SELF CERTIFICATION **** CONDITIONAL APPROVAL ***** SUBJECT TO FIELD INSPECTION **** AOR CERTIFICATE OF INSPECTION REQUIRED ****",0,,NA,NA,no_unit_count
commercial_14204180360000,permit_chain_100794249,3,2,100794249/100856838/100879049,918 W SCHOOL ST,918 W SCHOOL,2018-12-04,2019-12-05,2020-08-05,COMPLETE,"100794249: *DIRECT DEV SERVICES* NEW CONSTRUCTION OF AN 8-STORY HIGH RISE APARTMENT BUILDING WITH 140 DU, GROUND FLOOR RETAIL AND PARKING ON DEEP FOUNDATIONS WITH NO BASEMENT. || 100856838: CHANGE OF PROPERTY OWNER TO 3300 N CLARK LLC FOR  # 100794249 || 100879049: **DIRECT DEV SERVICES** REVISION TO PERMIT 100794249. REVISIONS INCLUDE NEW BLACK IRON DUCT FOR FUTURE TENANT AND REVISION TO DWELLING UNIT KITCHENS.",1,140,"100794249: 140 [*DIRECT DEV SERVICES* NEW CONSTRUCTION OF AN 8-STORY HIGH RISE APARTMENT BUILDING WITH 140 DU, GROUND FLOOR RETAIL AND PARKING ON DEEP FOUNDATIONS WITH NO BASEMENT.]",140,single_unit_count
commercial_14204200460000,permit_chain_100855074,1,1,100855074,3312 N HALSTED ST,3312 N HALSTED,2020-06-08,2020-07-27,2020-07-27,COMPLETE,"100855074: ERECT NEW 4 STORY, TYPE III-B BUILDING WITH GROUND FLOOR RETAIL SPACE AND 7 RESIDENTIAL UNITS THROUGHOUT. PROVIDE 2 UNENCLOSED PARKING SPACES AT GRADE PER PLANS.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS.)",1,7,"100855074: 7 [ERECT NEW 4 STORY, TYPE III-B BUILDING WITH GROUND FLOOR RETAIL SPACE AND 7 RESIDENTIAL UNITS THROUGHOUT. PROVIDE 2 UNENCLOSED PARKING SPACES AT GRADE PER PLANS.(CONDITIONAL PERMIT SUBJECT TO F]",7,single_unit_count
commercial_14211000120000,permit_chain_100678630,3,2,100678630/100742484/100746136,734 W SHERIDAN RD,734 W SHERIDAN,2017-04-03,2017-04-03,2018-03-14,COMPLETE,"100678630: ***DIRECT DEVELOPER SERVICES*** NEW TEN (10) STORY 100 DWELLING UNIT RESIDENTIAL BUILDING; WITH GROUND FLOOR COMMERCIAL AND 59 PARKING SPACES; ALL AS PER PLANS || 100742484: REVISION TO PERMIT # 100678630 TO CHANGE VENT CONTRACTOR ONLY TO BLACKHAWK HVAC, INC. || 100746136: ***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100678630; REVISIONS ARE TO MECHANICAL SYSTEMS (SWITCH FROM FLOOR-MOUNTED VRF UNITS TO CEILING-MOUNTED VRF UNITS IN SOME RESIDENTIAL UNITS); ALL AS PER PLANS",1,100,100678630: 100 [***DIRECT DEVELOPER SERVICES*** NEW TEN (10) STORY 100 DWELLING UNIT RESIDENTIAL BUILDING; WITH GROUND FLOOR COMMERCIAL AND 59 PARKING SPACES; ALL AS PER PLANS],100,single_unit_count
commercial_14211000120000,permit_chain_100720846,1,1,100720846,734 W SHERIDAN RD,734 W SHERIDAN,2017-08-24,2017-09-19,2017-09-19,COMPLETE,"100720846: INSTALLATION OF TEMPORARY SINGLE 6,000LBS RACK AND PINION ELEVATOR",0,,NA,NA,no_unit_count
commercial_14213040110000,permit_chain_100875573,3,3,100875573/100889829/100895324,3478 N BROADWAY,3478 N BROADWAY,2020-05-27,2020-09-11,2020-12-16,COMPLETE,100875573: DIRECT DEVELOPER SERVICES: FOUNDATION AND CAISSONS ONLY: NEW CONSTRUCTION OF A 7-STORY+ ROOF AMENITY BLDG. WITH 198 D.U.'S AND COMMERCIAL ON GRADE LEVEL AS PER PLANS. || 100889829: DIRECT DEVELOPER SERVICES: SUPERSTRUCTURE ONLY: NEW CONSTRUCTION OF A 7-STORY+ ROOF AMENITY POST TENSIONED CONCRETE MIXED USE RESIDENTIAL BLDG WITH INTERIOR ATRIUM. FOUNDATION PERMIT UNDER 100875573. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING || 100895324: DIRECT DEVELOPER SERVICES: PHASE III-FULL BUILDING: NEW 7-STORY + ROOF TOP AMENITY POST TENSIONED CONCRETE MIXED USE RESIDENTIAL BLDG WITH INTERIOR ATRIUM. GROUND FLR INCLUDES COMMERCIAL AND AMENITY SPACE AND ENCLOSED GARAGE FOR RES USE ONLY. FLRS 2-7 INCLUDE 198 D.U.'SAND AMENITY SPACES WITHIN THE ATRIUM. ROOF LVL INCLUDES AN ENCLOSED AMENITY SPACE AND TERRACE OPEN TO SKY WITH OUTDOOR POOL AND SPA. FOUNDATION PERMIT #100875573 AND SUPERSTRUCTURE PERMIT #100889829,1,198,100875573: 198 [OPER SERVICES: FOUNDATION AND CAISSONS ONLY: NEW CONSTRUCTION OF A 7-STORY+ ROOF AMENITY BLDG. WITH 198 D.U.'S AND COMMERCIAL ON GRADE LEVEL AS PER PLANS.] || 100895324: 198 [ND FLR INCLUDES COMMERCIAL AND AMENITY SPACE AND ENCLOSED GARAGE FOR RES USE ONLY. FLRS 2-7 INCLUDE 198 D.U.'SAND AMENITY SPACES WITHIN THE ATRIUM. ROOF LVL INCLUDES AN ENCLOSED AMENITY SPACE AND TERRACE OPE],198,single_unit_count
commercial_14213040110000,permit_chain_100880042,1,1,100880042,3460 N BROADWAY,3460 N BROADWAY,2020-08-18,2020-09-22,2020-09-22,COMPLETE,"100880042: FOUNDATION DESIGN FOR THE PHASE 1 INSTALLATION AND OPERATION OF A MANITOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.",0,,NA,NA,no_unit_count
commercial_14213040110000,permit_chain_100892074,1,1,100892074,3478 N BROADWAY,3478 N BROADWAY,2020-09-22,2020-09-23,2020-09-23,COMPLETE,100892074: *** HOIST PERMIT *** DUAL 8000LB RACK & PINION ELEVATOR,0,,NA,NA,no_unit_count
commercial_14213120380000,permit_chain_100588610,5,1,100588610/100654628/100686563/100709632/B100654634,434 W MELROSE ST,434 W MELROSE,2015-04-03,2015-04-03,2017-06-13,COMPLETE,"100588610: ERECT NEW 9 STORY MASONRY BUILDING WITH 25 INDOOR PARKING SPACES 23 RESIDENTIAL UNITS TYPE 1B CONSTRUCTION - GREEN ROOF 434 WEST MELROSE STREET  [SEE REVISION PERMIT #100686563 TO DE-CONVERT TO 18 DWELLING UNITS] || 100654628: REVISION TO PERMIT #100588610 TO CHANGE THE MASON TO RASCO MASON CONTRACTOR, HVAC & REFRIGERATION TO GHC MECHANICAL, INC. PLUMBER TO D.A.M. PLUMBING. || B100654634: CHANGE ELECTRICAL CONTRACTOR ON BUILDING PERMIT # 100588610 ISSUED ON 04/03/2015. RDK ELECTRIC, INC. IS THE NEW ELECTRICAL CONTRACTOR. || 100686563: DIRECT DEVELOPER SERVICE: REVISION TO PERMIT NUMBER D15038-01 (100588610) INTERIOR ALTERATIONS TO FIRST FLOOR LOBBY AREA, INTERIOR MEZZANINE LEVEL, UNITS 201 THRU 902 AS PER PLANS...DE-CONVERT FROM 23 RESIDENTIAL UNITS TO 18 RESIDENTIAL UNITS.TOTAL NUMBER OF PARKING SPACES = 25ARCHITECTURAL, MECHANICAL, PLUMBING AND ELECTRICAL WORK, NO STRUCTURAL WORK SHALL BE PERFORMED UNDER THIS REVISION TO PERMIT. || 100709632: REVISION TO PERMIT 100686563, INTERIOR ALTERATIONS TO UNITS 201,503,701 AND 901 AS PER PLANS",2,18/23,"100588610: 23 [ERECT NEW 9 STORY MASONRY BUILDING WITH 25 INDOOR PARKING SPACES 23 RESIDENTIAL UNITS TYPE 1B CONSTRUCTION - GREEN ROOF 434 WEST MELROSE STREET [SEE REVISION PERMIT #100686563 TO DE-CO] || 100588610: 18 [CONSTRUCTION - GREEN ROOF 434 WEST MELROSE STREET [SEE REVISION PERMIT #100686563 TO DE-CONVERT TO 18 DWELLING UNITS]] || 100686563: 23 [FIRST FLOOR LOBBY AREA, INTERIOR MEZZANINE LEVEL, UNITS 201 THRU 902 AS PER PLANS...DE-CONVERT FROM 23 RESIDENTIAL UNITS TO 18 RESIDENTIAL UNITS.TOTAL NUMBER OF PARKING SPACES = 25ARCHITECTURAL, MECHANICAL, PLUMBING AND] || 100686563: 18 [INTERIOR MEZZANINE LEVEL, UNITS 201 THRU 902 AS PER PLANS...DE-CONVERT FROM 23 RESIDENTIAL UNITS TO 18 RESIDENTIAL UNITS.TOTAL NUMBER OF PARKING SPACES = 25ARCHITECTURAL, MECHANICAL, PLUMBING AND ELECTRICAL WORK, NO STRU]",NA,conflicting_unit_counts
commercial_14281230200000,permit_chain_100664475,3,1,100664475/100693059/B100696908,508 W DIVERSEY PKWY,508 W DIVERSEY PKWY,2016-08-12,2016-08-12,2017-03-23,COMPLETE/PHASED PERMITTING,100664475: NEW 12 STORY BUILDING FOUNDATION ONLY- 508 WEST DIVERSEY PARKWAY || 100693059: REVISION TO PERMIT# 100664475- NEW 12 STORY BUILDING; FOUNDATION REVISIONS ONLY- 508 WEST DIVERSEY AVENUE || B100696908: CHANGE OF CONTRACTOR FOR PERMIT #100693059,0,,NA,NA,no_unit_count
commercial_14281230200000,permit_chain_100681213,2,1,100681213/100748633,508 W DIVERSEY PKWY,508 W DIVERSEY PKWY,2017-04-27,2017-04-27,2018-04-06,COMPLETE,"100681213: DIRECT DEVELOPER SERVICES FOR NEW TWELVE STORY BUILDING WITH FULL BASEMENT FOR STORAGE & MEP FIRST FLOOR RETAIL PARKING FLOORS TWO AND THREE FLOOR 4 - 11 TO BE 53 RESIDENTIAL UNITS AND 12TH FLOOR AMENITY DECK WITH GREEN ROOF AND 54 INDOOR PARKING SPACES AS PER PLANS || 100748633: DIRECT DEVELOPER SERVICES** REVISION TO PERMIT # 100681213 EXTERIOR ALTERATION TO 10TH FLOOR HEIGHT, REVISIONS TO MECHANICAL SYSTEMS, RESIDENTIAL UNIT REVISONS PER PLANS, ADDITION OF CENTRAL HOT WATER HEATING SYSTEM, AND REMOVAL OF GREEN ROOFING PER DEPARTMENT OF PLANNING ADMINISTARIVE RELIEF 02/09/2018",1,53,100681213: 53 [FULL BASEMENT FOR STORAGE & MEP FIRST FLOOR RETAIL PARKING FLOORS TWO AND THREE FLOOR 4 - 11 TO BE 53 RESIDENTIAL UNITS AND 12TH FLOOR AMENITY DECK WITH GREEN ROOF AND 54 INDOOR PARKING SPACES AS PER PLANS],53,single_unit_count
commercial_14281230200000,permit_chain_100718722,1,1,100718722,508 W DIVERSEY PKWY,508 W DIVERSEY PKWY,2017-08-04,2017-09-11,2017-09-11,COMPLETE,100718722: INSTALLATION OF TEMPORARY SINGLE 7000LBS USA RACK AND PINION ELEVATOR,0,,NA,NA,no_unit_count
commercial_14283160520000,permit_chain_100861679,1,1,100861679,516 W ARLINGTON PL,516 W ARLINGTON,2020-11-05,2020-11-10,2020-11-10,COMPLETE,100861679: ***DIRECT DEVELOPER SERVICES*** NEW NINE (9) STORY FOURTEEN (14) DWELLING UNIT RESIDENTIAL BUILDING WITH FOURTEEN (14) PARKING SPACES AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,1,14,100861679: 14 [***DIRECT DEVELOPER SERVICES*** NEW NINE (9) STORY FOURTEEN (14) DWELLING UNIT RESIDENTIAL BUILDING WITH FOURTEEN (14) PARKING SPACES AS PER PLANS. CONSULTANT REVIEWER: GLOBETROT],14,single_unit_count
