project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,direct_permit_ids,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,selected_vintage,selected_source_addresses,selected_property_type_use,selected_property_description,observed_2021,observed_2024,selected_vintage_conflict,stable_component_membership,substantive_unit_change,substantive_building_change,substantive_land_change,selected_parser_repair,selected_parser_residue,same_address_cross_family,documented_manual_case,student_housing,permit_unit_mismatch,permit_unit_evidence,documented_case_pins,documented_case_actions,documented_case_evidence,documented_case_confidence,candidate_status,decision_reason,units_2021,units_2024,permit_addresses,addresses_with_unit_counts,addresses_with_resolved_units,resolved_address_unit_sum,resolved_permit_unit_values,resolved_permit_address_evidence,unit_permit_chain_ids,unit_permit_numbers,unit_permit_addresses,unit_permit_counts,unit_permit_contexts,unit_permit_descriptions,stable_two_vintages,changed_two_vintages,only_2021,only_2024,permit_supports_2021,permit_supports_2024,source_count_pattern,recommended_units,recommended_units_source,unit_review_required,unit_review_reason
commercial_14204030750000,commercial,commercial_entity_family,14204030750000/14204030760000,2,2018,148,NA,93744,commercial_2024,40195,permit_chain_100619000/permit_chain_100619303/permit_chain_100619509/permit_chain_100641106/permit_chain_100668266/permit_chain_100672840/permit_chain_100684427/permit_chain_100694388/permit_chain_100897813,100619000/100619303/100619509/100641106/100668266/100672840/100684427/100694388/100730728/100861103/100897813/100957329/100990522,2699853/2700426/2700857/2740601/2785699/2792902/2812519/2829803/2888502/3104653/3153400,commercial_2024_rows:40195,commercial_2024_apartment_unit_sum_rows:40195,commercial_2024_rows:40195,commercial_2024_rows:40195,307.8209965651628,TRUE,2024,1025  ADDISON CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148,NA,NA,NA,NA,review_required,missing_or_nonpositive_building_area,NA,148,3,1,1,148,148,1025 W ADDISON=148,permit_chain_100641106 / permit_chain_100684427,100641106 / 100684427/100731074/100761031,1025 W ADDISON ST / 1025 W ADDISON ST,148 / 148,"100641106: 148 [CAISSONS ONLY FOR A PROPOSED 8 STORY 148 UNIT BUILDING - 1025 WEST ADDISON STREET] || 100684427: 148 [E, UNDERGROUND UTILITIES, FOUNDATION AND GROUND FLOOR SLAB FOR A NEW 8 STORY MIXED USE RESIDENTIAL [148 UNITS] / COMMERCIAL DEVELOPMENT.] || 100731074: 148 [FLOOR STRUCTURAL FRAMING, FROST WALLS AND GRADE BEAMS THROUGHOUT BUILDING AS PER PLANS. 8 STORIES. 148 DWELLING UNITS.]","100641106: CAISSONS ONLY FOR A PROPOSED 8 STORY 148 UNIT BUILDING - 1025 WEST ADDISON STREET || 100684427: NEW CONSTRUCTION. FULL PERMIT SUBMITTAL TO INCLUDE PARTRIAL BASEMENT LEVEL PARKING GARAGE, UNDERGROUND UTILITIES, FOUNDATION AND GROUND FLOOR SLAB FOR A NEW 8 STORY MIXED USE RESIDENTIAL [148 UNITS] / COMMERCIAL DEVELOPMENT. || 100731074: *DIRECT DEVELOPER SERVICES* REVISION TO PERMIT #100684427 (D15061-03) TO UPDATE 1ST, 2ND, 4TH-8TH FLOOR STRUCTURAL FRAMING, FROST WALLS AND GRADE BEAMS THROUGHOUT BUILDING AS PER PLANS.  8 STORIES. 148 DWELLING UNITS. || 100761031: *DIRECT DEVELOPER SERVICES*  REVISION TO PERMIT #100684427 TO PARTITION AND DOOR LOCATIONS FOR FUTURE TENANTS ON FLOORS 1-3. GRASS/CONCRETE DESIGNATIONS AT SHARED AMENITY AREA ON 5TH FLOOR. PROPOSED SEPARATION FOR AMENITY AREA AND POOL DECK ON 6TH FLOOR. 2,820 SF.",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2024_only,148,commercial_2024_only_report,FALSE,unit_count_resolved
commercial_14204090300000,commercial,commercial_entity_family,14204090300000,1,2014,16,16620,7750,commercial_2024,40339,permit_chain_100598066,100598066,2662900,commercial_2024_rows:40339,commercial_2024_apartment_unit_sum_rows:40339,commercial_2021_field_fallback_rows:66512,commercial_2024_rows:40339,521.8152034691398,FALSE,2024,1045 W CORNELIA CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,NA,NA,NA,NA,retain_mechanical,stable_membership_2021_field_fallback,16,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,16,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204180120000,commercial,commercial_entity_family,14204180120000,1,2023,10,NA,5600,commercial_2024,39893,permit_chain_100929281,100929281,3196157,commercial_2024_rows:39893,commercial_2024_apartment_unit_sum_rows:39893,commercial_2024_rows:39893,commercial_2024_rows:39893,470.629852787575,FALSE,2024,3335 N SHEFFIELD CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,NA,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2024_only,10,commercial_2024_only_report,FALSE,unit_count_resolved
commercial_14204180240000,commercial,commercial_entity_family,14204180240000,1,2011,9,18132,4995,commercial_2024,39812,permit_chain_100471558,100471558,2433060,commercial_2024_rows:39812,commercial_2024_apartment_unit_sum_rows:39812,commercial_2021_field_fallback_rows:66064,commercial_2024_rows:39812,479.258911222904,FALSE,2024,3301 N SHEFFIELD CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,NA,NA,retain_mechanical,stable_membership_2021_field_fallback,9,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,9,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204180360000,commercial,commercial_entity_family,14204180360000,1,2021,139,123832,23267,commercial_2024,39920,permit_chain_100794249,100794249/100879049,2993393/3128722,commercial_2024_rows:39920,commercial_2024_apartment_unit_sum_rows:39920,commercial_2021_field_fallback_rows:66591,commercial_2024_rows:39920,471.9470021906975,FALSE,2024,3300 N CLARK CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,140,NA,NA,NA,NA,review_required,permit_unit_counts_do_not_include_assessor_count,140,139,1,1,1,140,140,918 W SCHOOL=140,permit_chain_100794249,100794249/100856838/100879049,918 W SCHOOL ST,140,"100794249: 140 [*DIRECT DEV SERVICES* NEW CONSTRUCTION OF AN 8-STORY HIGH RISE APARTMENT BUILDING WITH 140 DU, GROUND FLOOR RETAIL AND PARKING ON DEEP FOUNDATIONS WITH NO BASEMENT.]","100794249: *DIRECT DEV SERVICES* NEW CONSTRUCTION OF AN 8-STORY HIGH RISE APARTMENT BUILDING WITH 140 DU, GROUND FLOOR RETAIL AND PARKING ON DEEP FOUNDATIONS WITH NO BASEMENT. || 100856838: CHANGE OF PROPERTY OWNER TO 3300 N CLARK LLC FOR  # 100794249 || 100879049: **DIRECT DEV SERVICES** REVISION TO PERMIT 100794249. REVISIONS INCLUDE NEW BLACK IRON DUCT FOR FUTURE TENANT AND REVISION TO DWELLING UNIT KITCHENS.",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,changed_2021_2024,NA,NA,TRUE,permit_supports_earlier_count_against_2024_report
commercial_14204190020000,commercial,commercial_entity_family,14204190020000,1,1999,22,23307,6250,commercial_2024,40186,NA,NA,NA,commercial_2024_rows:40186,commercial_2024_apartment_unit_sum_rows:40186,commercial_2021_field_fallback_rows:66455,commercial_2024_rows:40186,387.1683598257392,TRUE,2024,3349 N CLARK CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,22,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,22,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204190780000,commercial,commercial_entity_family,14204190780000,1,2005,8,21000,6235,commercial_2024,39805,NA,NA,NA,commercial_2024_rows:39805,commercial_2024_apartment_unit_sum_rows:39805,commercial_2021_field_fallback_rows:66104,commercial_2024_rows:39805,378.72629097538527,TRUE,2024,3355 N CLARK CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,8,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204200420000,commercial,commercial_entity_family,14204200420000,1,2023,7,9708,3128,commercial_2024,40003,permit_chain_100979966,100979966,3269047,commercial_2024_rows:40003,commercial_2024_apartment_unit_sum_rows:40003,commercial_2024_rows:40003,commercial_2024_rows:40003,327.4253607273565,TRUE,2024,3322 N HALSTED CHICAGO,Multifamily-Mixed Use Low rise (3 floors or less),NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,NA,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2024_only,7,commercial_2024_only_report,FALSE,unit_count_resolved
commercial_14204200460000,commercial,commercial_entity_family,14204200460000,1,2021,6,9869,3125,commercial_2024,39833,permit_chain_100855074,100855074,3093701,commercial_2024_rows:39833,commercial_2024_apartment_unit_sum_rows:39833,commercial_2021_field_fallback_rows:66606,commercial_2024_rows:39833,357.6762404671267,TRUE,2024,3312 N HALSTED CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,NA,NA,NA,NA,review_required,permit_unit_counts_do_not_include_assessor_count,6,6,1,1,1,7,7,3312 N HALSTED=7,permit_chain_100855074,100855074,3312 N HALSTED ST,7,"100855074: 7 [ERECT NEW 4 STORY, TYPE III-B BUILDING WITH GROUND FLOOR RETAIL SPACE AND 7 RESIDENTIAL UNITS THROUGHOUT. PROVIDE 2 UNENCLOSED PARKING SPACES AT GRADE PER PLANS.(CONDITIONAL PERMIT SUBJECT TO F]","100855074: ERECT NEW 4 STORY, TYPE III-B BUILDING WITH GROUND FLOOR RETAIL SPACE AND 7 RESIDENTIAL UNITS THROUGHOUT. PROVIDE 2 UNENCLOSED PARKING SPACES AT GRADE PER PLANS.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,6,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204240310000,commercial,commercial_entity_family,14204240310000/14204240320000,2,1999,9,25651,9300,commercial_2024,39780,NA,NA,NA,commercial_2024_rows:39780,commercial_2024_apartment_unit_sum_rows:39780,commercial_2021_field_fallback_rows:65705,commercial_2024_rows:39780,387.3211838147568,TRUE,2024,3236 N SHEFFIELD CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,9,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,9,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204250340000,commercial,commercial_entity_family,14204250340000,1,2007,6,11900,6347,commercial_2024,39776,NA,NA,NA,commercial_2024_rows:39776,commercial_2024_apartment_unit_sum_rows:39776,commercial_2021_field_fallback_rows:65927,commercial_2024_rows:39776,438.3075187659451,TRUE,2024,3221 N SHEFFIELD CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,retain_mechanical,stable_membership_2021_field_fallback,6,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,6,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204260160000,commercial,commercial_entity_family,14204260160000/14204260170000,2,2006,24,33600,10891,commercial_2024,39863,NA,NA,NA,commercial_2024_rows:39863,commercial_2024_apartment_unit_sum_rows:39863,commercial_2021_field_fallback_rows:66432,commercial_2024_rows:39863,539.3992374548308,FALSE,2024,922 W BELMONT CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,retain_mechanical,stable_membership_2021_field_fallback,24,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,24,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204260340000,commercial,commercial_entity_family,14204260340000,1,2017,24,31183,7500,commercial_2024,39972,permit_chain_100659793,100659793,2771555,commercial_2024_rows:39972,commercial_2024_apartment_unit_sum_rows:39972,commercial_2021_field_fallback_rows:66510,commercial_2024_rows:39972,578.5296569254936,FALSE,2024,3226 N CLARK CHICAGO,Multifamily-Mixed Income,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,NA,NA,NA,NA,retain_mechanical,stable_membership_2021_field_fallback,24,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,24,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204260580000,commercial,commercial_entity_family,14204260580000,1,2017,90,99971,25685,commercial_2024,39907,NA,NA,NA,commercial_2024_rows:39907,commercial_2024_apartment_unit_sum_rows:39907,commercial_2021_field_fallback_rows:66319,commercial_2024_rows:39907,600.3326572107466,FALSE,2024,3200 N CLARK CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,retain_mechanical,stable_membership_2021_field_fallback,90,90,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,90,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14204260610000,commercial,commercial_entity_family,14204260610000,1,2023,22,NA,6078,commercial_2024,40034,NA,NA,NA,commercial_2024_rows:40034,commercial_2024_apartment_unit_sum_rows:40034,commercial_2024_rows:40034,commercial_2024_rows:40034,517.7345993170726,FALSE,2024,913 W SCHOOL CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,NA,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2024_only,22,commercial_2024_only_report,FALSE,unit_count_resolved
commercial_14204270080000,commercial,commercial_entity_family,14204270080000,1,2023,32,NA,15000,commercial_2024,39910,permit_chain_100922855,100922855/100930161,3187033/3197396,commercial_2024_rows:39910,commercial_2024_apartment_unit_sum_rows:39910,commercial_2024_rows:39910,commercial_2024_rows:39910,558.3571313588246,FALSE,2024,3211 N CLARK CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,NA,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2024_only,32,commercial_2024_only_report,FALSE,unit_count_resolved
commercial_14211000120000,commercial,commercial_entity_family,14211000120000,1,2017,97,144981,20600,commercial_2024,39927,permit_chain_100678630/permit_chain_100720846,100678630/100720846/100746136,2802274/2872763/2915287,commercial_2024_rows:39927,commercial_2024_apartment_unit_sum_rows:39927,commercial_2021_field_fallback_rows:66539,commercial_2024_rows:39927,391.8781410464513,TRUE,2024,730 W SHERIDAN CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,100,NA,NA,NA,NA,review_required,permit_unit_counts_do_not_include_assessor_count,97,97,1,1,1,100,100,734 W SHERIDAN=100,permit_chain_100678630,100678630/100742484/100746136,734 W SHERIDAN RD,100,100678630: 100 [***DIRECT DEVELOPER SERVICES*** NEW TEN (10) STORY 100 DWELLING UNIT RESIDENTIAL BUILDING; WITH GROUND FLOOR COMMERCIAL AND 59 PARKING SPACES; ALL AS PER PLANS],"100678630: ***DIRECT DEVELOPER SERVICES*** NEW TEN (10) STORY 100 DWELLING UNIT RESIDENTIAL BUILDING; WITH GROUND FLOOR COMMERCIAL AND 59 PARKING SPACES; ALL AS PER PLANS || 100742484: REVISION TO PERMIT # 100678630 TO CHANGE VENT CONTRACTOR ONLY TO BLACKHAWK HVAC, INC. || 100746136: ***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100678630; REVISIONS ARE TO MECHANICAL SYSTEMS (SWITCH FROM FLOOR-MOUNTED VRF UNITS TO CEILING-MOUNTED VRF UNITS IN SOME RESIDENTIAL UNITS); ALL AS PER PLANS",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,97,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14211020430000,commercial,commercial_entity_family,14211020430000,1,2020,134,166493,32476,commercial_2024,40008,permit_chain_100649275/permit_chain_100670175/permit_chain_100772098,100649275/100670175/100677550/100772098,2754188/2788808/2800493/2957693,commercial_2024_rows:40008,commercial_2024_apartment_unit_sum_rows:40008,commercial_2021_field_fallback_rows:66595,commercial_2024_rows:40008,343.23255516158196,TRUE,2024,3835  BROADWAY CHICAGO,"Multifamily-Mixed Use, Mid rise (4 to 12 floors)",NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,134,NA,NA,NA,NA,retain_mechanical,stable_membership_2021_field_fallback,125,134,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,changed_2021_2024,134,commercial_2024_primary_report,FALSE,unit_count_resolved
commercial_14211060160000,commercial,commercial_entity_family,14211060160000,1,2002,180,246582,26369,commercial_2024,40974,NA,NA,NA,commercial_2024_rows:40974,commercial_2024_apartment_unit_sum_rows:40974,commercial_2021_field_fallback_rows:66438,commercial_2024_rows:40974,290.17590755560985,TRUE,2024,635 W GRACE CHICAGO,Multifamily-High Rise (13 floors +),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,180,180,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,180,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14211060470000,commercial,commercial_entity_family,14211060470000/14211060480000,2,2021,36,41860,18130,commercial_2024,40194,permit_chain_100863303,100863303/100869499,3108142/3117397,commercial_2024_rows:40194,commercial_2024_apartment_unit_sum_rows:40194,commercial_2021_field_fallback_rows:66592,commercial_2024_rows:40194,366.32741734162977,TRUE,2024,3726 N LAKE SHORE CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,NA,NA,NA,NA,retain_mechanical,stable_membership_2021_field_fallback,36,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,36,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_14213040110000,commercial,commercial_entity_family,14213040110000/14213040120000/14213040320000,3,2022,198,NA,69112,commercial_2024,39864,permit_chain_100875573/permit_chain_100880042/permit_chain_100892074,100875573/100880042/100889829/100892074/100895324,3124404/3130098/3142541/3145487/3149752,commercial_2024_rows:39864,commercial_2024_apartment_unit_sum_rows:39864,commercial_2024_rows:39864,commercial_2024_rows:39864,31.922296163533034,TRUE,2024,3478 N BROADWAY CHICAGO,Multifamily-Mixed Income,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,198,NA,NA,NA,NA,review_required,missing_or_nonpositive_building_area,NA,198,2,1,1,198,198,3478 N BROADWAY=198,permit_chain_100875573,100875573/100889829/100895324,3478 N BROADWAY,198,100875573: 198 [OPER SERVICES: FOUNDATION AND CAISSONS ONLY: NEW CONSTRUCTION OF A 7-STORY+ ROOF AMENITY BLDG. WITH 198 D.U.'S AND COMMERCIAL ON GRADE LEVEL AS PER PLANS.] || 100895324: 198 [ND FLR INCLUDES COMMERCIAL AND AMENITY SPACE AND ENCLOSED GARAGE FOR RES USE ONLY. FLRS 2-7 INCLUDE 198 D.U.'SAND AMENITY SPACES WITHIN THE ATRIUM. ROOF LVL INCLUDES AN ENCLOSED AMENITY SPACE AND TERRACE OPE],100875573: DIRECT DEVELOPER SERVICES: FOUNDATION AND CAISSONS ONLY: NEW CONSTRUCTION OF A 7-STORY+ ROOF AMENITY BLDG. WITH 198 D.U.'S AND COMMERCIAL ON GRADE LEVEL AS PER PLANS. || 100889829: DIRECT DEVELOPER SERVICES: SUPERSTRUCTURE ONLY: NEW CONSTRUCTION OF A 7-STORY+ ROOF AMENITY POST TENSIONED CONCRETE MIXED USE RESIDENTIAL BLDG WITH INTERIOR ATRIUM. FOUNDATION PERMIT UNDER 100875573. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING || 100895324: DIRECT DEVELOPER SERVICES: PHASE III-FULL BUILDING: NEW 7-STORY + ROOF TOP AMENITY POST TENSIONED CONCRETE MIXED USE RESIDENTIAL BLDG WITH INTERIOR ATRIUM. GROUND FLR INCLUDES COMMERCIAL AND AMENITY SPACE AND ENCLOSED GARAGE FOR RES USE ONLY. FLRS 2-7 INCLUDE 198 D.U.'SAND AMENITY SPACES WITHIN THE ATRIUM. ROOF LVL INCLUDES AN ENCLOSED AMENITY SPACE AND TERRACE OPEN TO SKY WITH OUTDOOR POOL AND SPA. FOUNDATION PERMIT #100875573 AND SUPERSTRUCTURE PERMIT #100889829,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2024_only,198,commercial_2024_only_report,FALSE,unit_count_resolved
commercial_14213040400000,commercial,commercial_entity_family,14213040400000,1,1927,22,15210,9001,commercial_2024,40474,NA,NA,NA,commercial_2024_rows:40474,commercial_2024_apartment_unit_sum_rows:40474,commercial_2021_field_fallback_rows:65609,commercial_2024_rows:40474,103.9199160469034,TRUE,2024,628 W ROSCOE CHICAGO,Multifamily-Low Rise (3 floors or less),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,22,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,22,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
