project_id,address_key,permit_chains,permits_with_unit_mentions,distinct_unit_counts,unit_counts,unit_contexts,resolved_address_units,address_resolution
commercial_14203000310000,3535 N ASHLAND,1,2,1,136,"100690738: 136 [***DIRECT DEVELOPER SERVICES*** FOUNDATIONS ONLY FOR PROPOSED 5-STORY, 136 UNIT (96 MEMORY CARE UNITS ON FLRS 1-3 AND 40 ASSISTED LIVING UNITS ON FLRS 4-5). A-2 MULTIFAMILY RESIDE] || 100695945: 136 [***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT TO ERECT 5-STORY, 136 UNIT (96 MEMORY CARE UNITS ON FLRS 1-3 AND 40 ASSISTED LIVING UNITS ON FLRS 4-5).A-2 MULTI FAMILY RESIDE]",136,single_unit_count
commercial_14203080100000,3421 N ASHLAND,1,0,0,,:  [],NA,no_unit_count
commercial_14203080100000,3425 N ASHLAND,1,0,0,,:  [],NA,no_unit_count
commercial_14204020100000,1050 W CORNELIA,1,1,2,1/8,"100767640: 8 [NEW CONSTRUCTION 4 STORY RESIDENTIAL BUILDING WITH 8 DWELLING UNITS AND 1 EFFICIENCY UNIT, WITH 6 INDOOR PARKING SPACES AND INDOOR REFUSE AREA PER PLANS. **CERTIFIED P] || 100767640: 1 [NEW CONSTRUCTION 4 STORY RESIDENTIAL BUILDING WITH 8 DWELLING UNITS AND 1 EFFICIENCY UNIT, WITH 6 INDOOR PARKING SPACES AND INDOOR REFUSE AREA PER PLANS. **CERTIFIED PLANS CORRECTIONS: COND]",NA,conflicting_unit_counts
commercial_14204030750000,1023 W ADDISON,2,0,0,,:  [],NA,no_unit_count
commercial_14204030750000,1025 W ADDISON,4,3,1,148,"100641106: 148 [CAISSONS ONLY FOR A PROPOSED 8 STORY 148 UNIT BUILDING - 1025 WEST ADDISON STREET] || 100684427: 148 [E, UNDERGROUND UTILITIES, FOUNDATION AND GROUND FLOOR SLAB FOR A NEW 8 STORY MIXED USE RESIDENTIAL [148 UNITS] / COMMERCIAL DEVELOPMENT.] || 100731074: 148 [FLOOR STRUCTURAL FRAMING, FROST WALLS AND GRADE BEAMS THROUGHOUT BUILDING AS PER PLANS. 8 STORIES. 148 DWELLING UNITS.]",148,single_unit_count
commercial_14204030750000,3505 N CLARK,3,0,0,,:  [],NA,no_unit_count
commercial_14204180360000,918 W SCHOOL,1,1,1,140,"100794249: 140 [*DIRECT DEV SERVICES* NEW CONSTRUCTION OF AN 8-STORY HIGH RISE APARTMENT BUILDING WITH 140 DU, GROUND FLOOR RETAIL AND PARKING ON DEEP FOUNDATIONS WITH NO BASEMENT.]",140,single_unit_count
commercial_14204200460000,3312 N HALSTED,1,1,1,7,"100855074: 7 [ERECT NEW 4 STORY, TYPE III-B BUILDING WITH GROUND FLOOR RETAIL SPACE AND 7 RESIDENTIAL UNITS THROUGHOUT. PROVIDE 2 UNENCLOSED PARKING SPACES AT GRADE PER PLANS.(CONDITIONAL PERMIT SUBJECT TO F]",7,single_unit_count
commercial_14211000120000,734 W SHERIDAN,2,1,1,100,100678630: 100 [***DIRECT DEVELOPER SERVICES*** NEW TEN (10) STORY 100 DWELLING UNIT RESIDENTIAL BUILDING; WITH GROUND FLOOR COMMERCIAL AND 59 PARKING SPACES; ALL AS PER PLANS],100,single_unit_count
commercial_14213040110000,3460 N BROADWAY,1,0,0,,:  [],NA,no_unit_count
commercial_14213040110000,3478 N BROADWAY,2,2,1,198,100875573: 198 [OPER SERVICES: FOUNDATION AND CAISSONS ONLY: NEW CONSTRUCTION OF A 7-STORY+ ROOF AMENITY BLDG. WITH 198 D.U.'S AND COMMERCIAL ON GRADE LEVEL AS PER PLANS.] || 100895324: 198 [ND FLR INCLUDES COMMERCIAL AND AMENITY SPACE AND ENCLOSED GARAGE FOR RES USE ONLY. FLRS 2-7 INCLUDE 198 D.U.'SAND AMENITY SPACES WITHIN THE ATRIUM. ROOF LVL INCLUDES AN ENCLOSED AMENITY SPACE AND TERRACE OPE],198,single_unit_count
commercial_14213120380000,434 W MELROSE,1,2,2,18/23,"100588610: 23 [ERECT NEW 9 STORY MASONRY BUILDING WITH 25 INDOOR PARKING SPACES 23 RESIDENTIAL UNITS TYPE 1B CONSTRUCTION - GREEN ROOF 434 WEST MELROSE STREET [SEE REVISION PERMIT #100686563 TO DE-CO] || 100588610: 18 [CONSTRUCTION - GREEN ROOF 434 WEST MELROSE STREET [SEE REVISION PERMIT #100686563 TO DE-CONVERT TO 18 DWELLING UNITS]] || 100686563: 23 [FIRST FLOOR LOBBY AREA, INTERIOR MEZZANINE LEVEL, UNITS 201 THRU 902 AS PER PLANS...DE-CONVERT FROM 23 RESIDENTIAL UNITS TO 18 RESIDENTIAL UNITS.TOTAL NUMBER OF PARKING SPACES = 25ARCHITECTURAL, MECHANICAL, PLUMBING AND] || 100686563: 18 [INTERIOR MEZZANINE LEVEL, UNITS 201 THRU 902 AS PER PLANS...DE-CONVERT FROM 23 RESIDENTIAL UNITS TO 18 RESIDENTIAL UNITS.TOTAL NUMBER OF PARKING SPACES = 25ARCHITECTURAL, MECHANICAL, PLUMBING AND ELECTRICAL WORK, NO STRU]",NA,conflicting_unit_counts
commercial_14281230200000,508 W DIVERSEY PKWY,3,1,1,53,100681213: 53 [FULL BASEMENT FOR STORAGE & MEP FIRST FLOOR RETAIL PARKING FLOORS TWO AND THREE FLOOR 4 - 11 TO BE 53 RESIDENTIAL UNITS AND 12TH FLOOR AMENITY DECK WITH GREEN ROOF AND 54 INDOOR PARKING SPACES AS PER PLANS],53,single_unit_count
commercial_14283160520000,516 W ARLINGTON,1,1,1,14,100861679: 14 [***DIRECT DEVELOPER SERVICES*** NEW NINE (9) STORY FOURTEEN (14) DWELLING UNIT RESIDENTIAL BUILDING WITH FOURTEEN (14) PARKING SPACES AS PER PLANS. CONSULTANT REVIEWER: GLOBETROT],14,single_unit_count
commercial_14291000140000,3118 N GREENVIEW,1,1,1,9,"100876767: 9 [ERECT A 4 STORY , IIIB MASONRY 9 DWELLING UNIT BUILDING WITH ROOF DECK OVER COMMERCIAL PER PLANS]",9,single_unit_count
commercial_14294161030000,878 W LILL,1,0,0,,:  [],NA,no_unit_count
commercial_14301220270000,2835 N CLYBOURN,1,1,1,15,"100727080: 15 [ERECT 4 STORY 15 D.U. BUILDING (3B CONSTRUCTION), FIRST FLOOR RETAIL SPACES, 18 CAR GARAGE AT 1ST FLOOR, EXTERIOR LOADI]",15,single_unit_count
commercial_14301220270000,2839 N CLYBOURN,1,2,1,15,"100727070: 15 [ERECT 4 STORY 15 D.U. BUILDING (3B CONSTRUCTION), FIRST FLOOR RETAIL SPACES, 18 CAR GARAGE AT 1ST FLOOR, EXTERIOR LOADIN] || 100894889: 15 [S AREA & RETAIL, ADD HANDICAP TOILET, FURNACE & WATER HEATER, NEW EXTERIOR DOOR AT EXISTING 4 STORY 15 D.U./RETAIL BUILDING AS PER PLAN (OCCUPANCY GROUPS A3, M, TYPE III A CONSTRUCTION).(CONDITIONAL PERMIT]",15,single_unit_count
commercial_14301230060000,2737 N HOYNE,1,1,1,59,100684005: 59 [R SERVICES - FULL BUILDING PERMIT INCLUDING FOUNDATIONS FOR PROPOSED 6-STORY CLASS A2 BUILDING WITH 59 D.U. AND PARKING],59,single_unit_count
commercial_14303140460000,2443 N WESTERN,1,1,1,34,"100647438: 34 [ERECT 34 D.U. BUILDING (3B CONSTRUCTION) WITH 1ST FLOOR COMMERCIAL, TOOF TOP DECK, INTERIOR 34 CAR GARAGE AS PER]",34,single_unit_count
commercial_14311100140000,2343 N SEELEY,1,1,1,13,"100632068: 13 [ERECT MASONRY 13 D.U. BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, INTERIOR 16 CAR MASONRY GARAGE (3B CONSTRUCTION), 6]",13,single_unit_count
commercial_14312120200000,2155 N ELSTON,1,0,0,,:  [],NA,no_unit_count
commercial_14313080700000,1920 N MILWAUKEE,2,2,1,44,"100652264: 44 [FOUNDATION AND SUPERSTRUCTURE ONLY FOR NEW 7-STORY, 44 UNIT RESIDENTIAL BUILDING WITH GROUND FLOOR RETAIL.*******NO ELECTRICAL OR HVAC WORK******] || 100666018: 44 [FULL BUILDING PHASE- INTERIOR BUILD-OUT OF NEW 7 STORY 44 UNIT RESIDENTIAL BUILDING WITH GROUND FLOOR RETAIL AND INSTALLATION OF 3,775 SF GREEN ROOF AND BOCCE BAL]",44,single_unit_count
commercial_16013050010000,1045 N SACRAMENTO,2,2,1,49,"100583280: 49 [FOUNDATION SYSTEMS ONLY FOR NEW CONSTRUCTION OF A PROPOSED FOUR-STORY, 49 DWELLING UNIT VETERANS HOUSING FACILITY WITH AT GRADE EXTERIOR PARKING LOT.] || 100603885: 49 [NEW CONSTRUCTION: FULL BUILDING PERMIT FOR A 4-STORY, 49 DU, VERERAN'S HOUSING BUILDING WITH SUPPORT FCILITIES ON THE GORUND FLOOR AND SURFACE PARKING ALL PER]",49,single_unit_count
commercial_16111020190000,738 N AVERS,1,2,2,6/7,"100744642: 6 [ERECT A 3 STORY IIIB MASONRY 6 DWELLING UNIT BUILDING WITH BASEMENT PER PLANS[SEE PERMIT #100828527 TO CONVERT TO 7 DWELLING UNITS]] || 100744642: 7 [IIIB MASONRY 6 DWELLING UNIT BUILDING WITH BASEMENT PER PLANS[SEE PERMIT #100828527 TO CONVERT TO 7 DWELLING UNITS]] || 100828527: 6 [CONVERSION FROM 6 UNIT TO 7 UNIT APARMENT BUILDING WITH 6 OPEN PARKING STALLS , PERPLANS] || 100828527: 7 [CONVERSION FROM 6 UNIT TO 7 UNIT APARMENT BUILDING WITH 6 OPEN PARKING STALLS , PERPLANS]",NA,conflicting_unit_counts
commercial_16132180010000,2536 W VAN BUREN,1,1,1,15,"100573230: 15 [BUILDING 3: NEW CONSTRUCTION OF A 3 STORY - 15 UNIT RESIDENTIAL BUILDING AS PER PLANS. TOTAL AREA OF WORK: 19,782 SF. ADDRESS TO BE INCLUDED WITH THIS]",15,single_unit_count
commercial_16132180010000,2556 W VAN BUREN,1,1,1,6,"100563624: 6 [BUILDING 8: NEW CONSTRUCTION OF A 3 STORY - 6 UNIT RESIDENTIAL BUILDING AS PER PLANS. TOTAL AREA OF WORK: 9,162 SF.]",6,single_unit_count
commercial_16132180010000,2557 W JACKSON,1,1,1,6,"100563622: 6 [BUILDING 7: NEW CONSTRUCTION OF A 3 STORY - 6 UNIT RESIDENTIAL BUILDING AS PER PLANS. TOTAL AREA OF WORK: 7,233 SF.]",6,single_unit_count
commercial_16132180010000,306 S MAPLEWOOD,1,1,1,12,"100563621: 12 [BUILDING 6: NEW CONSTRUCTION OF A 3 STORY - 12 UNIT RESIDENTIAL BUILDING AS PER PLANS. TOTAL AREA OF WORK: 17,843 SF. ADDRESS TO BE INCLUDED WITH T]",12,single_unit_count
commercial_16132180010000,312 S MAPLEWOOD,1,0,0,,:  [],NA,no_unit_count
commercial_16132180010000,314 S MAPLEWOOD,1,1,1,11,"100563620: 11 [BUILDING 5: NEW CONSTRUCTION OF A 3 STORY - 11 UNIT RESIDENTIAL BUILDING AS PER PLANS. TOTAL AREA OF WORK: 15,021 SF.ADDRESS TO BE INCLUDED WITH THIS P]",11,single_unit_count
commercial_16132180010000,316 S MAPLEWOOD,1,1,1,15,"100563604: 15 [BUILDING 1: NEW CONSTRUCTION OF A 3 STORY - 15 UNIT RESIDENTIAL BUILDING AS PER PLANS. TOTAL AREA OF WORK: 20,541 SF. ADDRESS TO BE INCLUDED WITH THIS]",15,single_unit_count
commercial_16132180010000,332 S MAPLEWOOD,1,1,1,11,"100563619: 11 [BUILDING 4: NEW CONSTRUCTION OF A 3 STORY - 11 UNIT RESIDENTIAL BUILDING AS PER PLANS. TOTAL AREA OF WORK: 11,962 SF.ADDRESS TO BE INCLUDED WITH THIS]",11,single_unit_count
commercial_16143160370000,3608 W ARTHINGTON,1,1,1,8,100592527: 8 [ERECT 2 STORY 8 UNIT RESIDENTIAL BUILDING WITH SURFACE PARKING 3608 WEST ARTHINGTON STREET],8,single_unit_count
commercial_16143160370000,3609 W ARTHINGTON,1,1,1,8,100592528: 8 [ERECT 2 STORY 8 UNIT RESIDENTIAL BUILDING WITH SURFACE PARKING 3609 WEST ARTHINGTON STREET],8,single_unit_count
commercial_16143160370000,3620 W ARTHINGTON,1,1,1,8,100592529: 8 [ERECT 2 STORY 8 UNIT RESIDENTIAL BUILDING WITH SURFACE PARKING- 3620 WEST ARTHINGTON STREET],8,single_unit_count
commercial_16143160370000,3621 W ARTHINGTON,1,1,1,8,100592530: 8 [ERECT 2 STORY 8 DWELLING UNIT BUILDING WITH EXTERIOR SURFACE PARKING; 3621 WEST ARTHINGTON STREET],8,single_unit_count
commercial_16143160370000,815 S LAWNDALE,1,1,1,5,100592531: 5 [ERECT 2 STORY 5 DWELLING UNIT BUILDING WITH 5 PRIVATE ATTACHED GARAGES; 815 SOUTH LAWNDALE AVENUE],5,single_unit_count
commercial_16143160370000,817 S LAWNDALE,1,1,1,5,100592524: 5 [ERECT NEW 2 STORY 5 UNIT BUILDING WITH 5 ATTACHED PRIVATE GARAGES 817 SOUTH LAWNDALE AVENUE],5,single_unit_count
commercial_16143160370000,915 S LAWNDALE,1,1,1,5,100592525: 5 [ERECT NEW 2 STORY 5 UNIT BUILDING WITH 5 ATTACHED PRIVATE GARAGES 915 SOUTH LAWNDALE AVENUE],5,single_unit_count
commercial_16143160370000,917 S LAWNDALE,1,1,1,5,100592526: 5 [ERECT NEW 2 STORY 5 UNIT BUILDING WITH 5 ATTACHED PRIVATE GARAGES 917 SOUTH LAWNDALE AVENUE],5,single_unit_count
commercial_16242010140000,1218 S WASHTENAW,1,1,1,5,100349959: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GRE] || 100349959: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS.],5,single_unit_count
commercial_16242070180000,1315 S FAIRFIELD,1,1,1,3,100359998: 3 [OGDEN NORTH DEVELOPMENT- ERECT A 3 STORY 3 DWELLING UNIT MASONRY VENEER BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS.],3,single_unit_count
commercial_16242070180000,1317 S FAIRFIELD,1,1,1,5,100349960: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GRE] || 100349960: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS.],5,single_unit_count
commercial_16242070530000,1262 S WASHTENAW,1,1,1,5,100349958: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GRE] || 100349958: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS],5,single_unit_count
commercial_16242070530000,1302 S WASHTENAW,1,1,1,6,"100359791: 6 [OGDEN NORTH DEVELOPMENT BUILDING 10 ERECT A 3 STORY, 6 UNIT MASONRY VENEER RESIDENTIAL BUILDING (5 PARKING SPACES) GREEN PERMIT PROGRAM BENEFIT TIER II]",6,single_unit_count
commercial_16242070530000,1303 S FAIRFIELD,1,1,1,6,"100359790: 6 [OGDEN NORTH DEVELOPMENT BUILDING 5- 1303-1307 SOUTH FAIRFIELD AVENUE- ERECT A 3 STORY, 6 UNIT MASONRY VENEER RESIDENTIAL BUILDING (5 PARKING SPACES) GREEN PERMIT PROGRAM BENEFIT TIER II. CERTIF]",6,single_unit_count
commercial_16244000200000,1655 S CALIFORNIA,1,0,0,,:  [],NA,no_unit_count
commercial_16244000200000,1657 S CALIFORNIA,1,0,0,,:  [],NA,no_unit_count
commercial_16244000200000,1659 S CALIFORNIA,1,1,1,4,100103589: 4 [ERECT NEW 4 STRY; 3B CONST. TYPE BLDG; W/ 4DU'S W DETACHED 3 CAR GARAGE & 1 PARKING SPOT ON CONCRETE PAD AS PER PLANS. (CONDITIONAL BUILDING PERM],4,single_unit_count
commercial_17041120710000,711 W SCHILLER,1,1,1,16,"100891583: 16 [DDS 2019 CBC: FULL BUILDING PERMIT FOR 4 STORY 16 DWELLING UNIT APARTMENT BUILDING AND LEASING OFFICE WITH 9 OUTDOOR PARKING SPACES, OCCUPANCY GROUP R-2, TYPE V-A]",16,single_unit_count
commercial_17041120710000,731 W SCHILLER,1,2,2,3/16,"100891579: 16 [DIRECT DEVELOPER SERVICES* 2019 CBC: FULL BUILDING PERMIT FOR 4 STORY 16 DWELLING UNIT APARTMENT BUILDING WITH 9 OUTDOOR PARKING SPACES. OCCUPANCY GROUP R-2, TYPE V-A CONSTRUCTION. SCHIL] || B100924165: 3 [PVC CONDUITS, ENCASED IN CONCRETE, FOR COMMONWEALTH EDISON PRIMARY FEEDER RING TO TRANSFORMERS AT (3) DWELLING UNIT APARTMENT BUILDINGS. CONDUITS FEED TRANSFORMERS FOR PERMITS #100891575, #100891579 AND #100891583]",NA,conflicting_unit_counts
commercial_17041120710000,749 W SCHILLER,1,1,1,16,"100891575: 16 [DIRECT DEVELOPER SERVICES* 2019 CBC: FULL BUILDING PERMIT FOR 4 STORY 16 DWELLING UNIT APARTMENT BUILDING WITH 9 OUTDOOR PARKING SPACES. OCCUPANCY GROUPS R-2, TYPE V-A CONSTRUCTION. SCHI]",16,single_unit_count
commercial_17041410320000,500 W DIVISION,1,1,1,8,100475596: 8 [ERECT 8 D.U. MASONRY BUILDING WITH ATTACHED 8 CAR MASONRY GARAGE AS PER PLAN.],8,single_unit_count
commercial_17042021050000,1550 N WIELAND,1,1,1,60,100671923: 60 [DIRECT DEVELOPER SERVICES: NEW CONSTRUCTION TYPE 1C CONSTRUCTION 6 STORY 60 UNIT RESIDENTIAL BUILDING WITH(42-DWELLING UNITS AND 18-EFFICIENCY UNITS); WITH GROUND FLOOR RETAIL SPAC],60,single_unit_count
commercial_17042120010000,343 W SCHILLER,2,2,1,105,100782618: 105 [** DIRECT DEVELOPER SERVICES PROJECT** - FOUNDATION ONLY- PERMIT FOR A PROPOSED 9 STORY 105 UNIT BUILDING WITH GROUND FLOOR RETAIL AS PER PLANS.] || 100814608: 105 [**DIRECT DEVELOPER SERVICES PROJECT** NEW 9 STORY 105 UNIT BUILDING WITH GROUND FLOOR RETAIL AS PER PLANS (FOUNDATION PERMIT ISSUED UNDER 100782618)],105,single_unit_count
commercial_17043060300000,459 W DIVISION,1,1,1,94,100547342: 94 [CONSTRUCT A 9 STORY 94 UNIT BUILDING- 459 WEST DIVISION STREET],94,single_unit_count
commercial_17044290090000,905 N ORLEANS,5,1,1,208,"100625313: 208 [SE 1 - CAISSON FOUNDATION AND CONSTRUCTION OF LEVELS 1-4 OF GARAGE SUPERSTRUCTURE. FOR AN 18 STORY, 208 UNIT RESIDENTIAL BUILDING WITH 149 PARKING SPACES, AND PROPOSED GREEN ROOF.]",208,single_unit_count
commercial_17044370150000,862 N FRANKLIN,1,1,1,23,100498861: 23 [ERECT NEW 6 STORY 23 UNIT BUILDING TYPE 1C CONSTRUCTION PER PLANS. (CAISSON PERMIT UNDER PERMIT APPLICATION #100495257)],23,single_unit_count
commercial_17044510060000,1140 N WELLS,5,1,1,405,"100693524: 405 [FULL BUILDING FOR PROPOSED 32-STORY RESIDENTIAL TOWER WITH 405 DWELLING UNITS, 74 COMMERCIAL SPACES AND 342 RESIDENTIAL PARKING SPACES]",405,single_unit_count
commercial_17053010190000,1515 W HADDON,1,2,1,41,"100561814: 41 [ERECT NEW 6 STORY, 41 UNIT APARTMENT BUILDING WITH 1ST FLOOR RETAIL AND PARKING. LEED SILVER TARGET RATING, GREEN ROOF, PLANNE] || 100641627: 41 [*GREEN PERMIT REVISION TO PERMIT #100561814 (6 STORY 41 UNIT 1C MIXED USE BUILDING) - ROOF TERRACES ADDED ON 2ND FLOOR FOR UNITS 209/210. INSTALLATION OF ROOFTO]",41,single_unit_count
commercial_17062350680000,1640 W DIVISION,1,2,2,6/140,"100669848: 140 [ION AND SUPERSTURCTURE UP TO THE THIRD FLOOR DECK FOR A PROPOSED 15 STORY RESIDENTIAL BUILDING WITH 140 DWELLING UNITS, 52 PARKING SPACES AND RETAIL ON THE GROUND FLOOR; AS PER PLANS] || 100695536: 140 [DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 15 STORY RESIDENTIAL BUILDING WITH 140 DWELLING UNITS, 50 PARKING SPACES AND RETAIL ON THE GROUND FLOOR; AS PER PLANS. REFERENCE FOUNDATION PERMIT #1006] || 100695536: 6 [UND FLOOR; AS PER PLANS. REFERENCE FOUNDATION PERMIT #100669848. [SEE REVISION #100722337 TO ADD (6) DWELLING UNITS (TOTAL 146)]]",NA,conflicting_unit_counts
commercial_17074160420000,1928 W MAYPOLE,1,1,1,25,100272322: 25 [ADDRESS RANGE 1924-1950 W. MAYPOLE- ERECT A TYPE 3B 3STORY RESIDENTIAL BUILDING (25 DWELLING UNITS)- CHICAGO GREEN HOMES 3 STAR RATING- CERTIFICATE OF OCCUPANCY REQUIRED],25,single_unit_count
commercial_17074170400000,156 N WOOD,1,1,1,6,"100143189: 6 [CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 15, BUILDING TYPE A.]",6,single_unit_count
commercial_17074170530000,155 N WOLCOTT,1,1,1,6,"100143188: 6 [CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 18, BUILDING TYPE A.]",6,single_unit_count
commercial_17074170560000,1820 W MAYPOLE,1,1,1,5,"100143297: 5 [CONSTRUCT NEW 5 UNIT BUILDING PER PLANS. WESTHAVE PARK IIB BUILDING 12, BUILDING TYPE D.]",5,single_unit_count
commercial_17074170560000,1826 W MAYPOLE,1,1,1,12,"100143218: 12 [CONSTRUCT NEW 12 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 13, BUILDING TYPE C.]",12,single_unit_count
commercial_17074170560000,1836 W MAYPOLE,1,1,1,5,"100143295: 5 [CONSTRUCT NEW 5 UNIT BUILDING PER PLANS. WESTHAVE PARK IIB BUILDING 14, BUILDING TYPE D.]",5,single_unit_count
commercial_17074220390000,122 N WOOD,1,1,1,6,"100143190: 6 [CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 6, BUILDING TYPE A.]",6,single_unit_count
commercial_17074220390000,1807 W MAYPOLE,1,1,1,12,"100143217: 12 [CONSTRUCT NEW 12 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 7, BUILDING TYPE C.]",12,single_unit_count
commercial_17074220390000,1817 W MAYPOLE,1,1,1,5,"100143294: 5 [CONSTRUCT NEW 5 UNIT BUILDING PER PLANS. WESTHAVE PARK IIB BUILDING 8, BUILDING TYPE D.]",5,single_unit_count
commercial_17074220430000,121 N WOLCOTT,1,1,1,6,"100143312: 6 [CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 11, BUILDING TYPE E.]",6,single_unit_count
commercial_17074220430000,1845 W MAYPOLE,1,1,1,12,"100143216: 12 [CONSTRUCT NEW 12 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 10, BUILDING TYPE C.]",12,single_unit_count
commercial_17074220460000,1830 W WASHINGTON,1,1,1,8,"100143208: 8 [CONSTRUCT NEW 8 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 4, BUILDING TYPE B2.]",8,single_unit_count
commercial_17082070020000,728 N MORGAN,2,1,1,194,100629833: 194 [DIRECT DEVELOPER SERVICE - FOUNDATION ONLY FOR 15 STORY MIXED USE HIGH-RISE BUILDING WITH 194 DWELLING UNITS. (REFER TO PERMIT #100629831 FOR APPROVED PERMIT PLANS).],194,single_unit_count
commercial_17082070020000,738 N MORGAN,2,1,1,169,100629831: 169 [DIRECT DEVELOPER SERVICES - FOUNDATIONS ONLY- FOR 12 STORY MIXED-USE HIGH-RISE BUILDING WITH 169 DWELLING UNITS.],169,single_unit_count
commercial_17082260110000,650 N GREEN,1,1,1,4,"100547779: 4 [ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT, ROOF DECK AND ATTACHED 3 CAR GARAGE, 4 DWELLING UNITS ( 6180 SF ) AND NEW TRASH ENCLOSURE 4' X 6'-8"" X 6' AS PER PLANS.]",4,single_unit_count
commercial_17082260110000,832 W ERIE,1,1,1,8,"100549549: 8 [ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT 10565 SF WITH ATTACHED (2) 2 CAR GARAGE, 8 DWELLING UNITS, TYPE 3B CONSTRUCTION AND SITE WORK AS PER PLANS.THE SITE WILL ALSO PROVIDE 4-OPEN PARKING SPACES L]",8,single_unit_count
commercial_17082260110000,838 W ERIE,1,1,1,8,"100549558: 8 [ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT 10565 SF WITH ATTACHED (2) 2 CAR GARAGE..8 DWELLING UNITS, TYPE 3B CONSTRUCTION AND SITE WORK AS PER PLANS.]",8,single_unit_count
commercial_17084440130000,20 N ABERDEEN,1,1,1,27,100476313: 27 [NEW FOUR STORY 27 DWELLING UNIT RESIDENTIAL BUILDING WITH RETAIL SPACE AND GARAGE ON FIRS FLOOR. NO BASEMENT],27,single_unit_count
commercial_17084440130000,22 N ABERDEEN,1,0,0,,:  [],NA,no_unit_count
commercial_17091020220000,708 W GRAND,1,0,0,,:  [],NA,no_unit_count
commercial_17091020220000,710 W GRAND,2,1,1,104,"100642819: 104 [ERECT NEW 9 STORY (TYPE 1-B CONSTRUCTION), 104 UNIT, MULTI-RESIDENTIAL BUILDING WITH RETAIL ON THE 1ST FLOOR AND PARKING FOR 46 CARS AND BIKE STORAGE F]",104,single_unit_count
commercial_17092170170000,675 N WELLS,3,1,1,100,100704447: 100 [. NEW CONSTRUCTION FOR 15-STORY MIXED USE RETAIL BLDG. WITH 176 RES. D.U'S (76-EFFICIENCY UNITS AND 100 D.U'S.) AND 84 PRIVATE PARKING SPACES AS PER PLANS. REFERENCE FOUNDATION AND SUPERSTRUCTURE PERMIT #100],100,single_unit_count
commercial_17093010120000,660 W WAYMAN,1,1,1,109,"100085129: 109 [TWO NEW 7 STORY MID-RISES, ALL RESIDENTIAL TOTALING 109 DWELLING UNITS, NEW 4 STALL PARKING GARAGE, 1A CONSTRUCTION]",109,single_unit_count
