selected_address,address_query,response_json
504 W ELM ST,"504 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""504 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111768221""},""coordinates"":{""x"":-87.641288844136,""y"":41.902743247469},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""504 W ELM ST, CHICAGO, IL, 60610""}]}}"
506 W ELM ST,"506 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""506 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111768221""},""coordinates"":{""x"":-87.641306182312,""y"":41.902742920335},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""506 W ELM ST, CHICAGO, IL, 60610""}]}}"
508 W ELM ST,"508 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""508 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111768221""},""coordinates"":{""x"":-87.641323520487,""y"":41.9027425932},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""508 W ELM ST, CHICAGO, IL, 60610""}]}}"
510 W ELM ST,"510 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""510 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111768221""},""coordinates"":{""x"":-87.641340858662,""y"":41.902742266066},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""510 W ELM ST, CHICAGO, IL, 60610""}]}}"
512 W ELM ST,"512 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""512 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111768221""},""coordinates"":{""x"":-87.641358196838,""y"":41.902741938931},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""512 W ELM ST, CHICAGO, IL, 60610""}]}}"
514 W ELM ST,"514 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""514 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111768221""},""coordinates"":{""x"":-87.641375535013,""y"":41.902741611797},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""514 W ELM ST, CHICAGO, IL, 60610""}]}}"
5218 W GALEWOOD AVE,"5218 W GALEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5218 W GALEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""639823082""},""coordinates"":{""x"":-87.756248450039,""y"":41.914780534402},""addressComponents"":{""zip"":""60639"",""streetName"":""GALEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""5200"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5298"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5218 W GALEWOOD AVE, CHICAGO, IL, 60639""}]}}"
5228 W GALEWOOD AVE,"5228 W GALEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5228 W GALEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""639823082""},""coordinates"":{""x"":-87.756421890783,""y"":41.914777906521},""addressComponents"":{""zip"":""60639"",""streetName"":""GALEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""5200"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5298"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5228 W GALEWOOD AVE, CHICAGO, IL, 60639""}]}}"
5234 W GALEWOOD AVE,"5234 W GALEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5234 W GALEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""639823082""},""coordinates"":{""x"":-87.75652595523,""y"":41.914776329793},""addressComponents"":{""zip"":""60639"",""streetName"":""GALEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""5200"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5298"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5234 W GALEWOOD AVE, CHICAGO, IL, 60639""}]}}"
5240 W GALEWOOD AVE,"5240 W GALEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5240 W GALEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""639823082""},""coordinates"":{""x"":-87.756630019676,""y"":41.914774753064},""addressComponents"":{""zip"":""60639"",""streetName"":""GALEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""5200"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5298"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5240 W GALEWOOD AVE, CHICAGO, IL, 60639""}]}}"
5339 W GALEWOOD AVE,"5339 W GALEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5339 W GALEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""657170579""},""coordinates"":{""x"":-87.759215141199,""y"":41.914961845595},""addressComponents"":{""zip"":""60639"",""streetName"":""GALEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""5301"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5399"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5339 W GALEWOOD AVE, CHICAGO, IL, 60639""}]}}"
5345 W GALEWOOD AVE,"5345 W GALEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5345 W GALEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""657170579""},""coordinates"":{""x"":-87.759361342591,""y"":41.914987114983},""addressComponents"":{""zip"":""60639"",""streetName"":""GALEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""5301"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5399"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5345 W GALEWOOD AVE, CHICAGO, IL, 60639""}]}}"
5355 W GALEWOOD AVE,"5355 W GALEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5355 W GALEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""657170579""},""coordinates"":{""x"":-87.759608312854,""y"":41.91503381898},""addressComponents"":{""zip"":""60639"",""streetName"":""GALEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""5301"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5399"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5355 W GALEWOOD AVE, CHICAGO, IL, 60639""}]}}"
5359 W GALEWOOD AVE,"5359 W GALEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5359 W GALEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""657170579""},""coordinates"":{""x"":-87.759704191168,""y"":41.915055125281},""addressComponents"":{""zip"":""60639"",""streetName"":""GALEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""5301"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5399"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5359 W GALEWOOD AVE, CHICAGO, IL, 60639""}]}}"
5520 S PARKSIDE AVE,"5520 S PARKSIDE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5520 S PARKSIDE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""605299216""},""coordinates"":{""x"":-87.763579371696,""y"":41.792023568254},""addressComponents"":{""zip"":""60638"",""streetName"":""PARKSIDE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""5500"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5524"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5520 S PARKSIDE AVE, CHICAGO, IL, 60638""}]}}"
5555 S MULLIGAN AVE,"5555 S MULLIGAN AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""5555 S MULLIGAN AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""605291663""},""coordinates"":{""x"":-87.780466778548,""y"":41.791163852439},""addressComponents"":{""zip"":""60638"",""streetName"":""MULLIGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""5501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""5599"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""5555 S MULLIGAN AVE, CHICAGO, IL, 60638""}]}}"
6422 S DORCHESTER AVE,"6422 S DORCHESTER AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""6422 S DORCHESTER AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111774219""},""coordinates"":{""x"":-87.591522708987,""y"":41.778086496138},""addressComponents"":{""zip"":""60637"",""streetName"":""DORCHESTER"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""6400"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""6462"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""6422 S DORCHESTER AVE, CHICAGO, IL, 60637""}]}}"
6424 S DORCHESTER AVE,"6424 S DORCHESTER AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""6424 S DORCHESTER AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111774219""},""coordinates"":{""x"":-87.591526440058,""y"":41.778030530155},""addressComponents"":{""zip"":""60637"",""streetName"":""DORCHESTER"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""6400"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""6462"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""6424 S DORCHESTER AVE, CHICAGO, IL, 60637""}]}}"
6510 S INGLESIDE AVE,"6510 S INGLESIDE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""6510 S INGLESIDE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111774171""},""coordinates"":{""x"":-87.602271926628,""y"":41.776589095969},""addressComponents"":{""zip"":""60637"",""streetName"":""INGLESIDE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""6500"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""6598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""6510 S INGLESIDE AVE, CHICAGO, IL, 60637""}]}}"
6512 S INGLESIDE AVE,"6512 S INGLESIDE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""6512 S INGLESIDE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111774171""},""coordinates"":{""x"":-87.602271074251,""y"":41.776554148351},""addressComponents"":{""zip"":""60637"",""streetName"":""INGLESIDE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""6500"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""6598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""6512 S INGLESIDE AVE, CHICAGO, IL, 60637""}]}}"
6858 W 65TH ST,"6858 W 65TH ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""6858 W 65TH ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""112226341""},""coordinates"":{""x"":-87.792332955031,""y"":41.773892120015},""addressComponents"":{""zip"":""60638"",""streetName"":""65TH"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""6898"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""6800"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""6858 W 65TH ST, CHICAGO, IL, 60638""}]}}"
704 S MAY ST,"704 S MAY ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""704 S MAY ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111802824""},""coordinates"":{""x"":-87.655380806492,""y"":41.872572304955},""addressComponents"":{""zip"":""60607"",""streetName"":""MAY"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""700"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""798"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""704 S MAY ST, CHICAGO, IL, 60607""}]}}"
718 E PERSHING RD,"718 E PERSHING RD, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""718 E PERSHING RD, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""641800209""},""coordinates"":{""x"":-87.609326195253,""y"":41.823984273688},""addressComponents"":{""zip"":""60653"",""streetName"":""PERSHING"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""E"",""suffixDirection"":"""",""fromAddress"":""700"",""state"":""IL"",""suffixType"":""RD"",""toAddress"":""718"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""718 E PERSHING RD, CHICAGO, IL, 60653""}]}}"
7252 S BENNETT AVE,"7252 S BENNETT AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""7252 S BENNETT AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111774764""},""coordinates"":{""x"":-87.579382851986,""y"":41.763341349767},""addressComponents"":{""zip"":""60649"",""streetName"":""BENNETT"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""7200"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""7298"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""7252 S BENNETT AVE, CHICAGO, IL, 60649""}]}}"
7354 S WOODLAWN AVE,"7354 S WOODLAWN AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""7354 S WOODLAWN AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111774394""},""coordinates"":{""x"":-87.595805325938,""y"":41.761330611319},""addressComponents"":{""zip"":""60619"",""streetName"":""WOODLAWN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""7300"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""7398"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""7354 S WOODLAWN AVE, CHICAGO, IL, 60619""}]}}"
744 W BUCKINGHAM PL,"744 W BUCKINGHAM PL, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""744 W BUCKINGHAM PL, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""657090886""},""coordinates"":{""x"":-87.647999989774,""y"":41.942787292196},""addressComponents"":{""zip"":""60657"",""streetName"":""BUCKINGHAM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""600"",""state"":""IL"",""suffixType"":""PL"",""toAddress"":""798"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""744 W BUCKINGHAM PL, CHICAGO, IL, 60657""}]}}"
763 W 15TH PL,"763 W 15TH PL, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""763 W 15TH PL, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""657078737""},""coordinates"":{""x"":-87.646307107025,""y"":41.861418854464},""addressComponents"":{""zip"":""60607"",""streetName"":""15TH"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""701"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""799"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""763 W 15TH ST, CHICAGO, IL, 60607""}]}}"
7915 S PHILLIPS AVE,"7915 S PHILLIPS AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""7915 S PHILLIPS AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""605586600""},""coordinates"":{""x"":-87.564928543886,""y"":41.751119438491},""addressComponents"":{""zip"":""60617"",""streetName"":""PHILLIPS"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""7913"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""7921"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""7915 S PHILLIPS AVE, CHICAGO, IL, 60617""}]}}"
9536 S MARQUETTE AVE,"9536 S MARQUETTE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""9536 S MARQUETTE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""605529330""},""coordinates"":{""x"":-87.558047899182,""y"":41.72166310509},""addressComponents"":{""zip"":""60617"",""streetName"":""MARQUETTE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""9500"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""9558"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""9536 S MARQUETTE AVE, CHICAGO, IL, 60617""}]}}"
N LARAMIE AVE,"N LARAMIE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""N LARAMIE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[]}}"
S KARLOV AVE,"S KARLOV AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""S KARLOV AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[]}}"
UNKNOWN,"UNKNOWN, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""UNKNOWN, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[]}}"
